time,field.angular_velocity.x,field.angular_velocity.y,field.angular_velocity.z,field.linear_acceleration.x,field.linear_acceleration.y,field.linear_acceleration.z,field.magnetic_field.x,field.magnetic_field.y,field.magnetic_field.z,field.fluid_pressure,field.temperature,field.airspeed,field.measured.pitch,field.measured.roll,field.measured.yaw,field.alt_error,field.aspd_error,field.xtrack_error,field.wp_dist
18:01.9,0.479,0.026,-0.087,-0.48052585,0.3726527,8.9044382,-185000,107000,-224000,98285.7605,31.34,0,-0.608088672,6.326061726,-84.24906158,1.109999955,19.34490204,-385.1099396,14.5
18:02.0,0.3825,0.025,-0.09,-0.485429175,0.3530394,8.781855075,-168500,76500,-228000,98285.7605,31.34,0,-0.608088672,6.326061726,-84.24906158,1.169999957,21.63610458,-384.4674988,15
18:02.0,0.286,0.024,-0.093,-0.4903325,0.3334261,8.65927195,-152000,46000,-232000,98285.7605,31.34,0,-1.447377294,16.82549977,-82.87151337,1.234999955,21.63610458,-383.8334961,15.5
18:02.0,0.258333333,0.027,-0.097333333,-0.496870267,0.330157217,8.46313895,-147000,34666.66667,-226666.6667,98285.36581,31.34,0,-2.286665916,27.32493782,-81.49396515,1.299999952,21.63610458,-383.1994934,16
18:02.1,0.230666667,0.03,-0.101666667,-0.503408033,0.326888333,8.26700595,-142000,23333.33333,-221333.3333,98284.97111,31.34,0,-2.286665916,27.32493782,-81.49396515,1.299999952,21.63610458,-383.1994934,16
18:02.1,0.203,0.033,-0.106,-0.5099458,0.32361945,8.07087295,-137000,12000,-216000,98284.57642,31.34,0,-2.286665916,27.32493782,-81.49396515,1.379999936,23.98915291,-382.5739594,17
18:02.2,0.1345,0.022,-0.1075,-0.53936575,0.34323275,7.87473995,-134000,-8500,-218000,98285.85816,31.335,0,-2.286665916,27.32493782,-81.49396515,1.459999919,26.34220123,-381.9484253,18
18:02.2,0.066,0.011,-0.109,-0.5687857,0.36284605,7.67860695,-131000,-29000,-220000,98287.13989,31.33,0,-2.286665916,27.32493782,-81.49396515,1.459999919,26.34220123,-381.9484253,18
18:02.2,0.065333333,0.014666667,-0.114,-0.572054583,0.438030367,7.956462033,-125000,-39000,-223666.6667,98287.12565,31.33,0,-2.286665916,27.32493782,-81.49396515,1.549999953,26.34220123,-381.3186798,18.5
18:02.3,0.064666667,0.018333333,-0.119,-0.575323467,0.513214683,8.234317117,-119000,-49000,-227333.3333,98287.11141,31.33,0,-2.286665916,27.32493782,-81.49396515,1.639999986,26.34220123,-380.6889343,19
18:02.3,0.064,0.022,-0.124,-0.57859235,0.588399,8.5121722,-113000,-59000,-231000,98287.09717,31.33,0,-2.899722695,28.27414894,-80.81124497,1.73999995,29.10676003,-380.0718384,19.5
18:02.4,0.061666667,0.029666667,-0.129666667,-0.643970017,0.781263117,8.6494653,-98000,-83000,-238333.3333,98288.73902,31.32333333,0,-3.512779474,29.22336006,-80.12852478,1.839999914,31.87131882,-379.4547424,20
18:02.4,0.059333333,0.037333333,-0.135333333,-0.709347683,0.974127233,8.7867584,-83000,-107000,-245666.6667,98290.38086,31.31666667,0,-3.512779474,29.22336006,-80.12852478,1.959999919,31.87131882,-378.8292084,20.5
18:02.4,0.057,0.045,-0.141,-0.77472535,1.16699135,8.9240515,-68000,-131000,-253000,98292.02271,31.31,0,-3.512779474,29.22336006,-80.12852478,2.079999924,31.87131882,-378.2036743,21
18:02.5,0.0005,0.0585,-0.1795,-0.83356525,1.132668075,8.5710121,-61000,-136000,-259500,98292.41944,31.31,0,-3.512779474,29.22336006,-80.12852478,2.079999924,31.87131882,-378.2036743,21
18:02.5,-0.056,0.072,-0.218,-0.89240515,1.0983448,8.2179727,-54000,-141000,-266000,98292.81616,31.31,0,-3.512779474,29.22336006,-80.12852478,2.329999924,31.12316132,-376.9946899,23
18:02.6,-0.0645,0.0825,-0.2505,-0.897308475,1.005181625,8.30623255,-54000,-141000,-266000,98292.81616,31.31,0,-3.512779474,29.22336006,-80.12852478,2.329999924,31.12316132,-376.9946899,23
18:02.6,-0.073,0.093,-0.283,-0.9022118,0.91201845,8.3944924,-54000,-141000,-266000,98292.81616,31.31,0,-3.512779474,29.22336006,-80.12852478,2.329999924,31.12316132,-376.9946899,23
18:02.6,-0.1335,0.1045,-0.3045,-0.95124505,0.87279185,8.369975775,-42000,-159000,-272000,98294.20777,31.31,0,-3.512779474,29.22336006,-80.12852478,2.464999915,31.12316132,-376.3902893,23.5
18:02.7,-0.194,0.116,-0.326,-1.0002783,0.83356525,8.34545915,-30000,-177000,-278000,98295.59937,31.31,0,-3.512779474,29.22336006,-80.12852478,2.599999905,31.12316132,-375.7858887,24
18:02.7,-0.196333333,0.120666667,-0.325666667,-1.075462617,0.827027483,7.84532,-22666.66667,-181666.6667,-284666.6667,98297.25749,31.30666667,0,-3.512779474,29.22336006,-80.12852478,2.744999886,31.5735817,-375.2026215,24.5
18:02.8,-0.198666667,0.125333333,-0.325333333,-1.150646933,0.820489717,7.34518085,-15333.33333,-186333.3333,-291333.3333,98298.91561,31.30333333,0,-3.512779474,29.22336006,-80.12852478,2.889999866,32.02400208,-374.6193542,25
18:02.8,-0.201,0.13,-0.325,-1.22583125,0.81395195,6.8450417,-8000,-191000,-298000,98300.57373,31.3,0,-6.214524388,28.07655239,-77.5633049,3.049999952,32.02400208,-374.0276337,25.5
18:02.8,-0.122333333,0.122333333,-0.327333333,-1.261788967,0.7256921,6.704479717,5666.666667,-198666.6667,-309000,98301.68457,31.29666667,0,-8.916269302,26.92974472,-74.99808502,3.210000038,32.02400208,-373.4359131,26
18:02.9,-0.043666667,0.114666667,-0.329666667,-1.297746683,0.63743225,6.563917733,19333.33333,-206333.3333,-320000,98302.79541,31.29333333,0,-8.916269302,26.92974472,-74.99808502,3.210000038,32.02400208,-373.4359131,26
18:02.9,0.035,0.107,-0.332,-1.3337044,0.5491724,6.42335575,33000,-214000,-331000,98303.90625,31.29,0,-8.916269302,26.92974472,-74.99808502,3.389999986,31.35333062,-372.8526459,27
18:03.0,0.074,0.0945,-0.3165,-1.34351105,0.534462425,5.91340995,42500,-217500,-329000,98305.98755,31.29,0,-8.916269302,26.92974472,-74.99808502,3.569999933,30.68265915,-372.2693787,28
18:03.0,0.113,0.082,-0.301,-1.3533177,0.51975245,5.40346415,52000,-221000,-327000,98308.06885,31.29,0,-8.916269302,26.92974472,-74.99808502,3.764999867,30.68265915,-371.6903382,28.5
18:03.0,0.078,0.077333333,-0.289,-1.340242167,0.4314926,5.57998385,58000,-224333.3333,-328333.3333,98309.16138,31.28666667,0,-8.916269302,26.92974472,-74.99808502,3.9599998,30.68265915,-371.1112976,29
18:03.1,0.043,0.072666667,-0.277,-1.327166633,0.34323275,5.75650355,64000,-227666.6667,-329666.6667,98310.25391,31.28333333,0,-8.916269302,26.92974472,-74.99808502,4.184999824,30.48439026,-370.5364838,29.5
18:03.1,0.008,0.068,-0.265,-1.3140911,0.2549729,5.93302325,70000,-231000,-331000,98311.34644,31.28,0,-8.916269302,26.92974472,-74.99808502,4.409999847,30.28612137,-369.9616699,30
18:03.2,-0.0635,0.067,-0.2415,-1.3533177,0.171616375,6.30567595,70000,-231000,-331000,98311.34644,31.28,0,-8.916269302,26.92974472,-74.99808502,4.409999847,30.28612137,-369.9616699,30
18:03.2,-0.135,0.066,-0.218,-1.3925443,0.08825985,6.67832865,70000,-231000,-331000,98311.34644,31.28,0,-8.916269302,26.92974472,-74.99808502,4.573333263,30.28612137,-369.5756429,30.66666667
18:03.2,-0.15825,0.06275,-0.2075,-1.407254275,0.125034788,6.921043238,78250,-232500,-333000,98314.55842,31.2775,0,-8.916269302,26.92974472,-74.99808502,4.736666679,30.28612137,-369.1896159,31.33333333
18:03.3,-0.1815,0.0595,-0.197,-1.42196425,0.161809725,7.163757825,86500,-234000,-335000,98317.77039,31.275,0,-8.916269302,26.92974472,-74.99808502,4.900000095,30.28612137,-368.8035889,32
18:03.3,-0.20475,0.05625,-0.1865,-1.436674225,0.198584663,7.406472413,94750,-235500,-337000,98320.98237,31.2725,0,-11.85440397,25.8453579,-72.01252747,5.170000076,31.43439293,-368.2287598,32.5
18:03.4,-0.228,0.053,-0.176,-1.4513842,0.2353596,7.649187,103000,-237000,-339000,98324.19434,31.27,0,-14.79253864,24.76097107,-69.02696991,5.440000057,32.58266449,-367.6539307,33
18:03.4,-0.228,0.034,-0.16,-1.46119085,0.85317855,7.7668668,103000,-237000,-339000,98324.19434,31.27,0,-14.79253864,24.76097107,-69.02696991,5.720000029,32.58266449,-367.0918122,33.5
18:03.4,-0.2225,0.029,-0.1585,-1.485707475,0.985568325,8.01203305,104000,-238500,-348000,98327.18506,31.265,0,-14.79253864,24.76097107,-69.02696991,6,32.58266449,-366.5296936,34
18:03.5,-0.217,0.024,-0.157,-1.5102241,1.1179581,8.2571993,105000,-240000,-357000,98330.17578,31.26,0,-14.79253864,24.76097107,-69.02696991,6,32.58266449,-366.5296936,34
18:03.5,-0.203333333,0.028666667,-0.156333333,-1.582139533,0.964320583,8.273543717,109666.6667,-232000,-359000,98335.03825,31.26,0,-14.79253864,24.76097107,-69.02696991,6.589999676,38.35039139,-365.3882751,35
18:03.6,-0.189666667,0.033333333,-0.155666667,-1.654054967,0.810683067,8.289888133,114333.3333,-224000,-361000,98339.90071,31.26,0,-14.79253864,24.76097107,-69.02696991,6.589999676,38.35039139,-365.3882751,35
18:03.6,-0.176,0.038,-0.155,-1.7259704,0.65704555,8.30623255,119000,-216000,-363000,98344.76318,31.26,0,-14.79253864,24.76097107,-69.02696991,6.894999743,38.35039139,-364.8261261,36
18:03.6,-0.1765,0.039,-0.1535,-1.760293675,0.289296175,8.419009025,119000,-216000,-363000,98344.76318,31.26,0,-14.79253864,24.76097107,-69.02696991,7.199999809,38.35039139,-364.2639771,37
18:03.7,-0.177,0.04,-0.152,-1.79461695,-0.0784532,8.5317855,119000,-216000,-363000,98344.76318,31.26,0,-14.79253864,24.76097107,-69.02696991,7.199999809,38.35039139,-364.2639771,37
18:03.7,-0.17625,0.03825,-0.152,-1.748035363,0.083356525,8.63965865,122250,-211750,-366500,98348.25134,31.2575,0,-16.9303112,19.88878059,-66.10068512,7.839999676,-50.60443878,-363.1312561,38
18:03.8,-0.1755,0.0365,-0.152,-1.701453775,0.24516625,8.7475318,125500,-207500,-370000,98351.7395,31.255,0,-16.9303112,19.88878059,-66.10068512,8.154999972,-50.60443878,-362.5775757,38.5
18:03.8,-0.17475,0.03475,-0.152,-1.654872188,0.406975975,8.85540495,128750,-203250,-373500,98355.22766,31.2525,0,-16.9303112,19.88878059,-66.10068512,8.470000267,-50.60443878,-362.0238953,39
18:03.8,-0.174,0.033,-0.152,-1.6082906,0.5687857,8.9632781,132000,-199000,-377000,98358.71582,31.25,0,-16.9303112,19.88878059,-66.10068512,8.470000267,-50.60443878,-362.0238953,39
18:03.9,-0.214,0.029,-0.124,-1.6671305,1.06892485,8.629852,132000,-199000,-377000,98358.71582,31.25,0,-16.9303112,19.88878059,-66.10068512,8.470000267,-50.60443878,-362.0238953,39
18:03.9,-0.213666667,0.029,-0.116,-1.719432633,0.849909667,8.6494653,133333.3333,-197000,-377666.6667,98361.4502,31.24666667,0,-16.9303112,19.88878059,-66.10068512,9.119999886,-61.47251129,-360.9165344,41
18:04.0,-0.213333333,0.029,-0.108,-1.771734767,0.630894483,8.6690786,134666.6667,-195000,-378333.3333,98364.18457,31.24333333,0,-17.61271763,18.04766846,-64.99150276,9.119999886,-61.47251129,-360.9165344,41
18:04.0,-0.213,0.029,-0.1,-1.8240369,0.4118793,8.6886919,136000,-193000,-379000,98366.91895,31.24,0,-18.29512405,16.20655632,-63.8823204,9.119999886,-61.47251129,-360.9165344,41
18:04.0,-0.255333333,0.028333333,-0.108666667,-1.810961367,0.251704017,9.264015367,137333.3333,-187666.6667,-381000,98369.72453,31.24,0,-18.29512405,16.20655632,-63.8823204,9.779999733,-61.47251129,-359.8005371,42
18:04.1,-0.297666667,0.027666667,-0.117333333,-1.797885833,0.091528733,9.839338833,138666.6667,-182333.3333,-383000,98372.53011,31.24,0,-18.29512405,16.20655632,-63.8823204,9.779999733,-61.47251129,-359.8005371,42
18:04.1,-0.34,0.027,-0.126,-1.7848103,-0.06864655,10.4146623,140000,-177000,-385000,98375.33569,31.24,0,-18.29512405,16.20655632,-63.8823204,9.779999733,-61.47251129,-359.8005371,42
18:04.2,-0.282,0.022,-0.126333333,-1.820768017,0.3138128,10.54541763,138000,-165000,-385000,98380.25716,31.23333333,0,-18.29512405,16.20655632,-63.8823204,10.46000004,-85.83984375,-358.6678162,43
18:04.2,-0.224,0.017,-0.126666667,-1.856725733,0.69627215,10.67617297,136000,-153000,-385000,98385.17863,31.22666667,0,-18.29512405,16.20655632,-63.8823204,10.79500008,-85.83984375,-358.1099091,44
18:04.2,-0.166,0.012,-0.127,-1.89268345,1.0787315,10.8069283,134000,-141000,-385000,98390.1001,31.22,0,-18.29512405,16.20655632,-63.8823204,11.13000011,-85.83984375,-357.552002,45
18:04.3,-0.114333333,-0.000333333,-0.115666667,-1.909027867,0.9022118,10.84942378,134666.6667,-137333.3333,-385000,98393.29224,31.22,0,-18.29512405,16.20655632,-63.8823204,11.46000004,-91.37802124,-356.9856415,45.5
18:04.3,-0.062666667,-0.012666667,-0.104333333,-1.925372283,0.7256921,10.89191927,135333.3333,-133666.6667,-385000,98396.48437,31.22,0,-18.29512405,16.20655632,-63.8823204,11.78999996,-96.91619873,-356.419281,46
18:04.4,-0.011,-0.025,-0.093,-1.9417167,0.5491724,10.93441475,136000,-130000,-385000,98399.67651,31.22,0,-18.29512405,16.20655632,-63.8823204,11.78999996,-96.91619873,-356.419281,46
18:04.4,-0.045,-0.025,-0.054,-2.04958985,0.14709975,11.1599677,136000,-130000,-385000,98399.67651,31.22,0,-18.73823643,13.68038798,-62.39203262,12.11499977,-96.91619873,-355.8613739,46.5
18:04.4,-0.071,-0.021,-0.0375,-2.04958985,0.0196133,11.28255083,135000,-125000,-384500,98401.51367,31.215,0,-19.1813488,11.15421963,-60.90174484,12.43999958,-96.91619873,-355.3034668,47
18:04.5,-0.097,-0.017,-0.021,-2.04958985,-0.10787315,11.40513395,134000,-120000,-384000,98403.35083,31.21,0,-19.1813488,11.15421963,-60.90174484,12.43999958,-96.91619873,-355.3034668,47
18:04.5,-0.053333333,-0.011,-0.018666667,-2.062665383,-0.026151067,10.68271073,135000,-117333.3333,-388000,98409.93449,31.21,0,-19.1813488,11.15421963,-60.90174484,13.06999969,-132.2111206,-354.1453857,49
18:04.6,-0.009666667,-0.005,-0.016333333,-2.075740917,0.055571017,9.960287517,136000,-114666.6667,-392000,98416.51815,31.21,0,-19.1813488,11.15421963,-60.90174484,13.06999969,-132.2111206,-354.1453857,49
18:04.6,0.034,0.001,-0.014,-2.08881645,0.1372931,9.2378643,137000,-112000,-396000,98423.10181,31.21,0,-19.1813488,11.15421963,-60.90174484,13.06999969,-132.2111206,-354.1453857,49
18:04.6,0.016,-0.01,-0.008333333,-2.092085333,0.111142033,9.515719383,137000,-112000,-396000,98423.10181,31.21,0,-19.1813488,11.15421963,-60.90174484,13.69999981,-132.2111206,-353.0042114,50
18:04.7,-0.002,-0.021,-0.002666667,-2.095354217,0.084990967,9.793574467,137000,-112000,-396000,98423.10181,31.21,0,-19.1813488,11.15421963,-60.90174484,13.69999981,-132.2111206,-353.0042114,50
18:04.7,-0.02,-0.032,0.003,-2.0986231,0.0588399,10.07142955,137000,-112000,-396000,98423.10181,31.21,0,-19.1813488,11.15421963,-60.90174484,14.00499964,-146.0558014,-352.4377289,50.5
18:04.8,-0.037666667,-0.038666667,0.015333333,-2.06920315,0.379190467,10.18584047,138000,-115000,-396000,98427.33765,31.20666667,0,-19.1813488,11.15421963,-60.90174484,14.30999947,-159.9004822,-351.8712463,51
18:04.8,-0.055333333,-0.045333333,0.027666667,-2.0397832,0.699541033,10.30025138,139000,-118000,-396000,98431.57349,31.20333333,0,-18.90726089,10.57516479,-60.43216324,14.93999958,-159.9004822,-350.7216187,53
18:04.8,-0.073,-0.052,0.04,-2.01036325,1.0198916,10.4146623,140000,-121000,-396000,98435.80933,31.2,0,-18.90726089,10.57516479,-60.43216324,14.93999958,-159.9004822,-350.7216187,53
18:04.9,-0.078666667,-0.056666667,0.028333333,-1.99074995,1.046042667,10.591182,138333.3333,-117000,-391000,98438.84278,31.2,0,-18.90726089,10.57516479,-60.43216324,14.93999958,-159.9004822,-350.7216187,53
18:04.9,-0.084333333,-0.061333333,0.016666667,-1.97113665,1.072193733,10.7677017,136666.6667,-113000,-386000,98441.87622,31.2,0,-18.90726089,10.57516479,-60.43216324,15.24999953,-154.7104874,-350.1468049,53.5
18:05.0,-0.09,-0.066,0.005,-1.95152335,1.0983448,10.9442214,135000,-109000,-381000,98444.90967,31.2,0,-18.90726089,10.57516479,-60.43216324,15.55999947,-149.5204926,-349.571991,54
18:05.0,-0.112,-0.054,-0.033,-1.7848103,0.77472535,12.0229529,135000,-109000,-381000,98444.90967,31.2,0,-18.90726089,10.57516479,-60.43216324,15.55999947,-149.5204926,-349.571991,54
18:05.0,-0.173,-0.0405,-0.044,-1.770100325,0.57859235,11.62088025,134000,-107000,-386500,98448.25745,31.195,0,-18.90726089,10.57516479,-60.43216324,16.19000053,-149.5204926,-348.4053345,56
18:05.1,-0.234,-0.027,-0.055,-1.75539035,0.38245935,11.2188076,133000,-105000,-392000,98451.60522,31.19,0,-18.90726089,10.57516479,-60.43216324,16.19000053,-149.5204926,-348.4053345,56
18:05.1,-0.227333333,-0.025666667,-0.062333333,-1.807692483,0.232090717,11.12400998,133333.3333,-102333.3333,-395333.3333,98453.35286,31.18666667,0,-18.90726089,10.57516479,-60.43216324,16.77999878,-175.7333679,-347.2472534,57
18:05.2,-0.220666667,-0.024333333,-0.069666667,-1.859994617,0.081722083,11.02921237,133666.6667,-99666.66667,-398666.6667,98455.1005,31.18333333,0,-18.270504,7.744466305,-59.95832443,16.77999878,-175.7333679,-347.2472534,57
18:05.2,-0.214,-0.023,-0.077,-1.91229675,-0.06864655,10.93441475,134000,-97000,-402000,98456.84814,31.18,0,-18.270504,7.744466305,-59.95832443,16.77999878,-175.7333679,-347.2472534,57
18:05.2,-0.21,-0.037,-0.071,-1.915565633,0.268048433,10.98998577,129000,-88000,-397666.6667,98462.60986,31.17666667,0,-18.270504,7.744466305,-59.95832443,17.37999916,-175.7333679,-346.0637817,59
18:05.3,-0.206,-0.051,-0.065,-1.918834517,0.604743417,11.04555678,124000,-79000,-393333.3333,98468.37158,31.17333333,0,-18.270504,7.744466305,-59.95832443,17.37999916,-175.7333679,-346.0637817,59
18:05.3,-0.202,-0.065,-0.059,-1.9221034,0.9414384,11.1011278,119000,-70000,-389000,98474.1333,31.17,0,-18.270504,7.744466305,-59.95832443,17.66499901,-187.9223786,-345.4805145,59.5
18:05.4,-0.182666667,-0.051333333,-0.073333333,-1.869801267,0.7256921,11.31033633,116000,-64000,-392333.3333,98476.04167,31.17,0,-18.270504,7.744466305,-59.95832443,17.94999886,-200.1113892,-344.8972473,60
18:05.4,-0.163333333,-0.037666667,-0.087666667,-1.817499133,0.5099458,11.51954487,113000,-58000,-395666.6667,98477.95003,31.17,0,-18.270504,7.744466305,-59.95832443,18.22999955,-200.1113892,-344.3054199,61
18:05.4,-0.144,-0.024,-0.102,-1.765197,0.2941995,11.7287534,110000,-52000,-399000,98479.8584,31.17,0,-18.270504,7.744466305,-59.95832443,18.51000023,-200.1113892,-343.7135925,62
18:05.5,-0.105,-0.0075,-0.112,-1.87307015,0.230456275,11.05209455,110000,-52000,-399000,98479.8584,31.17,0,-18.12365771,6.707702697,-59.46439934,18.6500001,-206.3494683,-343.4113922,62.25
18:05.5,-0.066,0.009,-0.122,-1.9809433,0.16671305,10.3754357,110000,-52000,-399000,98479.8584,31.17,0,-17.97681141,5.670939088,-58.97047424,18.78999996,-212.5875473,-343.1091919,62.5
18:05.6,-0.027,-0.008,-0.1185,-1.9809433,0.3726527,9.978266375,111000,-45500,-397500,98483.32215,31.165,0,-17.82996512,4.63417548,-58.47654915,18.92999983,-218.8256264,-342.8069916,62.75
18:05.6,0.012,-0.025,-0.115,-1.9809433,0.57859235,9.58109705,112000,-39000,-396000,98486.78589,31.16,0,-17.68311882,3.597411871,-57.98262405,19.06999969,-225.0637054,-342.5047913,63
18:05.6,0.0315,-0.033,-0.1055,-1.8828768,0.181423025,9.811553325,114000,-37500,-401000,98489.4104,31.16,0,-17.68311882,3.597411871,-57.98262405,19.6099987,-225.0637054,-341.3044434,65
18:05.7,0.051,-0.041,-0.096,-1.7848103,-0.2157463,10.0420096,116000,-36000,-406000,98492.03491,31.16,0,-17.68311882,3.597411871,-57.98262405,19.88499928,-237.5986099,-340.695694,65.5
18:05.7,0.06625,-0.0435,-0.0825,-1.81423025,-0.061291563,10.01258965,115500,-34750,-405500,98495.48798,31.1575,0,-17.68311882,3.597411871,-57.98262405,20.15999985,-250.1335144,-340.0869446,66
18:05.8,0.0815,-0.046,-0.069,-1.8436502,0.093163175,9.9831697,115000,-33500,-405000,98498.94104,31.155,0,-17.40809822,3.610843897,-56.41461563,20.15999985,-250.1335144,-340.0869446,66
18:05.8,0.09675,-0.0485,-0.0555,-1.87307015,0.247617912,9.95374975,114500,-32250,-404500,98502.39411,31.1525,0,-17.40809822,3.610843897,-56.41461563,20.43499947,-250.1335144,-339.4783173,67
18:05.8,0.112,-0.051,-0.042,-1.9024901,0.40207265,9.9243298,114000,-31000,-404000,98505.84717,31.15,0,-17.40809822,3.610843897,-56.41461563,20.70999908,-250.1335144,-338.8696899,68
18:05.9,0.138,-0.061,-0.041,-1.77500365,-0.3138128,11.6895268,114000,-31000,-404000,98505.84717,31.15,0,-17.40809822,3.610843897,-56.41461563,20.70999908,-250.1335144,-338.8696899,68
18:05.9,0.117666667,-0.052,-0.013,-1.846919083,0.10787315,11.27437862,112000,-34000,-399333.3333,98511.41561,31.14666667,0,-17.40809822,3.610843897,-56.41461563,21.25,-261.6720276,-337.6608887,70
18:06.0,0.097333333,-0.043,0.015,-1.918834517,0.5295591,10.85923043,110000,-37000,-394666.6667,98516.98405,31.14333333,0,-17.40809822,3.610843897,-56.41461563,21.25,-261.6720276,-337.6608887,70
18:06.0,0.077,-0.034,0.043,-1.99074995,0.95124505,10.44408225,108000,-40000,-390000,98522.55249,31.14,0,-17.40809822,3.610843897,-56.41461563,21.25,-261.6720276,-337.6608887,70
18:06.0,0.013666667,-0.042333333,0.03,-1.928641167,0.797607533,10.84942378,108000,-40000,-390000,98522.55249,31.14,0,-17.40809822,3.610843897,-56.41461563,21.78999901,-261.6720276,-336.4436646,71
