time,field.airspeed,field.angular_velocity.x,field.angular_velocity.y,field.angular_velocity.z,field.linear_acceleration.x,field.linear_acceleration.y,field.linear_acceleration.z,field.magnetic_field.x,field.magnetic_field.y,field.magnetic_field.z,field.fluid_pressure,field.temperature,field.alt_error,field.aspd_error,field.xtrack_error,field.wp_dist,field.measured.pitch,field.measured.roll,field.measured.yaw,label
2018-07-21 00:33:19.920,20.14423656465,0.071,-0.233,-0.333,-0.69627215,1.47e-15,12.03275955,80000.0,-365000.0,-277000.0,97230.98145,59.55,3.679999828,-398.4910889,-144.4898376,35.0,-2.918628693,35.74515533,-76.44602203,0.0
2018-07-21 00:33:19.960,20.14213142396,0.0839999999999999,-0.2436666666666666,-0.296,-0.5622479333333333,0.0228821833333343,12.715956166666668,83000.0,-363666.6666666667,-277666.6666666667,97234.86532,59.54666666666667,3.679999828,-398.4910889,-144.4898376,35.0,-2.918628693,35.74515533,-76.44602203,0.0
2018-07-21 00:33:20.000,20.14002628327,0.097,-0.2543333333333333,-0.259,-0.4282237166666666,0.0457643666666671,13.399152783333331,86000.0,-362333.3333333333,-278333.3333333333,97238.74919,59.54333333333333,3.829999924,-403.1690674,-142.7737885,37.0,-2.918628693,35.74515533,-76.44602203,0.0
2018-07-21 00:33:20.040,20.13792114258,0.11,-0.265,-0.222,-0.2941995,0.06864655,14.0823494,89000.0,-361000.0,-279000.0,97242.63306,59.54,3.829999924,-403.1690674,-142.7737885,37.0,-2.918628693,35.74515533,-76.44602203,0.0
2018-07-21 00:33:20.080,20.13581600189,0.181,-0.244,-0.192,-0.5295591,-0.0588399,13.5724036,86000.0,-360000.0,-280000.0,97244.7876,59.54,3.970000029,-413.3710938,-141.0916138,39.0,-2.918628693,35.74515533,-76.44602203,0.0
2018-07-21 00:33:20.120,20.1337108612,0.2116666666666666,-0.2486666666666666,-0.164,-0.5132146833333333,-0.0915287333333333,13.216095316666664,89666.66666666667,-361666.6666666667,-277666.6666666667,97244.14673,59.53666666666667,3.970000029,-413.3710938,-141.0916138,39.0,-2.972463131,36.21107864,-71.837867735,0.0
2018-07-21 00:33:20.160,20.118305630144445,0.2423333333333333,-0.2533333333333333,-0.136,-0.4968702666666666,-0.1242175666666666,12.859787033333332,93333.33333333331,-363333.3333333333,-275333.3333333333,97243.50586,59.53333333333333,3.970000029,-413.3710938,-141.0916138,39.0,-3.026297569,36.67700195,-67.22971344,0.0
2018-07-21 00:33:20.200,20.102900399088888,0.273,-0.258,-0.108,-0.48052585,-0.1569064,12.50347875,97000.0,-365000.0,-273000.0,97242.86499,59.53,3.970000029,-413.3710938,-141.0916138,39.0,-3.026297569,36.67700195,-67.22971344,0.0
2018-07-21 00:33:20.240,20.087495168033332,0.155,-0.274,-0.0805,-0.63743225,0.0343232749999999,12.26811915,100000.0,-367500.0,-270000.0,97244.973755,59.53,4.099999905,-409.0385437,-139.443222,41.0,-3.026297569,36.67700195,-67.22971344,0.0
2018-07-21 00:33:20.280,20.07208993697778,0.037,-0.29,-0.053,-0.79433865,0.22555295,12.03275955,103000.0,-370000.0,-267000.0,97247.08252,59.53,4.099999905,-409.0385437,-139.443222,41.0,-3.026297569,36.67700195,-67.22971344,0.0
2018-07-21 00:33:20.320,20.056684705922223,-0.0893333333333333,-0.311,-0.0436666666666666,-0.9022118,0.4314926,12.369454533333332,101666.66666666669,-370333.3333333333,-268000.0,97246.79362,59.52666666666667,4.239999771,-404.3016357,-137.8455658,43.0,-3.026297569,36.67700195,-67.22971344,0.0
2018-07-21 00:33:20.360,20.041279474866663,-0.2156666666666666,-0.3319999999999999,-0.0343333333333333,-1.01008495,0.63743225,12.706149516666668,100333.33333333331,-370666.6666666667,-269000.0,97246.50472,59.52333333333333,4.239999771,-404.3016357,-137.8455658,43.0,-3.026297569,36.67700195,-67.22971344,0.0
2018-07-21 00:33:20.400,20.025874243811117,-0.342,-0.353,-0.025,-1.1179581,0.8433719,13.0428445,99000.0,-371000.0,-270000.0,97246.21582,59.52,4.239999771,-404.3016357,-137.8455658,43.0,-3.026297569,36.67700195,-67.22971344,0.0
2018-07-21 00:33:20.440,20.01046901275556,-0.4066666666666667,-0.3423333333333333,-0.0363333333333333,-1.1048825666666666,0.9022118,13.039575616666664,96666.66666666669,-368333.3333333333,-274333.3333333333,97246.56575666666,59.52,4.369999886,-401.0419922,-136.2648468,45.0,-3.026297569,36.67700195,-67.22971344,0.0
2018-07-21 00:33:20.480,19.9950637817,-0.4713333333333334,-0.3316666666666666,-0.0476666666666666,-1.0918070333333334,0.9610517,13.036306733333332,94333.33333333331,-365666.6666666667,-278666.6666666667,97246.91569333331,59.52,4.5,-399.5063782,-134.7347565,47.0,-3.026297569,36.67700195,-67.22971344,0.0
2018-07-21 00:33:20.520,19.981923209266668,-0.536,-0.321,-0.059,-1.0787315,1.0198916,13.03303785,92000.0,-363000.0,-283000.0,97247.26563,59.52,4.5,-399.5063782,-134.7347565,47.0,-0.9320003985,35.5403347,-64.75010681,0.0
2018-07-21 00:33:20.560,19.968782636833332,-0.6085,-0.282,-0.1055,-1.01008495,0.965955025,13.26839745,86500.0,-355500.0,-294500.0,97244.741825,59.515,4.5,-399.5063782,-134.7347565,47.0,1.162296772,34.40366745,-62.27050018,0.0
2018-07-21 00:33:20.600,19.9556420644,-0.681,-0.243,-0.152,-0.9414384,0.91201845,13.50375705,81000.0,-348000.0,-306000.0,97242.21802,59.51,4.559999942999999,-398.3365021,-133.99087525,47.5,1.162296772,34.40366745,-62.27050018,0.0
2018-07-21 00:33:20.640,19.942501491966667,-0.6745000000000001,-0.215,-0.1905,-0.907115125,1.318994425,13.538080325,77000.0,-336000.0,-319000.0,97245.58411,59.51,4.619999886,-397.166626,-133.246994,48.0,1.162296772,34.40366745,-62.27050018,0.0
2018-07-21 00:33:20.680,19.92936091953333,-0.668,-0.187,-0.229,-0.87279185,1.7259704,13.5724036,73000.0,-324000.0,-332000.0,97248.9502,59.51,4.619999886,-397.166626,-133.246994,48.0,1.162296772,34.40366745,-62.27050018,0.0
2018-07-21 00:33:20.720,19.9162203471,-0.6900000000000001,-0.156,-0.27,-0.9054806833333332,1.2879400333333333,13.20955755,72333.33333333333,-315666.6666666667,-340000.0,97248.50057333334,59.50666666666667,4.710000038,-399.6046143,-131.8014679,50.0,1.162296772,34.40366745,-62.27050018,0.0
2018-07-21 00:33:20.760,19.903079774666665,-0.712,-0.125,-0.311,-0.9381695166666668,0.8499096666666667,12.8467115,71666.66666666667,-307333.3333333333,-348000.0,97248.05094666668,59.50333333333333,4.710000038,-399.6046143,-131.8014679,50.0,1.162296772,34.40366745,-62.27050018,0.0
2018-07-21 00:33:20.800,19.88993920223333,-0.734,-0.094,-0.352,-0.97085835,0.4118793,12.48386545,71000.0,-299000.0,-356000.0,97247.60132,59.5,4.710000038,-399.6046143,-131.8014679,50.0,1.162296772,34.40366745,-62.27050018,0.0
2018-07-21 00:33:20.840,19.8767986298,-0.7043333333333334,-0.088,-0.3493333333333333,-0.9773961166666668,0.6047434166666668,12.496940983333332,72000.0,-289000.0,-364000.0,97247.92684,59.5,4.759999752,-387.6798706,-130.4066925,52.0,1.162296772,34.40366745,-62.27050018,0.0
2018-07-21 00:33:20.880,19.800008297,-0.6746666666666666,-0.082,-0.3466666666666666,-0.9839338833333332,0.7976075333333335,12.510016516666669,73000.0,-279000.0,-372000.0,97248.25236,59.5,4.779999733,-377.9829102,-129.062561,54.0,2.08007741,21.41206741,-56.48377991,0.0
2018-07-21 00:33:20.920,19.7232179642,-0.645,-0.076,-0.344,-0.99047165,0.99047165,12.52309205,74000.0,-269000.0,-380000.0,97248.57788,59.5,4.779999733,-377.9829102,-129.062561,54.0,2.08007741,21.41206741,-56.48377991,0.0
2018-07-21 00:33:20.960,19.6464276314,-0.5545,-0.073,-0.3525,-1.044408225,0.40207265,11.7091401,75000.0,-255000.0,-390000.0,97248.828125,59.5,4.779999733,-377.9829102,-129.062561,54.0,2.08007741,21.41206741,-56.48377991,0.0
2018-07-21 00:33:21.000,19.5696372986,-0.464,-0.07,-0.361,-1.0983448,-0.18632635,10.89518815,76000.0,-241000.0,-400000.0,97249.07837,59.5,4.779999733,-377.9829102,-129.062561,54.0,2.08007741,21.41206741,-56.48377991,0.0
2018-07-21 00:33:21.040,19.4928469658,-0.425,-0.0843333333333333,-0.3333333333333333,-1.0591182,-0.1111420333333333,10.692517383333334,76666.66666666667,-233000.0,-404666.6666666667,97249.08040333334,59.49666666666667,4.779999733,-363.5238647,-127.7354202,56.0,2.08007741,21.41206741,-56.48377991,0.0
2018-07-21 00:33:21.080,19.416056633,-0.386,-0.0986666666666666,-0.3056666666666667,-1.0198916,-0.0359577166666666,10.489846616666666,77333.33333333333,-225000.0,-409333.3333333333,97249.08243666666,59.49333333333333,4.774999857,-355.19113155,-127.08875275,57.0,2.08007741,21.41206741,-56.48377991,0.0
2018-07-21 00:33:21.120,19.3392663002,-0.347,-0.113,-0.278,-0.980665,0.0392266,10.28717585,78000.0,-217000.0,-414000.0,97249.08447,59.49,4.769999981,-346.8583984,-126.4420853,58.0,2.08007741,21.41206741,-56.48377991,0.0
2018-07-21 00:33:21.160,19.2624759674,-0.3406666666666667,-0.119,-0.2326666666666667,-0.9643205833333334,-0.1046042666666666,10.6892485,79000.0,-211333.3333333333,-417000.0,97247.73966333334,59.486666666666665,4.769999981,-346.8583984,-126.4420853,58.0,2.08007741,21.41206741,-56.48377991,0.0
2018-07-21 00:33:21.200,19.1856856346,-0.3343333333333333,-0.125,-0.1873333333333333,-0.9479761666666666,-0.2484351333333333,11.09132115,80000.0,-205666.66666666663,-420000.0,97246.39485666668,59.48333333333333,4.754999875999999,-331.63317870000003,-125.8080788,58.5,2.08007741,21.41206741,-56.48377991,0.0
2018-07-21 00:33:21.240,19.1088953018,-0.328,-0.131,-0.142,-0.93163175,-0.392266,11.4933938,81000.0,-200000.0,-423000.0,97245.05005,59.48,4.739999771,-316.407959,-125.1740723,59.0,2.08007741,21.41206741,-56.48377991,0.0
2018-07-21 00:33:21.280,19.032104969,-0.329,-0.132,-0.1305,-0.97085835,-0.12748645,11.52281375,78500.0,-191500.0,-428000.0,97245.684815,59.485,4.739999771,-316.407959,-125.1740723,59.0,2.08007741,21.41206741,-56.48377991,0.0
2018-07-21 00:33:21.320,18.9553146362,-0.33,-0.133,-0.119,-1.01008495,0.1372931,11.5522337,76000.0,-183000.0,-433000.0,97246.31958,59.49,4.710000038,-295.5314636,-123.9399261,61.0,2.08007741,21.41206741,-56.48377991,0.0
2018-07-21 00:33:21.360,18.917043832607693,-0.3675,-0.1425,-0.069,-0.8433719,-0.132389775,12.253409175,72500.0,-175000.0,-437000.0,97247.7417,59.485,4.710000038,-295.5314636,-123.9399261,61.0,2.645475626,9.566061974,-48.37078476,0.0
2018-07-21 00:33:21.400,18.878773029015385,-0.405,-0.152,-0.019,-0.67665885,-0.40207265,12.95458465,69000.0,-167000.0,-441000.0,97249.16382,59.48,4.6849999425,-292.7750549,-123.3312416,62.0,2.645475626,9.566061974,-48.37078476,0.0
2018-07-21 00:33:21.440,18.84050222542308,-0.432,-0.132,0.0055,-0.671755525,-0.2549729,12.50347875,64500.0,-158000.0,-445000.0,97247.72034,59.475,4.659999847,-290.0186462,-122.7225571,63.0,2.645475626,9.566061974,-48.37078476,0.0
2018-07-21 00:33:21.480,18.80223142183077,-0.459,-0.112,0.03,-0.6668522,-0.10787315,12.05237285,60000.0,-149000.0,-449000.0,97246.27686,59.47,4.6199998855,-282.1287994,-122.1308365,64.0,2.645475626,9.566061974,-48.37078476,0.0
2018-07-21 00:33:21.520,18.76396061823846,-0.4215,-0.1065,0.0575,-0.622722275,0.2108429749999999,11.99353295,57500.0,-139000.0,-453500.0,97246.1792,59.47,4.579999924,-274.2389526,-121.5391159,65.0,2.645475626,9.566061974,-48.37078476,0.0
2018-07-21 00:33:21.560,18.725689814646152,-0.384,-0.101,0.085,-0.57859235,0.5295591,11.93469305,55000.0,-129000.0,-458000.0,97246.08154,59.47,4.579999924,-274.2389526,-121.5391159,65.0,2.645475626,9.566061974,-48.37078476,0.0
2018-07-21 00:33:21.600,18.687419011053848,-0.39875,-0.085,0.07775,-0.5638823749999999,0.5271074375,11.8243682375,52000.0,-124750.0,-459250.0,97246.157835,59.47,4.480000019,-267.8632813,-120.3725662,66.0,2.645475626,9.566061974,-48.37078476,0.0
2018-07-21 00:33:21.640,18.64914820746154,-0.4135,-0.069,0.0705,-0.5491724,0.524655775,11.714043425,49000.0,-120500.0,-460500.0,97246.23413,59.47,4.480000019,-267.8632813,-120.3725662,66.0,2.645475626,9.566061974,-48.37078476,0.0
2018-07-21 00:33:21.680,18.61087740386923,-0.42825,-0.053,0.06325,-0.5344624250000001,0.5222041125,11.6037186125,46000.0,-116250.0,-461750.0,97246.310425,59.47,4.480000019,-267.8632813,-120.3725662,66.0,2.645475626,9.566061974,-48.37078476,0.0
2018-07-21 00:33:21.720,18.572606600276924,-0.443,-0.037,0.056,-0.51975245,0.51975245,11.4933938,43000.0,-112000.0,-463000.0,97246.38672,59.47,4.4200000765,-258.83436585,-119.80197905,67.0,2.645475626,9.566061974,-48.37078476,0.0
2018-07-21 00:33:21.760,18.534335796684616,-0.475,-0.0404999999999999,0.0515,-0.5295591,0.495235825,11.0815145,42500.0,-102500.0,-466500.0,97246.170045,59.465,4.360000134,-249.8054504,-119.2313919,68.0,2.645475626,9.566061974,-48.37078476,0.0
2018-07-21 00:33:21.800,18.496064993092308,-0.507,-0.044,0.047,-0.53936575,0.4707192,10.6696352,42000.0,-93000.0,-470000.0,97245.95337,59.46,4.2950000765,-247.79243465,-118.6481285,69.0,2.645475626,9.566061974,-48.37078476,0.0
2018-07-21 00:33:21.840,18.4577941895,-0.4875,-0.03,0.0295,-0.544269075,0.46091255,10.596085325,40000.0,-82500.0,-472500.0,97243.948365,59.46,4.230000019,-245.7794189,-118.0648651,70.0,2.645475626,9.566061974,-48.37078476,0.0
2018-07-21 00:33:21.880,18.430191675866663,-0.468,-0.016,0.012,-0.5491724,0.4511059,10.52253545,38000.0,-72000.0,-475000.0,97241.94336,59.46,4.1549999715000006,-234.77792355,-117.49848175,70.5,4.837021828,-3.439061403,-49.16924667,0.0
2018-07-21 00:33:21.920,18.402589162233333,-0.3315,-0.013,-0.00075,-0.505042475,0.456009225,10.7603467125,37500.0,-67000.0,-476000.0,97242.240905,59.4575,4.11749994775,-229.277175875,-117.215290075,70.75,4.837021828,-3.439061403,-49.16924667,0.0
2018-07-21 00:33:21.960,18.3749866486,-0.195,-0.01,-0.0135,-0.46091255,0.46091255,10.998157975,37000.0,-62000.0,-477000.0,97242.53845,59.455,4.079999924,-223.7764282,-116.9320984,71.0,4.837021828,-3.439061403,-49.16924667,0.0
2018-07-21 00:33:22.000,18.347384134966667,-0.0584999999999999,-0.0069999999999999,-0.02625,-0.416782625,0.465815875,11.2359692375,36500.0,-57000.0,-478000.0,97242.835995,59.4525,3.929999828,-215.6213684,-115.7824631,73.0,4.837021828,-3.439061403,-49.16924667,0.0
2018-07-21 00:33:22.040,18.31978162133333,0.078,-0.004,-0.039,-0.3726527,0.4707192,11.4737805,36000.0,-52000.0,-479000.0,97243.13354,59.45,3.929999828,-215.6213684,-115.7824631,73.0,4.837021828,-3.439061403,-49.16924667,0.0
2018-07-21 00:33:22.080,18.2921791077,0.0,-0.037,-0.053,-0.46091255,0.79433865,12.22889255,34000.0,-45000.0,-480000.0,97242.05322,59.45,3.929999828,-215.6213684,-115.7824631,73.0,4.837021828,-3.439061403,-49.16924667,0.0
2018-07-21 00:33:22.120,18.264576594066668,-0.0506666666666666,-0.041,-0.0553333333333333,-0.40207265,0.5851301166666667,11.862777616666666,35000.0,-43666.66666666666,-480000.0,97241.46525,59.45,3.769999981,-220.9371643,-114.6327667,75.0,4.837021828,-3.439061403,-49.16924667,0.0
2018-07-21 00:33:22.160,18.23697408043333,-0.1013333333333333,-0.045,-0.0576666666666666,-0.34323275,0.3759215833333333,11.496662683333334,36000.0,-42333.333333333336,-480000.0,97240.87728,59.45,3.769999981,-220.9371643,-114.6327667,75.0,4.837021828,-3.439061403,-49.16924667,0.0
2018-07-21 00:33:22.200,18.2093715668,-0.152,-0.049,-0.06,-0.28439285,0.16671305,11.13054775,37000.0,-41000.0,-480000.0,97240.28931,59.45,3.7099999586666654,-214.72302246666663,-114.24674223333334,75.66666666666667,4.9133380256666666,-4.647308667333333,-48.92052713666666,0.0
2018-07-21 00:33:22.240,18.04619789126,-0.102,-0.0416666666666666,-0.0423333333333333,-0.2909306166666666,0.0424954833333333,10.741550633333333,36333.333333333336,-39000.0,-480333.3333333333,97240.23437666666,59.45,3.649999936333333,-208.5088806333333,-113.86071776666668,76.33333333333333,4.989654223333334,-5.855555931666666,-48.671807603333335,0.0
2018-07-21 00:33:22.280,17.883024215720003,-0.052,-0.0343333333333333,-0.0246666666666666,-0.2974683833333333,-0.0817220833333333,10.352553516666667,35666.666666666664,-37000.0,-480666.6666666667,97240.17944333333,59.45,3.589999914,-202.2947388,-113.4746933,77.0,5.065970421,-7.063803196,-48.42308807,0.0
2018-07-21 00:33:22.320,17.71985054018,-0.002,-0.027,-0.007,-0.30400615,-0.20593965,9.9635564,35000.0,-35000.0,-481000.0,97240.12451,59.45,3.4999998805,-184.67655945,-112.8956375,77.5,5.065970421,-7.063803196,-48.42308807,0.0
2018-07-21 00:33:22.360,17.55667686464,-0.003,-0.004,0.01,-0.3334260999999999,-0.348136075,9.389867375,34500.0,-34000.0,-480500.0,97238.171385,59.445,3.409999847,-167.0583801,-112.3165817,78.0,5.065970421,-7.063803196,-48.42308807,0.0
2018-07-21 00:33:22.400,17.393503189100002,-0.004,0.019,0.027,-0.36284605,-0.4903325,8.81617835,34000.0,-33000.0,-480000.0,97236.21826,59.44,3.314999938,-154.3396988,-111.7417717,79.0,5.065970421,-7.063803196,-48.42308807,0.0
2018-07-21 00:33:22.440,17.23032951356,-0.028,0.0115,0.056,-0.3726526999999999,-0.588399,8.4141057,34500.0,-32500.0,-481000.0,97236.505125,59.44,3.220000029,-141.6210175,-111.1669617,80.0,5.065970421,-7.063803196,-48.42308807,0.0
2018-07-21 00:33:22.480,17.06715583802,-0.052,0.004,0.085,-0.38245935,-0.6864655,8.01203305,35000.0,-32000.0,-482000.0,97236.79199,59.44,3.220000029,-141.6210175,-111.1669617,80.0,5.065970421,-7.063803196,-48.42308807,0.0
2018-07-21 00:33:22.520,16.90398216248,-0.0456666666666666,0.008,0.103,-0.3661149333333333,-0.6831966166666666,8.041452999999999,34666.666666666664,-31666.666666666668,-482000.0,97234.73103666666,59.43666666666667,3.039999962,-92.80109406,-110.0004272,82.0,5.065970421,-7.063803196,-48.42308807,0.0
2018-07-21 00:33:22.560,16.74080848694,-0.0393333333333333,0.012,0.121,-0.3497705166666666,-0.6799277333333333,8.07087295,34333.333333333336,-31333.33333333333,-482000.0,97232.67008333332,59.43333333333333,2.9999999405,-84.04169083,-109.713005025,82.25,5.065970421,-7.063803196,-48.42308807,0.0
2018-07-21 00:33:22.600,16.5776348114,-0.033,0.016,0.139,-0.3334261,-0.67665885,8.1002929,34000.0,-31000.0,-482000.0,97230.60913,59.43,2.959999919,-75.2822876,-109.42558285,82.5,5.065970421,-7.063803196,-48.42308807,0.0
2018-07-21 00:33:22.640,16.50515669042727,-0.0026666666666666,0.0133333333333333,0.17,-0.2909306166666666,-0.5230213333333333,8.162401683333332,33333.333333333336,-31333.33333333333,-481666.6666666667,97231.45955333332,59.43,2.879999876,-57.76348114,-108.8507385,83.0,4.741984844,-8.364494324,-49.31959915,0.0
2018-07-21 00:33:22.680,16.432678569454545,0.0276666666666666,0.0106666666666666,0.201,-0.2484351333333333,-0.3693838166666667,8.224510466666667,32666.666666666668,-31666.666666666668,-481333.3333333333,97232.30997666666,59.43,2.75,-33.04977417,-107.7011185,85.0,4.741984844,-8.364494324,-49.31959915,0.0
2018-07-21 00:33:22.720,16.36020044848182,0.058,0.008,0.232,-0.20593965,-0.2157463,8.28661925,32000.0,-32000.0,-481000.0,97233.1604,59.43,2.75,-33.04977417,-107.7011185,85.0,4.741984844,-8.364494324,-49.31959915,0.0
2018-07-21 00:33:22.760,16.28772232750909,0.0215,0.0095,0.2515,-0.14709975,-0.024516625,8.507268875,31500.0,-33500.0,-481500.0,97232.86438,59.425,2.689999938,-15.506267547499998,-107.1305199,85.5,4.741984844,-8.364494324,-49.31959915,0.0
2018-07-21 00:33:22.800,16.21524420653636,-0.015,0.011,0.271,-0.08825985,0.16671305,8.7279185,31000.0,-35000.0,-482000.0,97232.56836,59.42,2.629999876,2.037239075,-106.5599213,86.0,4.741984844,-8.364494324,-49.31959915,0.0
2018-07-21 00:33:22.840,16.142766085563636,-0.023,0.013,0.2645,-0.024516625,0.161809725,8.688691899999998,28500.0,-36500.0,-481500.0,97231.918335,59.42,2.629999876,2.037239075,-106.5599213,86.0,4.741984844,-8.364494324,-49.31959915,0.0
