time,field.angular_velocity.x,field.angular_velocity.y,field.angular_velocity.z,field.linear_acceleration.x,field.linear_acceleration.y,field.linear_acceleration.z,field.fluid_pressure,field.magnetic_field.x,field.magnetic_field.y,field.magnetic_field.z,field.temperature,field.alt_error,field.aspd_error,field.xtrack_error,field.wp_dist,field.measured.pitch,field.measured.roll,field.measured.yaw,label,field.airspeed
2018-09-11 19:16:59.920,0.218,-0.0445,-0.2515,0.20593965,0.77472535,9.556580425,97428.79944,-664000.0,-170500.0,-896500.0,45.8,0.38750000325,-164.2965393,-189.8643837,22.5,-1.81204453125,25.6078538875,-70.625455855,0.0,0.0
2018-09-11 19:16:59.960,0.167,-0.054,-0.259,0.22555295,0.75511205,9.4928372,97427.79541,-690000.0,-171000.0,-911000.0,45.8,0.4050000015,-164.2965393,-189.44806670000003,23.0,-2.1201829315,27.341062545,-69.72610092,0.0,0.0
2018-09-11 19:17:00.000,0.127,-0.0584999999999999,-0.2655,0.161809725,0.71588545,9.232960975,97429.41284,-690500.0,-170500.0,-922000.0,45.795,0.42249999975,-164.2965393,-189.03174970000003,23.5,-2.4283213317500003,29.0742712025,-68.826745985,0.0,0.0
2018-09-11 19:17:00.040,0.087,-0.063,-0.272,0.0980665,0.67665885,8.97308475,97431.03027,-691000.0,-170000.0,-933000.0,45.79,0.439999998,-164.2965393,-188.6154327,24.0,-2.736459732,30.80747986,-67.92739105,0.0,0.0
2018-09-11 19:17:00.080,0.0743333333333333,-0.0683333333333333,-0.2706666666666666,0.0228821833333333,0.6995410333333334,9.156142216666666,97431.06079,-653666.6666666666,-179333.33333333334,-894000.0,45.78666666666667,0.539999962,-165.1536865,-186.9586029,26.0,-2.736459732,30.80747986,-67.92739105,0.0,0.0
2018-09-11 19:17:00.120,0.0616666666666666,-0.0736666666666666,-0.2693333333333333,-0.0523021333333333,0.7224232166666666,9.339199683333334,97431.09131,-616333.3333333334,-188666.66666666663,-855000.0,45.78333333333333,0.539999962,-165.1536865,-186.9586029,26.0,-2.736459732,30.80747986,-67.92739105,0.0,0.0
2018-09-11 19:17:00.160,0.049,-0.079,-0.268,-0.12748645,0.7453054,9.52225715,97431.12183,-579000.0,-198000.0,-816000.0,45.78,0.539999962,-165.1536865,-186.9586029,26.0,-2.736459732,30.80747986,-67.92739105,0.0,0.0
2018-09-11 19:17:00.200,0.0416666666666666,-0.0846666666666666,-0.2626666666666666,-0.2026707666666666,0.7256921,9.71839015,97430.15340333332,-520000.0,-205333.3333333333,-783333.3333333334,45.77333333333333,0.5949999690000001,-165.1536865,-186.14707185,27.0,-2.736459732,30.80747986,-67.92739105,0.0,0.0
2018-09-11 19:17:00.240,0.0343333333333333,-0.0903333333333333,-0.2573333333333333,-0.2778550833333333,0.7060788,9.91452315,97429.18497666669,-461000.0,-212666.66666666663,-750666.6666666666,45.766666666666666,0.649999976,-165.1536865,-185.3355408,28.0,-2.736459732,30.80747986,-67.92739105,0.0,0.0
2018-09-11 19:17:00.280,0.027,-0.096,-0.252,-0.3530394,0.6864655,10.11065615,97428.21655,-402000.0,-220000.0,-718000.0,45.76,0.7149999735,-165.27223205,-184.51981355,28.5,-2.736459732,30.80747986,-67.92739105,0.0,0.0
2018-09-11 19:17:00.320,0.0029999999999999,-0.086,-0.2465,-0.328522775,0.612915625,9.899813175,97428.21655,-402000.0,-220000.0,-718000.0,45.76,0.779999971,-165.3907776,-183.7040863,29.0,-2.736459732,30.80747986,-67.92739105,0.0,0.0
2018-09-11 19:17:00.360,-0.021,-0.076,-0.241,-0.30400615,0.53936575,9.6889702,97428.21655,-402000.0,-220000.0,-718000.0,45.76,0.779999971,-165.3907776,-183.7040863,29.0,-2.736459732,30.80747986,-67.92739105,0.0,0.0
2018-09-11 19:17:00.400,-0.0416666666666666,-0.0776666666666666,-0.24,-0.3530394,0.5687857,9.842607716666668,97429.99267333333,-387000.0,-221333.3333333333,-708000.0,45.75666666666667,0.849999964,-165.3907776,-182.90525055,30.0,-3.756212473,31.72227478,-64.553697585,0.0,0.0
2018-09-11 19:17:00.440,-0.0623333333333333,-0.0793333333333333,-0.239,-0.40207265,0.59820565,9.996245233333331,97431.76879666669,-372000.0,-222666.66666666663,-698000.0,45.75333333333333,0.919999957,-165.3907776,-182.1064148,31.0,-4.775965214,32.6370697,-61.18000412,0.0,0.0
2018-09-11 19:17:00.480,-0.083,-0.081,-0.238,-0.4511059,0.6276256,10.14988275,97433.54492,-357000.0,-224000.0,-688000.0,45.75,0.919999957,-165.3907776,-182.1064148,31.0,-4.775965214,32.6370697,-61.18000412,0.0,0.0
2018-09-11 19:17:00.520,-0.104,-0.0615,-0.2299999999999999,-0.593302325,0.69627215,9.83606995,97433.31909,-306000.0,-228000.0,-655000.0,45.745000000000005,1.069999933,-163.8670044,-180.5256653,33.0,-4.775965214,32.6370697,-61.18000412,0.0,0.0
2018-09-11 19:17:00.560,-0.125,-0.042,-0.222,-0.73549875,0.7649187,9.52225715,97433.09326,-255000.0,-232000.0,-622000.0,45.74,1.069999933,-163.8670044,-180.5256653,33.0,-4.775965214,32.6370697,-61.18000412,0.0,0.0
2018-09-11 19:17:00.600,-0.138,-0.0173333333333333,-0.222,-0.7060788,0.7060788,9.388232933333333,97433.09326,-255000.0,-232000.0,-622000.0,45.74,1.1549999715,-163.8670044,-179.75219725,34.0,-4.775965214,32.6370697,-61.18000412,0.0,0.0
2018-09-11 19:17:00.640,-0.151,0.0073333333333333,-0.222,-0.6766588499999999,0.6472389,9.254208716666668,97433.09326,-255000.0,-232000.0,-622000.0,45.74,1.24000001,-163.8670044,-178.9787292,35.0,-4.775965214,32.6370697,-61.18000412,0.0,0.0
2018-09-11 19:17:00.680,-0.164,0.032,-0.222,-0.6472389,0.588399,9.1201845,97433.09326,-255000.0,-232000.0,-622000.0,45.74,1.409999967,-157.6423645,-177.4316864,36.0,-4.775965214,32.6370697,-61.18000412,0.0,0.0
2018-09-11 19:17:00.720,-0.181,0.033,-0.221,-0.7649187,0.65704555,8.85540495,97434.67102,-225500.0,-234500.0,-604000.0,45.74,1.409999967,-157.6423645,-177.4316864,36.0,-4.775965214,32.6370697,-61.18000412,0.0,0.0
2018-09-11 19:17:00.760,-0.198,0.034,-0.22,-0.8825985,0.7256921,8.5906254,97436.24878,-196000.0,-237000.0,-586000.0,45.74,1.409999967,-157.6423645,-177.4316864,36.0,-4.775965214,32.6370697,-61.18000412,0.0,0.0
2018-09-11 19:17:00.800,-0.1983333333333333,0.0326666666666666,-0.224,-0.9087495666666666,0.6701210833333333,8.40429905,97435.31697666668,-163666.66666666666,-235000.0,-572000.0,45.73333333333333,1.5099999905,-157.6423645,-176.6835861,37.0,-5.931928158,31.400715825,-58.99294853,0.0,0.0
2018-09-11 19:17:00.840,-0.1986666666666666,0.0313333333333333,-0.228,-0.9349006333333332,0.6145500666666667,8.2179727,97434.38517333331,-131333.33333333334,-233000.0,-558000.0,45.72666666666667,1.610000014,-157.6423645,-175.9354858,38.0,-7.087891102,30.16436195,-56.80589294,0.0,0.0
2018-09-11 19:17:00.880,-0.199,0.03,-0.232,-0.9610517,0.55897905,8.03164635,97433.45337,-99000.0,-231000.0,-544000.0,45.72,1.610000014,-157.6423645,-175.9354858,38.0,-7.087891102,30.16436195,-56.80589294,0.0,0.0
2018-09-11 19:17:00.920,-0.178,0.03,-0.239,-1.014988275,0.554075725,8.021839700000001,97434.814455,-83000.0,-228500.0,-534500.0,45.72,1.819999933,-154.7058105,-174.4646454,40.0,-7.087891102,30.16436195,-56.80589294,0.0,0.0
2018-09-11 19:17:00.960,-0.157,0.03,-0.246,-1.06892485,0.5491724,8.01203305,97436.17554,-67000.0,-226000.0,-525000.0,45.72,2.049999952,-154.7058105,-172.9853363,42.0,-7.087891102,30.16436195,-56.80589294,0.0,0.0
2018-09-11 19:17:01.000,-0.1733333333333333,0.0349999999999999,-0.2463333333333333,-1.0950759166666666,0.4936013833333333,7.969537566666666,97436.17554,-67000.0,-226000.0,-525000.0,45.72,2.049999952,-154.7058105,-172.9853363,42.0,-7.087891102,30.16436195,-56.80589294,0.0,0.0
2018-09-11 19:17:01.040,-0.1896666666666666,0.04,-0.2466666666666666,-1.1212269833333333,0.4380303666666666,7.927042083333333,97436.17554,-67000.0,-226000.0,-525000.0,45.72,2.049999952,-154.7058105,-172.9853363,42.0,-7.087891102,30.16436195,-56.80589294,0.0,0.0
2018-09-11 19:17:01.080,-0.206,0.045,-0.247,-1.14737805,0.38245935,7.8845466,97436.17554,-67000.0,-226000.0,-525000.0,45.72,2.049999952,-154.7058105,-172.9853363,42.0,-7.087891102,30.16436195,-56.80589294,0.0,0.0
2018-09-11 19:17:01.120,-0.244,0.0605,-0.2415,-1.211121275,0.4560092249999999,7.820803375000001,97435.42786,-44500.0,-227000.0,-512500.0,45.715,2.299999952,-152.9136658,-171.539856,43.0,-7.087891102,30.16436195,-56.80589294,0.0,0.0
2018-09-11 19:17:01.160,-0.282,0.076,-0.236,-1.2748645,0.5295591,7.75706015,97434.68018,-22000.0,-228000.0,-500000.0,45.71,2.299999952,-152.9136658,-171.539856,43.0,-7.087891102,30.16436195,-56.80589294,0.0,0.0
2018-09-11 19:17:01.200,-0.291,0.0876666666666666,-0.2309999999999999,-1.3010155666666667,0.5197524499999999,7.675338066666667,97436.11247,-12000.0,-224666.66666666663,-496333.3333333333,45.70666666666667,2.579999924,-152.9136658,-170.1196594,45.0,-10.84178448,25.10926437,-52.2258606,0.0,0.0
2018-09-11 19:17:01.240,-0.3,0.0993333333333333,-0.226,-1.3271666333333334,0.5099458,7.593615983333333,97437.54476,-2000.0,-221333.3333333333,-492666.6666666667,45.70333333333333,2.579999924,-152.9136658,-170.1196594,45.0,-10.84178448,25.10926437,-52.2258606,0.0,0.0
2018-09-11 19:17:01.280,-0.309,0.111,-0.221,-1.3533177,0.50013915,7.5118939,97438.97705,8000.0,-218000.0,-489000.0,45.7,2.579999924,-152.9136658,-170.1196594,45.0,-10.84178448,25.10926437,-52.2258606,0.0,0.0
2018-09-11 19:17:01.320,-0.305,0.1075,-0.215,-1.44157755,0.6423355749999999,7.448150675,97439.404295,25000.0,-214500.0,-482000.0,45.7,2.879999876,-143.9779358,-168.7164307,47.0,-10.84178448,25.10926437,-52.2258606,0.0,0.0
2018-09-11 19:17:01.360,-0.301,0.104,-0.209,-1.5298374,0.784532,7.38440745,97439.83154,42000.0,-211000.0,-475000.0,45.7,2.879999876,-143.9779358,-168.7164307,47.0,-10.84178448,25.10926437,-52.2258606,0.0,0.0
2018-09-11 19:17:01.400,-0.2799999999999999,0.114,-0.2016666666666666,-1.5625262333333332,0.6243567166666667,7.1784678,97442.94433333332,52000.0,-207333.3333333333,-473000.0,45.693333333333335,2.9866665203333334,-143.9779358,-168.2571309666667,47.333333333333336,-10.84178448,25.10926437,-52.2258606,0.0,0.0
2018-09-11 19:17:01.440,-0.259,0.124,-0.1943333333333333,-1.595215066666667,0.4641814333333333,6.9725281500000005,97446.05712666668,62000.0,-203666.66666666663,-471000.0,45.68666666666667,3.0933331646666664,-143.9779358,-167.7978312333333,47.66666666666666,-10.84178448,25.10926437,-52.2258606,0.0,0.0
2018-09-11 19:17:01.480,-0.238,0.134,-0.187,-1.6279039,0.30400615,6.7665885,97449.16992,72000.0,-200000.0,-469000.0,45.68,3.199999809,-143.9779358,-167.3385315,48.0,-10.84178448,25.10926437,-52.2258606,0.0,0.0
2018-09-11 19:17:01.520,-0.2314999999999999,0.125,-0.1865,-1.6279039,0.514849125,6.614585425,97449.16992,85000.0,-195500.0,-464000.0,45.68,3.549999952,-137.8496094,-165.9522095,50.0,-10.84178448,25.10926437,-52.2258606,0.0,0.0
2018-09-11 19:17:01.560,-0.225,0.116,-0.186,-1.6279039,0.7256921,6.46258235,97449.16992,98000.0,-191000.0,-459000.0,45.68,3.549999952,-137.8496094,-165.9522095,50.0,-10.84178448,25.10926437,-52.2258606,0.0,0.0
2018-09-11 19:17:01.600,-0.237,0.1113333333333333,-0.18,-1.6344416666666666,0.4478370166666666,6.668522,97449.67041,105666.66666666669,-188000.0,-455666.6666666667,45.67666666666667,3.919999838,-137.8496094,-164.6166077,52.0,-14.83536911,19.01870537,-48.96853256,0.0,0.0
2018-09-11 19:17:01.640,-0.249,0.1066666666666666,-0.174,-1.6409794333333334,0.1699819333333333,6.87446165,97450.1709,113333.33333333331,-185000.0,-452333.3333333333,45.67333333333333,4.0224998595,-138.046878825,-164.28480532499998,52.5,-14.83536911,19.01870537,-48.96853256,0.0,0.0
2018-09-11 19:17:01.680,-0.261,0.102,-0.168,-1.6475172,-0.10787315,7.0804013,97450.67139,121000.0,-182000.0,-449000.0,45.67,4.124999881,-138.24414825,-163.95300294999998,53.0,-14.83536911,19.01870537,-48.96853256,0.0,0.0
2018-09-11 19:17:01.720,-0.2673333333333333,0.105,-0.157,-1.690012683333333,-0.0228821833333333,6.979065916666666,97454.20939333334,130666.66666666669,-175333.33333333334,-446666.6666666667,45.66666666666666,4.4424998165,-138.441417675,-162.974540725,54.0,-14.83536911,19.01870537,-48.96853256,0.0,0.0
2018-09-11 19:17:01.760,-0.2736666666666666,0.108,-0.146,-1.7325081666666666,0.0621087833333333,6.877730533333334,97457.74739666666,140333.33333333334,-168666.66666666666,-444333.3333333333,45.66333333333333,4.759999752,-138.6386871,-161.9960785,55.0,-14.83536911,19.01870537,-48.96853256,0.0,0.0
2018-09-11 19:17:01.800,-0.28,0.111,-0.135,-1.77500365,0.14709975,6.77639515,97461.2854,150000.0,-162000.0,-442000.0,45.66,4.759999752,-138.6386871,-161.9960785,55.0,-14.83536911,19.01870537,-48.96853256,0.0,0.0
2018-09-11 19:17:01.840,-0.2835,0.1075,-0.13,-1.79461695,0.259876225,6.761685175,97461.2854,150000.0,-162000.0,-442000.0,45.66,4.759999752,-138.6386871,-161.9960785,55.0,-14.83536911,19.01870537,-48.96853256,0.0,0.0
2018-09-11 19:17:01.880,-0.287,0.104,-0.125,-1.81423025,0.3726527,6.7469752,97461.2854,150000.0,-162000.0,-442000.0,45.66,4.759999752,-138.6386871,-161.9960785,55.0,-14.83536911,19.01870537,-48.96853256,0.0,0.0
2018-09-11 19:17:01.920,-0.2274999999999999,0.0985,-0.1139999999999999,-1.828940225,0.3775560249999999,6.9627215,97464.956665,156000.0,-157000.0,-441500.0,45.65,5.230000019,-139.5669861,-160.6688538,57.0,-17.40351486,14.35518456,-46.94172668,0.0,0.0
2018-09-11 19:17:01.960,-0.168,0.093,-0.103,-1.8436502,0.38245935,7.1784678,97468.62793,162000.0,-152000.0,-441000.0,45.64,5.230000019,-139.5669861,-160.6688538,57.0,-17.40351486,14.35518456,-46.94172668,0.0,0.0
2018-09-11 19:17:02.000,-0.1513333333333333,0.0926666666666666,-0.0973333333333333,-1.8828768,0.2288218333333333,7.2765343,97468.62793,166000.0,-149000.0,-440333.3333333333,45.64,5.730000019,-139.5669861,-159.3586273,59.0,-17.40351486,14.35518456,-46.94172668,0.0,0.0
2018-09-11 19:17:02.040,-0.1346666666666666,0.0923333333333333,-0.0916666666666666,-1.9221034,0.0751843166666666,7.3746008,97468.62793,170000.0,-146000.0,-439666.6666666667,45.64,5.730000019,-139.5669861,-159.3586273,59.0,-17.40351486,14.35518456,-46.94172668,0.0,0.0
2018-09-11 19:17:02.080,-0.118,0.092,-0.086,-1.96133,-0.0784532,7.4726673,97468.62793,174000.0,-143000.0,-439000.0,45.64,6.25,-136.3700867,-158.056839,60.0,-17.40351486,14.35518456,-46.94172668,0.0,0.0
2018-09-11 19:17:02.120,-0.14,0.102,-0.0799999999999999,-1.93191005,-0.2745862,7.526603875,97472.93701,177500.0,-138500.0,-438500.0,45.64,6.25,-136.3700867,-158.056839,60.0,-17.40351486,14.35518456,-46.94172668,0.0,0.0
2018-09-11 19:17:02.160,-0.162,0.112,-0.074,-1.9024901,-0.4707192,7.58054045,97477.24609,181000.0,-134000.0,-438000.0,45.64,6.25,-136.3700867,-158.056839,60.0,-17.40351486,14.35518456,-46.94172668,0.0,0.0
2018-09-11 19:17:02.200,-0.1676666666666666,0.0956666666666666,-0.0743333333333333,-1.89268345,-0.22555295,7.564196033333333,97481.61214,185000.0,-130666.66666666669,-434666.6666666667,45.63666666666667,6.519999981,-136.3700867,-157.41856385,61.0,-17.40351486,14.35518456,-46.94172668,0.0,0.0
2018-09-11 19:17:02.240,-0.1733333333333333,0.0793333333333333,-0.0746666666666666,-1.8828768,0.0196133,7.547851616666667,97485.97819,189000.0,-127333.33333333331,-431333.3333333333,45.63333333333333,6.789999962,-136.3700867,-156.7802887,62.0,-17.40351486,14.35518456,-46.94172668,0.0,0.0
2018-09-11 19:17:02.280,-0.179,0.063,-0.075,-1.87307015,0.26477955,7.5315072,97490.34424,193000.0,-124000.0,-428000.0,45.63,7.0699999335,-139.26086425,-156.13362884999998,63.0,-18.1075835225,13.255530599499998,-46.4720296825,0.0,0.0
2018-09-11 19:17:02.320,-0.1684999999999999,0.0365,-0.065,-1.91229675,0.6570455500000001,7.752156825,97490.34424,193000.0,-124000.0,-428000.0,45.63,7.349999905,-142.1516418,-155.486969,64.0,-18.811652185,12.155876639,-46.002332685,0.0,0.0
2018-09-11 19:17:02.360,-0.158,0.01,-0.055,-1.95152335,1.04931155,7.97280645,97490.34424,193000.0,-124000.0,-428000.0,45.63,7.644999981,-142.1516418,-154.8402939,64.5,-19.5157208475,11.0562226785,-45.5326356875,0.0,0.0
2018-09-11 19:17:02.400,-0.1576666666666666,0.01,-0.0536666666666666,-1.9972877166666667,0.6799277333333333,8.20816605,97494.50480333334,193000.0,-119666.66666666669,-430333.3333333333,45.623333333333335,7.940000057,-142.1516418,-154.1936188,65.0,-20.21978951,9.956568718,-45.06293869,0.0,0.0
2018-09-11 19:17:02.440,-0.1573333333333333,0.01,-0.0523333333333333,-2.043052083333333,0.3105439166666667,8.44352565,97498.66536666668,193000.0,-115333.33333333331,-432666.6666666667,45.61666666666667,7.940000057,-142.1516418,-154.1936188,65.0,-20.21978951,9.956568718,-45.06293869,0.0,0.0
2018-09-11 19:17:02.480,-0.157,0.01,-0.051,-2.08881645,-0.0588399,8.67888525,97502.82593,193000.0,-111000.0,-435000.0,45.61,8.2400000095,-145.40691375,-153.54695895,66.0,-20.21978951,9.956568718,-45.06293869,0.0,0.0
2018-09-11 19:17:02.520,-0.1575,0.0139999999999999,-0.052,-2.0397832,-0.06864655,8.73772515,97502.82593,193000.0,-111000.0,-435000.0,45.61,8.539999962,-148.6621857,-152.9002991,67.0,-20.21978951,9.956568718,-45.06293869,0.0,0.0
2018-09-11 19:17:02.560,-0.158,0.018,-0.053,-1.99074995,-0.0784532,8.79656505,97502.82593,193000.0,-111000.0,-435000.0,45.61,8.539999962,-148.6621857,-152.9002991,67.0,-20.21978951,9.956568718,-45.06293869,0.0,0.0
2018-09-11 19:17:02.600,-0.1425,0.0069999999999999,-0.04875,-2.0030082625,0.171616375,8.8872765625,97506.385805,192750.0,-108000.0,-434750.0,45.6075,9.159999847,-148.6621857,-151.6154175,69.0,-20.21978951,9.956568718,-45.06293869,0.0,0.0
2018-09-11 19:17:02.640,-0.127,-0.004,-0.0445,-2.015266575,0.42168595,8.977988074999999,97509.94568,192500.0,-105000.0,-434500.0,45.605,9.366666475666667,-149.09108483333333,-151.18147786666668,69.33333333333333,-20.21978951,9.956568718,-45.06293869,0.0,0.0
2018-09-11 19:17:02.680,-0.1115,-0.015,-0.0402499999999999,-2.0275248875000003,0.671755525,9.0686995875,97513.505555,192250.0,-102000.0,-434250.0,45.6025,9.573333104333331,-149.51998396666667,-150.74753823333333,69.66666666666667,-20.21978951,9.956568718,-45.06293869,0.0,0.0
2018-09-11 19:17:02.720,-0.096,-0.026,-0.036,-2.0397832,0.9218251,9.1594111,97517.06543,192000.0,-99000.0,-434000.0,45.6,9.779999733,-149.9488831,-150.3135986,70.0,-20.21978951,9.956568718,-45.06293869,0.0,0.0
2018-09-11 19:17:02.760,-0.1155,-0.0124999999999999,-0.035,-2.0937197750000003,0.4609125500000005,9.3359308,97521.30127,192500.0,-97000.0,-437500.0,45.595,10.0999999065,-149.9488831,-149.66693114999998,71.0,-20.39620972,8.387215376,-44.495630265,0.0,0.0
2018-09-11 19:17:02.800,-0.135,0.001,-0.034,-2.14765635,1.16e-15,9.5124505,97525.53711,193000.0,-95000.0,-441000.0,45.59,10.42000008,-149.9488831,-149.0202637,72.0,-20.57262993,6.817862034,-43.92832184,0.0,0.0
2018-09-11 19:17:02.840,-0.154,-0.002,-0.036,-2.14765635,-0.16671305,9.42419065,97525.53711,193000.0,-95000.0,-441000.0,45.59,10.42000008,-149.9488831,-149.0202637,72.0,-20.57262993,6.817862034,-43.92832184,0.0,0.0
2018-09-11 19:17:02.880,-0.1553333333333333,-0.0016666666666666,-0.036,-2.1182364,0.0130755333333333,9.535332683333332,97528.41797,192333.3333333333,-93666.66666666669,-441333.3333333333,45.59,10.739999775,-159.53655245,-148.36933134999998,73.0,-20.57262993,6.817862034,-43.92832184,0.0,0.0
2018-09-11 19:17:02.920,-0.1566666666666666,-0.0013333333333333,-0.036,-2.08881645,0.1928641166666666,9.646474716666669,97531.29883,191666.66666666663,-92333.33333333331,-441666.6666666667,45.59,11.05999947,-169.1242218,-147.718399,74.0,-20.57262993,6.817862034,-43.92832184,0.0,0.0
2018-09-11 19:17:02.960,-0.158,-0.001,-0.036,-2.0593965,0.3726527,9.75761675,97534.17969,191000.0,-91000.0,-442000.0,45.59,11.05999947,-169.1242218,-147.718399,74.0,-20.57262993,6.817862034,-43.92832184,0.0,0.0
2018-09-11 19:17:03.000,-0.145,-0.0055,-0.032,-2.08881645,0.7256921000000001,9.654646925,97538.204955,187500.0,-88000.0,-446500.0,45.59,11.37999964,-169.1242218,-147.0590515,75.0,-20.57262993,6.817862034,-43.92832184,0.0,0.0
2018-09-11 19:17:03.040,-0.132,-0.01,-0.028,-2.1182364,1.0787315,9.5516771,97542.23022,184000.0,-85000.0,-451000.0,45.59,11.69999981,-169.1242218,-146.399704,76.0,-20.57262993,6.817862034,-43.92832184,0.0,0.0
2018-09-11 19:17:03.080,-0.1276666666666666,-0.012,-0.0223333333333333,-2.124774166666666,0.980665,9.62032365,97543.80289333333,184000.0,-83000.0,-451333.3333333333,45.586666666666666,12.34000015,-187.3697205,-145.0978851,77.0,-20.57262993,6.817862034,-43.92832184,0.0,0.0
2018-09-11 19:17:03.120,-0.1233333333333333,-0.014,-0.0166666666666666,-2.131311933333333,0.8825985,9.6889702,97545.37556666668,184000.0,-81000.0,-451666.6666666667,45.583333333333336,12.34000015,-187.3697205,-145.0978851,77.0,-20.60979843,5.3436198235,-43.552030565,0.0,0.0
2018-09-11 19:17:03.160,-0.119,-0.016,-0.011,-2.1378497,0.784532,9.75761675,97546.94824,184000.0,-79000.0,-452000.0,45.58,12.34000015,-187.3697205,-145.0978851,77.0,-20.64696693,3.869377613,-43.17573929,0.0,0.0
2018-09-11 19:17:03.200,-0.123,-0.017,-0.0093333333333333,-2.1803451833333334,0.3988037666666666,9.793574466666668,97552.04467666669,182000.0,-75666.66666666667,-454000.0,45.57333333333333,12.659999845,-187.3697205,-144.4343109,78.0,-20.64696693,3.869377613,-43.17573929,0.0,0.0
2018-09-11 19:17:03.240,-0.127,-0.018,-0.0076666666666666,-2.2228406666666665,0.0130755333333333,9.829532183333331,97557.14111333332,180000.0,-72333.33333333333,-456000.0,45.56666666666667,12.97999954,-187.3697205,-143.7707367,79.0,-20.64696693,3.869377613,-43.17573929,0.0,0.0
2018-09-11 19:17:03.280,-0.131,-0.019,-0.006,-2.26533615,-0.3726527,9.8654899,97562.23755,178000.0,-69000.0,-458000.0,45.56,13.63000011,-211.8135376,-142.4436035,81.0,-20.64696693,3.869377613,-43.17573929,0.0,0.0
2018-09-11 19:17:03.320,-0.131,-0.0165,-0.005,-2.2163029,-0.4511058999999999,9.948846425,97566.26587,178000.0,-69000.0,-458000.0,45.56,13.63000011,-211.8135376,-142.4436035,81.0,-20.64696693,3.869377613,-43.17573929,0.0,0.0
2018-09-11 19:17:03.360,-0.131,-0.014,-0.004,-2.16726965,-0.5295591,10.03220295,97570.29419,178000.0,-69000.0,-458000.0,45.56,13.63000011,-211.8135376,-142.4436035,81.0,-20.64696693,3.869377613,-43.17573929,0.0,0.0
2018-09-11 19:17:03.400,-0.1256666666666666,-0.0126666666666666,-0.0016666666666666,-2.157463,-0.5360968666666667,9.937405333333334,97570.29419,179000.0,-67333.33333333333,-457666.6666666667,45.56,14.2699995,-211.8135376,-141.1079559,83.0,-20.64696693,3.869377613,-43.17573929,0.0,0.0
