time,field.airspeed,field.angular_velocity.x,field.angular_velocity.y,field.angular_velocity.z,field.linear_acceleration.x,field.linear_acceleration.y,field.linear_acceleration.z,field.magnetic_field.x,field.magnetic_field.y,field.magnetic_field.z,field.fluid_pressure,field.temperature,field.alt_error,field.aspd_error,field.xtrack_error,field.wp_dist,field.measured.pitch,field.measured.roll,field.measured.yaw,fault_state
42:24.4,0,-0.015666667,-0.025333333,0.193333333,0.00980665,-0.219015183,7.9629998,-10000,278666.6667,-276666.6667,97358.726,37.84,7.559999943,225.0763855,10.76145744,147,-2.109158039,-15.61358356,118.7378922,0
42:24.4,0,0.012666667,-0.028666667,0.212666667,0.0392266,-0.212477417,7.95319315,-11000,279333.3333,-273333.3333,97359.68221,37.84,7.539999962,219.6321411,10.09545231,146,-2.109158039,-15.61358356,118.7378922,0
42:24.5,0,0.041,-0.032,0.232,0.06864655,-0.20593965,7.9433865,-12000,280000,-270000,97360.63843,37.84,7.549999953,219.6321411,10.45743466,145,-2.488665343,-16.55165052,117.2314339,0
42:24.5,0,0.0105,-0.0395,0.2665,0.04903325,-0.0784532,8.144422825,-5500,282500,-267500,97358.28247,37.84,7.559999943,219.6321411,10.819417,144,-2.868172646,-17.48971748,115.7249756,0
42:24.6,0,-0.02,-0.047,0.301,0.02941995,0.04903325,8.34545915,1000,285000,-265000,97355.92651,37.84,7.559999943,219.6321411,10.819417,144,-2.868172646,-17.48971748,115.7249756,0
42:24.6,0,-0.096,-0.0685,0.3025,0.063743225,0.14709975,8.811275025,-500,280000,-267000,97355.3772,37.84,7.559999943,219.6321411,10.819417,144,-2.868172646,-17.48971748,115.7249756,0
42:24.6,0,-0.172,-0.09,0.304,0.0980665,0.24516625,9.2770909,-2000,275000,-269000,97354.82788,37.84,7.599999905,211.5707397,10.08511925,142,-2.868172646,-17.48971748,115.7249756,0
42:24.7,0,-0.220666667,-0.093666667,0.306333333,0.08825985,0.310543917,9.56148375,666.6666667,278666.6667,-271000,97355.15544,37.84,7.599999905,211.5707397,10.08511925,142,-2.868172646,-17.48971748,115.7249756,0
42:24.7,0,-0.269333333,-0.097333333,0.308666667,0.0784532,0.375921583,9.8458766,3333.333333,282333.3333,-273000,97355.48299,37.84,7.599999905,211.5707397,10.08511925,142,-2.868172646,-17.48971748,115.7249756,0
42:24.8,0,-0.318,-0.101,0.311,0.06864655,0.44129925,10.13026945,6000,286000,-275000,97355.81055,37.84,7.649999619,211.5707397,12.2056179,141,-2.868172646,-17.48971748,115.7249756,0
42:24.8,0,-0.361333333,-0.100666667,0.304,0.114410917,0.4903325,10.28717585,8333.333333,289666.6667,-268333.3333,97356.95394,37.84,7.649999619,211.5707397,12.2056179,141,-3.506482124,-19.38521576,110.3707581,0
42:24.8,0,-0.404666667,-0.100333333,0.297,0.160175283,0.53936575,10.44408225,10666.66667,293333.3333,-261666.6667,97358.09733,37.84,7.710000038,196.0156403,11.30936527,139,-3.506482124,-19.38521576,110.3707581,0
42:24.9,0,-0.448,-0.1,0.29,0.20593965,0.588399,10.60098865,13000,297000,-255000,97359.24072,37.84,7.710000038,196.0156403,11.30936527,139,-3.506482124,-19.38521576,110.3707581,0
42:24.9,0,-0.466,-0.1115,0.2685,0.18632635,0.6276256,10.99815798,23500,305500,-244500,97358.40149,37.84,7.710000038,196.0156403,11.30936527,139,-3.506482124,-19.38521576,110.3707581,0
42:25.0,0,-0.484,-0.123,0.247,0.16671305,0.6668522,11.3953273,34000,314000,-234000,97357.56226,37.84,7.779999733,196.0156403,10.44201851,137,-3.506482124,-19.38521576,110.3707581,0
42:25.0,0,-0.461,-0.119,0.227666667,0.1765197,0.6080123,11.12400998,35333.33333,319333.3333,-230333.3333,97358.90707,37.84,7.779999733,196.0156403,10.44201851,137,-3.506482124,-19.38521576,110.3707581,0
42:25.0,0,-0.438,-0.115,0.208333333,0.18632635,0.5491724,10.85269267,36666.66667,324666.6667,-226666.6667,97360.25187,37.84,7.814999819,189.8600083,10.71838379,136.5,-3.506482124,-19.38521576,110.3707581,0
42:25.1,0,-0.415,-0.111,0.189,0.196133,0.4903325,10.58137535,38000,330000,-223000,97361.59668,37.84,7.849999905,183.7043762,10.99474907,136,-3.506482124,-19.38521576,110.3707581,0
42:25.1,0,-0.375666667,-0.126,0.180666667,0.163444167,0.424954833,10.61733307,39666.66667,334000,-214666.6667,97360.9904,37.83666667,7.919999599,183.7043762,10.10977268,134,-3.506482124,-19.38521576,110.3707581,0
42:25.2,0,-0.336333333,-0.141,0.172333333,0.130755333,0.359577167,10.65329078,41333.33333,338000,-206333.3333,97360.38411,37.83333333,7.919999599,183.7043762,10.10977268,134,-3.506482124,-19.38521576,110.3707581,0
42:25.2,0,-0.297,-0.156,0.164,0.0980665,0.2941995,10.6892485,43000,342000,-198000,97359.77783,37.83,7.919999599,183.7043762,10.10977268,134,-3.506482124,-19.38521576,110.3707581,0
42:25.2,0,-0.2635,-0.159,0.16,0.0980665,0.22555295,10.55685873,53500,348500,-183500,97363.17444,37.835,7.919999599,183.7043762,10.10977268,134,-3.506482124,-19.38521576,110.3707581,0
42:25.3,0,-0.23,-0.162,0.156,0.0980665,0.1569064,10.42446895,64000,355000,-169000,97366.57104,37.84,8.010000229,160.6422424,12.11920929,132,-3.340606689,-29.04216957,103.7457733,0
42:25.3,0,-0.218,-0.171666667,0.167666667,0.124217567,0.140561983,10.36562905,65000,354000,-168333.3333,97365.46834,37.83666667,8.010000229,160.6422424,12.11920929,132,-3.340606689,-29.04216957,103.7457733,0
42:25.4,0,-0.206,-0.181333333,0.179333333,0.150368633,0.124217567,10.30678915,66000,353000,-167666.6667,97364.36564,37.83333333,8.099999428,160.6422424,11.0957737,131,-3.340606689,-29.04216957,103.7457733,0
42:25.4,0,-0.194,-0.191,0.191,0.1765197,0.10787315,10.24794925,67000,352000,-167000,97363.26294,37.83,8.099999428,160.6422424,11.0957737,131,-3.340606689,-29.04216957,103.7457733,0
42:25.4,0,-0.188,-0.203,0.2035,0.191229675,0.12748645,10.6696352,71000,358000,-156500,97364.19983,37.83,8.154999733,148.3757019,11.74877072,130,-3.340606689,-29.04216957,103.7457733,0
42:25.5,0,-0.182,-0.215,0.216,0.20593965,0.14709975,11.09132115,75000,364000,-146000,97365.13672,37.83,8.210000038,136.1091614,12.40176773,129,-3.340606689,-29.04216957,103.7457733,0
42:25.5,0,-0.2115,-0.2195,0.226,0.18632635,0.102969825,11.36590735,80500,365500,-139000,97368.17627,37.83,8.329999924,136.1091614,11.31666565,127,-3.340606689,-29.04216957,103.7457733,0
42:25.6,0,-0.241,-0.224,0.236,0.16671305,0.0588399,11.64049355,86000,367000,-132000,97371.21582,37.83,8.329999924,136.1091614,11.31666565,127,-3.340606689,-29.04216957,103.7457733,0
42:25.6,0,-0.233333333,-0.238,0.260333333,0.199401883,-0.006537767,11.85623985,90666.66667,367000,-129000,97370.56071,37.83,8.400000096,124.2083054,10.80203724,126.5,-3.340606689,-29.04216957,103.7457733,0
42:25.6,0,-0.225666667,-0.252,0.284666667,0.232090717,-0.071915433,12.07198615,95333.33333,367000,-126000,97369.9056,37.83,8.470000267,112.3074493,10.28740883,126,-3.340606689,-29.04216957,103.7457733,0
42:25.7,0,-0.218,-0.266,0.309,0.26477955,-0.1372931,12.28773245,100000,367000,-123000,97369.25049,37.83,8.470000267,112.3074493,10.28740883,126,-1.921804786,-34.26613235,96.11837006,0
42:25.7,0,-0.188666667,-0.274,0.325333333,0.277855083,-0.1176798,12.49040322,103666.6667,367666.6667,-115666.6667,97370.33081,37.83,8.599999428,112.3074493,10.72361946,124,-1.921804786,-34.26613235,96.11837006,0
42:25.8,0,-0.159333333,-0.282,0.341666667,0.290930617,-0.0980665,12.69307398,107333.3333,368333.3333,-108333.3333,97371.41114,37.83,8.634999514,108.8552208,10.46566629,123.75,-1.921804786,-34.26613235,96.11837006,0
42:25.8,0,-0.13,-0.29,0.358,0.30400615,-0.0784532,12.89574475,111000,369000,-101000,97372.49146,37.83,8.6699996,105.4029922,10.20771313,123.5,-1.921804786,-34.26613235,96.11837006,0
42:25.8,0,-0.1255,-0.299,0.3735,0.338329425,-0.12748645,13.23407418,114500,366500,-102000,97373.8617,37.825,8.704999685,101.9507637,9.94975996,123.25,-1.921804786,-34.26613235,96.11837006,0
42:25.9,0,-0.121,-0.308,0.389,0.3726527,-0.1765197,13.5724036,118000,364000,-103000,97375.23193,37.82,8.739999771,98.49853516,9.691806793,123,-1.921804786,-34.26613235,96.11837006,0
42:25.9,0,-0.123333333,-0.31,0.405,0.359577167,-0.1176798,13.22263308,123666.6667,367333.3333,-95333.33333,97375.73649,37.82333333,8.739999771,98.49853516,9.691806793,123,-1.921804786,-34.26613235,96.11837006,0
42:26.0,0,-0.125666667,-0.312,0.421,0.346501633,-0.0588399,12.87286257,129333.3333,370666.6667,-87666.66667,97376.24105,37.82666667,8.869999886,98.49853516,8.701957703,121,-1.921804786,-34.26613235,96.11837006,0
42:26.0,0,-0.128,-0.314,0.437,0.3334261,1.53E-15,12.52309205,135000,374000,-80000,97376.74561,37.83,8.869999886,98.49853516,8.701957703,121,-1.921804786,-34.26613235,96.11837006,0
42:26.0,0,-0.105,-0.3195,0.431,0.32361945,0.073549875,12.60154525,152500,372500,-73000,97378.0365,37.825,8.989999771,73.98033142,10.48922157,120,-1.761898398,-36.94722366,85.95587158,0
42:26.1,0,-0.082,-0.325,0.425,0.3138128,0.14709975,12.67999845,170000,371000,-66000,97379.32739,37.82,9.049999714,73.98033142,9.948937892,119,-1.761898398,-36.94722366,85.95587158,0
42:26.1,0,-0.088,-0.3405,0.417,0.367749375,0.279489525,12.99871458,165000,367500,-68500,97380.68543,37.82,9.109999657,73.98033142,9.408654213,118,-1.761898398,-36.94722366,85.95587158,0
42:26.2,0,-0.094,-0.356,0.409,0.42168595,0.4118793,13.3174307,160000,364000,-71000,97382.04346,37.82,9.109999657,73.98033142,9.408654213,118,-1.761898398,-36.94722366,85.95587158,0
42:26.2,0,-0.096,-0.359,0.398666667,0.444568133,0.415148183,13.50375705,173000,366666.6667,-64666.66667,97383.54696,37.82,9.109999657,73.98033142,9.408654213,118,-1.761898398,-36.94722366,85.95587158,0
42:26.2,0,-0.098,-0.362,0.388333333,0.467450317,0.418417067,13.6900834,186000,369333.3333,-58333.33333,97385.05046,37.82,9.239999771,39.97087479,9.801692963,117,-1.761898398,-36.94722366,85.95587158,0
42:26.3,0,-0.1,-0.365,0.378,0.4903325,0.42168595,13.87640975,199000,372000,-52000,97386.55396,37.82,9.304999829,39.97087479,9.263785363,116,-1.761898398,-36.94722366,85.95587158,0
42:26.3,0,-0.121,-0.3555,0.36,0.46091255,0.377556025,13.49885373,204500,369000,-53000,97386.96595,37.82,9.369999886,39.97087479,8.725877762,115,-1.761898398,-36.94722366,85.95587158,0
42:26.4,0,-0.142,-0.346,0.342,0.4314926,0.3334261,13.1212977,210000,366000,-54000,97387.37793,37.82,9.369999886,39.97087479,8.725877762,115,-1.761898398,-36.94722366,85.95587158,0
42:26.4,0,-0.125,-0.359,0.315,0.48052585,0.2353596,13.23407418,212500,369000,-48500,97385.68726,37.82,9.369999886,39.97087479,8.725877762,115,-1.761898398,-36.94722366,85.95587158,0
42:26.4,0,-0.108,-0.372,0.288,0.5295591,0.1372931,13.34685065,215000,372000,-43000,97383.99658,37.82,9.5,14.21346664,10.66420269,114,-1.105249047,-39.00814056,73.98274994,0
42:26.5,0,-0.094,-0.3735,0.30025,0.544269075,0.04903325,13.49149874,226250,370250,-40750,97385.88409,37.82,9.565000057,14.21346664,10.08054924,113.5,-1.105249047,-39.00814056,73.98274994,0
42:26.5,0,-0.08,-0.375,0.3125,0.55897905,-0.0392266,13.63614683,237500,368500,-38500,97387.77161,37.82,9.630000114,14.21346664,9.49689579,113,-1.105249047,-39.00814056,73.98274994,0
42:26.6,0,-0.066,-0.3765,0.32475,0.573689025,-0.12748645,13.78079491,248750,366750,-36250,97389.65912,37.82,9.630000114,14.21346664,9.49689579,113,-1.105249047,-39.00814056,73.98274994,0
42:26.6,0,-0.052,-0.378,0.337,0.588399,-0.2157463,13.925443,260000,365000,-34000,97391.54663,37.82,9.630000114,14.21346664,9.49689579,113,-1.105249047,-39.00814056,73.98274994,0
42:26.6,0,-0.003,-0.3865,0.3595,0.652142225,-0.10787315,14.46971208,270000,368000,-15500,97392.59644,37.815,9.769999504,-17.23918915,8.392457008,112,-1.105249047,-39.00814056,73.98274994,0
42:26.7,0,0.046,-0.395,0.382,0.71588545,1.84E-15,15.01398115,280000,371000,3000,97393.64624,37.81,9.829999447,-17.23918915,9.369835379,111.5,-1.105249047,-39.00814056,73.98274994,0
42:26.7,0,0.108333333,-0.389333333,0.396333333,0.719154333,0.14709975,15.10550988,281333.3333,363333.3333,-5666.666667,97394.84456,37.81,9.88999939,-17.23918915,10.34721375,111,-1.105249047,-39.00814056,73.98274994,0
42:26.8,0,0.170666667,-0.383666667,0.410666667,0.722423217,0.2941995,15.19703862,282666.6667,355666.6667,-14333.33333,97396.04289,37.81,9.88999939,-17.23918915,10.34721375,111,-0.143510059,-39.61253738,65.23117828,0
42:26.8,0,0.233,-0.378,0.425,0.7256921,0.44129925,15.28856735,284000,348000,-23000,97397.24121,37.81,9.944999695,-39.97859955,9.754989627,110.5,-0.143510059,-39.61253738,65.23117828,0
42:26.8,0,0.154,-0.381,0.417,0.858081875,0.514849125,15.77889985,291500,350000,-21500,97397.94312,37.81,10,-62.71800995,9.162765503,110,-0.143510059,-39.61253738,65.23117828,0
42:26.9,0,0.075,-0.384,0.409,0.99047165,0.588399,16.26923235,299000,352000,-20000,97398.64502,37.81,10,-62.71800995,9.162765503,110,-0.143510059,-39.61253738,65.23117828,0
42:26.9,0,-0.0835,-0.3805,0.396,0.9218251,0.456009225,15.80341648,315500,346500,-18500,97396.45081,37.81,10,-62.71800995,9.162765503,110,-0.143510059,-39.61253738,65.23117828,0
42:27.0,0,-0.242,-0.377,0.383,0.85317855,0.32361945,15.3376006,332000,341000,-17000,97394.25659,37.81,10.10999966,-62.71800995,8.021485329,109,-0.143510059,-39.61253738,65.23117828,0
42:27.0,0,-0.2475,-0.3815,0.367,0.77472535,0.367749375,15.02869113,317500,342500,-30000,97397.0398,37.81,10.14999962,-85.36081313,7.854729414,108.5,-0.143510059,-39.61253738,65.23117828,0
42:27.0,0,-0.253,-0.386,0.351,0.69627215,0.4118793,14.71978165,303000,344000,-43000,97399.823,37.81,10.18999958,-108.0036163,7.687973499,108,-0.143510059,-39.61253738,65.23117828,0
42:27.1,0,-0.262,-0.385,0.347333333,0.679927733,0.392266,14.56287525,309666.6667,343000,-36666.66667,97400.26449,37.81,10.18999958,-108.0036163,7.687973499,108,-0.143510059,-39.61253738,65.23117828,0
42:27.1,0,-0.271,-0.384,0.343666667,0.663583317,0.3726527,14.40596885,316333.3333,342000,-30333.33333,97400.70597,37.81,10.18999958,-108.0036163,7.687973499,108,-0.143510059,-39.61253738,65.23117828,0
42:27.2,0,-0.28,-0.383,0.34,0.6472389,0.3530394,14.24906245,323000,341000,-24000,97401.14746,37.81,10.26000023,-108.0036163,6.657584667,108,0.647962868,-41.17221451,53.25787354,0
42:27.2,0,-0.231666667,-0.384666667,0.33,0.69627215,0.2745862,14.15426483,335333.3333,338000,-18000,97398.47819,37.81,10.29500008,-127.5040665,7.833055258,107.5,0.647962868,-41.17221451,53.25787354,0
42:27.2,0,-0.183333333,-0.386333333,0.32,0.7453054,0.196133,14.05946722,347666.6667,335000,-12000,97395.80892,37.81,10.32999992,-147.0045166,9.008525848,107,0.647962868,-41.17221451,53.25787354,0
42:27.3,0,-0.135,-0.388,0.31,0.79433865,0.1176798,13.9646696,360000,332000,-6000,97393.13965,37.81,10.32999992,-147.0045166,9.008525848,107,0.647962868,-41.17221451,53.25787354,0
42:27.3,0,-0.16,-0.3845,0.3195,0.789435325,0.093163175,13.68027675,364000,326500,6500,97397.92481,37.81,10.32999992,-147.0045166,9.008525848,107,0.647962868,-41.17221451,53.25787354,0
42:27.4,0,-0.185,-0.381,0.329,0.784532,0.06864655,13.3958839,368000,321000,19000,97402.70996,37.81,10.39999962,-147.0045166,7.857359409,107,0.647962868,-41.17221451,53.25787354,0
42:27.4,0,-0.14,-0.3883,0.3365,0.82571993,0.06472389,13.60280422,383800,318600,26600,97402.92297,37.809,10.39999962,-147.0045166,7.857359409,107,0.647962868,-41.17221451,53.25787354,0
42:27.4,0,-0.095,-0.3956,0.344,0.86690786,0.06080123,13.80972453,399600,316200,34200,97403.13599,37.808,10.43499971,-153.0010757,7.711649895,107,0.862382516,-42.18614483,50.49303341,0
42:27.5,0,-0.05,-0.4029,0.3515,0.90809579,0.05687857,14.01664485,415400,313800,41800,97403.349,37.807,10.46999979,-158.9976349,7.56594038,107,1.076802164,-43.20007515,47.72819329,0
42:27.5,0,-0.005,-0.4102,0.359,0.94928372,0.05295591,14.22356516,431200,311400,49400,97403.56201,37.806,10.50499988,-164.9941941,7.420230866,107,1.291221812,-44.21400547,44.96335316,0
42:27.6,0,0.04,-0.4175,0.3665,0.99047165,0.04903325,14.43048548,447000,309000,57000,97403.77503,37.805,10.53999996,-170.9907532,7.274521351,107,1.50564146,-45.22793579,42.19851303,0
42:27.6,0,0.002,-0.426,0.384666667,1.046042667,0.16671305,14.70343723,464000,306666.6667,58333.33333,97406.16659,37.80333333,10.53999996,-170.9907532,7.274521351,107,1.50564146,-45.22793579,42.19851303,0
42:27.6,0,-0.036,-0.4345,0.402833333,1.101613683,0.28439285,14.97638899,481000,304333.3333,59666.66667,97408.55815,37.80166667,10.61999989,-208.4766388,6.248214245,107,1.50564146,-45.22793579,42.19851303,0
42:27.7,0,-0.074,-0.443,0.421,1.1571847,0.40207265,15.24934075,498000,302000,61000,97410.94971,37.8,10.65999985,-208.4766388,6.281153917,107,1.50564146,-45.22793579,42.19851303,0
42:27.7,0,-0.089,-0.43,0.413,1.113054775,0.34323275,14.7884282,514500,302500,69500,97410.51941,37.8,10.69999981,-208.4766388,6.31409359,107,1.50564146,-45.22793579,42.19851303,0
42:27.8,0,-0.104,-0.417,0.405,1.06892485,0.28439285,14.32751565,531000,303000,78000,97410.08911,37.8,10.69999981,-208.4766388,6.31409359,107,1.50564146,-45.22793579,42.19851303,0
42:27.8,0,-0.122,-0.423666667,0.396,1.0983448,0.238628483,14.33078453,514000,299666.6667,76333.33333,97410.05859,37.8,10.69999981,-208.4766388,6.31409359,107,1.532851219,-46.17053223,32.09933472,0
42:27.8,0,-0.14,-0.430333333,0.387,1.12776475,0.192864117,14.33405342,497000,296333.3333,74666.66667,97410.02808,37.8,10.77999973,-242.2523499,5.360710144,108,1.532851219,-46.17053223,32.09933472,0
42:27.9,0,-0.158,-0.437,0.378,1.1571847,0.14709975,14.3373223,480000,293000,73000,97409.99756,37.8,10.8199997,-242.2523499,5.276351929,108,1.532851219,-46.17053223,32.09933472,0
42:27.9,0,-0.1355,-0.435,0.3645,1.162088025,0.06864655,14.32751565,507000,281000,69500,97411.12671,37.8,10.85999966,-242.2523499,5.191993713,108,1.532851219,-46.17053223,32.09933472,0
42:28.0,0,-0.113,-0.433,0.351,1.16699135,-0.00980665,14.317709,534000,269000,66000,97412.25586,37.8,10.85999966,-242.2523499,5.191993713,108,1.532851219,-46.17053223,32.09933472,0
42:28.0,0,-0.044,-0.440333333,0.361,1.140840283,-0.026151067,14.38308667,553000,264666.6667,64666.66667,97413.21208,37.8,10.85999966,-242.2523499,5.191993713,108,1.532851219,-46.17053223,32.09933472,0
42:28.0,0,0.025,-0.447666667,0.371,1.114689217,-0.042495483,14.44846433,572000,260333.3333,63333.33333,97414.16829,37.8,10.94999981,-286.0408936,4.359444141,109,1.532851219,-46.17053223,32.09933472,0
42:28.1,0,0.094,-0.455,0.381,1.08853815,-0.0588399,14.513842,591000,256000,62000,97415.12451,37.8,10.94999981,-286.0408936,4.359444141,109,1.532851219,-46.17053223,32.09933472,0
42:28.1,0,0.1595,-0.465,0.3885,1.260154525,0,15.38663385,605500,248500,69500,97416.99219,37.8,10.94999981,-286.0408936,4.359444141,109,1.532851219,-46.17053223,32.09933472,0
42:28.2,0,0.225,-0.475,0.396,1.4317709,0.0588399,16.2594257,620000,241000,77000,97418.85986,37.8,11.05000019,-286.0408936,3.628186226,110,1.532851219,-46.17053223,32.09933472,0
42:28.2,0,0.210666667,-0.478333333,0.4,1.408888717,0.0784532,16.50132307,634333.3333,240666.6667,82000,97418.43465,37.8,11.05000019,-286.0408936,3.628186226,110,1.723964572,-46.9478035,20.7861805,0
42:28.2,0,0.196333333,-0.481666667,0.404,1.386006533,0.0980665,16.74322043,648666.6667,240333.3333,87000,97418.00944,37.8,11.13999939,-314.2158508,3.134803295,111,1.723964572,-46.9478035,20.7861805,0
42:28.3,0,0.182,-0.485,0.408,1.36312435,0.1176798,16.9851178,663000,240000,92000,97417.58423,37.8,11.13999939,-314.2158508,3.134803295,111,1.723964572,-46.9478035,20.7861805,0
42:28.3,0,0.1935,-0.4765,0.3905,1.2748645,0.230456275,16.50949528,634500,228000,59000,97416.46424,37.795,11.17999935,-314.2158508,2.868938089,111.5,1.723964572,-46.9478035,20.7861805,0
42:28.4,0,0.205,-0.468,0.373,1.18660465,0.34323275,16.03387275,606000,216000,26000,97415.34424,37.79,11.21999931,-314.2158508,2.603072882,112,1.723964572,-46.9478035,20.7861805,0
42:28.4,0,0.263,-0.4775,0.3545,1.250347875,0.22555295,16.7105316,574000,218000,16000,97417.6117,37.79,11.21999931,-314.2158508,2.603072882,112,1.723964572,-46.9478035,20.7861805,0
42:28.4,0,0.321,-0.487,0.336,1.3140911,0.10787315,17.38719045,542000,220000,6000,97419.87915,37.79,11.28999996,-353.9237976,2.197828531,113,1.723964572,-46.9478035,20.7861805,0
42:28.5,0,0.329,-0.47575,0.3355,1.287122813,0.120131463,17.28176896,543250,215000,8500,97418.69354,37.79,11.28999996,-353.9237976,2.197828531,113,1.723964572,-46.9478035,20.7861805,0
42:28.5,0,0.337,-0.4645,0.335,1.260154525,0.132389775,17.17634748,544500,210000,11000,97417.50794,37.79,11.28999996,-353.9237976,2.197828531,113,2.696625233,-42.60979843,8.800058365,0
42:28.6,0,0.345,-0.45325,0.3345,1.233186238,0.144648088,17.07092599,545750,205000,13500,97416.32233,37.79,11.34000015,-353.9237976,1.893513799,114,2.696625233,-42.60979843,8.800058365,0
42:28.6,0,0.353,-0.442,0.334,1.20621795,0.1569064,16.9655045,547000,200000,16000,97415.13672,37.79,11.34999991,-366.2159882,1.800528229,115,2.696625233,-42.60979843,8.800058365,0
42:28.6,0,0.4015,-0.4115,0.337,1.034601575,0.2941995,16.32807225,539500,203000,-1500,97413.98926,37.79,11.35999966,-378.5081787,1.707542658,116,2.696625233,-42.60979843,8.800058365,0
42:28.7,0,0.45,-0.381,0.34,0.8629852,0.4314926,15.69064,532000,206000,-19000,97412.8418,37.79,11.35999966,-378.5081787,1.707542658,116,2.696625233,-42.60979843,8.800058365,0
42:28.7,0,0.501,-0.36,0.3155,0.8237586,0.392266,15.09733768,525500,206000,-34000,97413.45215,37.79,11.35999966,-378.5081787,1.614557624,117,2.696625233,-42.60979843,8.800058365,0
42:28.8,0,0.552,-0.339,0.291,0.784532,0.3530394,14.50403535,519000,206000,-49000,97414.0625,37.79,11.35999966,-378.5081787,1.614557624,117,2.696625233,-42.60979843,8.800058365,0
42:28.8,0,0.594,-0.33125,0.2765,0.752660388,0.360394387,14.54326195,508000,200250,-59500,97412.61292,37.79,11.34499979,-389.8227692,1.627237439,118,2.696625233,-42.60979843,8.800058365,0
42:28.8,0,0.636,-0.3235,0.262,0.720788775,0.367749375,14.58248855,497000,194500,-70000,97411.16333,37.79,11.32999992,-401.1373596,1.639917254,119,2.696625233,-42.60979843,8.800058365,0
42:28.9,0,0.678,-0.31575,0.2475,0.688917163,0.375104363,14.62171515,486000,188750,-80500,97409.71375,37.79,11.32999992,-401.1373596,1.639917254,119,2.696625233,-42.60979843,8.800058365,0
42:28.9,0,0.72,-0.308,0.233,0.65704555,0.38245935,14.66094175,475000,183000,-91000,97408.26416,37.79,11.30499983,-401.1373596,1.690635502,119.5,3.940568448,-36.68109799,2.717772246,0
42:29.0,0,0.702,-0.278,0.228,0.5491724,0.40207265,14.64132845,432000,144000,-161000,97410.67505,37.78,11.27999973,-401.1373596,1.74135375,120,5.184511662,-30.75239754,-3.364513874,0
