time,field.angular_velocity.x,field.angular_velocity.y,field.angular_velocity.z,field.linear_acceleration.x,field.linear_acceleration.y,field.linear_acceleration.z,field.magnetic_field.x,field.magnetic_field.y,field.magnetic_field.z,field.fluid_pressure,field.temperature,field.alt_error,field.aspd_error,field.xtrack_error,field.wp_dist,field.measured.pitch,field.measured.roll,field.measured.yaw,fault_state,field.airspeed
58:20.8,-0.089333333,0.087,0.316,-1.889414567,-0.055571017,5.606134917,117333.3333,310666.6667,-404000,97240.84676,38.52,-3.379999876,-769.2969971,-518.079834,48,-2.448999643,-30.54532623,12.27596188,0,0
58:20.9,-0.127,0.078,0.318,-1.96133,0.0196133,5.8251501,123000,310000,-403000,97239.28833,38.52,-3.379999876,-769.2969971,-518.079834,48,-2.448999643,-30.54532623,12.27596188,0,0
58:20.9,-0.111,0.075666667,0.305333333,-1.958061117,0.055571017,6.063778583,127666.6667,307666.6667,-401666.6667,97240.59855,38.51666667,-3.359999895,-742.12854,-518.3419189,51,-2.448999643,-30.54532623,12.27596188,0,0
58:21.0,-0.095,0.073333333,0.292666667,-1.954792233,0.091528733,6.302407067,132333.3333,305333.3333,-400333.3333,97241.90877,38.51333333,-3.359999895,-742.12854,-518.3419189,51,-2.448999643,-30.54532623,12.27596188,0,0
58:21.0,-0.079,0.071,0.28,-1.95152335,0.12748645,6.54103555,137000,303000,-399000,97243.21899,38.51,-3.289999962,-742.12854,-518.5528564,53,-2.448999643,-30.54532623,12.27596188,0,0
58:21.0,-0.1425,0.061,0.2645,-1.9221034,0.0784532,6.16838285,140500,300500,-396500,97244.15588,38.51,-3.289999962,-742.12854,-518.5528564,53,-2.448999643,-30.54532623,12.27596188,0,0
58:21.1,-0.206,0.051,0.249,-1.89268345,0.02941995,5.79573015,144000,298000,-394000,97245.09277,38.51,-3.169999838,-715.0202026,-518.7557373,56,-2.448999643,-30.54532623,12.27596188,0,0
58:21.1,-0.222,0.0475,0.246,-1.966233325,0.083356525,6.08992965,156000,300500,-391000,97244.0155,38.505,-3.169999838,-715.0202026,-518.7557373,56,-5.142229676,-31.19608593,9.771207096,0,0
58:21.2,-0.238,0.044,0.243,-2.0397832,0.1372931,6.38412915,168000,303000,-388000,97242.93823,38.5,-3.169999838,-715.0202026,-518.7557373,56,-7.835459709,-31.84684563,7.266452312,0,0
58:21.2,-0.229,0.033666667,0.228666667,-2.046320967,0.160175283,6.5704555,167000,301333.3333,-385666.6667,97245.46102,38.5,-3.089999914,-715.0202026,-518.835846,57,-7.835459709,-31.84684563,7.266452312,0,0
58:21.2,-0.22,0.023333333,0.214333333,-2.052858733,0.183057467,6.75678185,166000,299666.6667,-383333.3333,97247.9838,38.5,-3.00999999,-715.0202026,-518.9159546,58,-7.835459709,-31.84684563,7.266452312,0,0
58:21.3,-0.211,0.013,0.2,-2.0593965,0.20593965,6.9431082,165000,298000,-381000,97250.50659,38.5,-2.789999962,-684.9904785,-519.0512085,60,-7.835459709,-31.84684563,7.266452312,0,0
58:21.3,-0.192333333,0.015,0.192666667,-2.033245433,0.24516625,7.0411747,166666.6667,297666.6667,-378666.6667,97250.48625,38.49666667,-2.789999962,-684.9904785,-519.0512085,60,-7.835459709,-31.84684563,7.266452312,0,0
58:21.4,-0.173666667,0.017,0.185333333,-2.007094367,0.28439285,7.1392412,168333.3333,297333.3333,-376333.3333,97250.4659,38.49333333,-2.789999962,-684.9904785,-519.0512085,60,-7.835459709,-31.84684563,7.266452312,0,0
58:21.4,-0.155,0.019,0.178,-1.9809433,0.32361945,7.2373077,170000,297000,-374000,97250.44556,38.49,-2.664999962,-684.9904785,-519.0934449,61.5,-7.835459709,-31.84684563,7.266452312,0,0
58:21.4,-0.1535,0.0095,0.166,-1.97113665,0.161809725,7.2961476,178500,297000,-370000,97253.93677,38.485,-2.539999962,-684.9904785,-519.1356812,63,-7.835459709,-31.84684563,7.266452312,0,0
58:21.5,-0.152,1.89E-17,0.154,-1.96133,9.01E-16,7.3549875,187000,297000,-366000,97257.42798,38.48,-2.230000019,-766.7329712,-519.194519,65,-7.835459709,-31.84684563,7.266452312,0,0
58:21.5,-0.139666667,-0.007,0.165666667,-1.954792233,-0.134024217,7.459591767,188333.3333,294333.3333,-365000,97259.10441,38.48,-2.230000019,-766.7329712,-519.194519,65,-7.835459709,-31.84684563,7.266452312,0,0
58:21.6,-0.127333333,-0.014,0.177333333,-1.948254467,-0.268048433,7.564196033,189666.6667,291666.6667,-364000,97260.78085,38.48,-2.069999993,-766.7329712,-519.194519,66,-9.487955095,-33.45135594,5.28672719,0,0
58:21.6,-0.115,-0.021,0.189,-1.9417167,-0.40207265,7.6688003,191000,289000,-363000,97262.45728,38.48,-1.909999967,-766.7329712,-519.194519,67,-11.14045048,-35.05586624,3.307002068,0,0
58:21.6,-0.1115,-0.017,0.2075,-1.956426675,-0.279489525,7.801190075,201000,290500,-361000,97265.24659,38.475,-1.909999967,-766.7329712,-519.194519,67,-11.14045048,-35.05586624,3.307002068,0,0
58:21.7,-0.108,-0.013,0.226,-1.97113665,-0.1569064,7.93357985,211000,292000,-359000,97268.03589,38.47,-1.549999952,-747.4456787,-519.1688232,69,-11.14045048,-35.05586624,3.307002068,0,0
58:21.7,-0.152,-0.019,0.245333333,-1.967867767,-0.134024217,7.479205067,213000,287333.3333,-357000,97269.54753,38.47,-1.549999952,-747.4456787,-519.1688232,69,-11.14045048,-35.05586624,3.307002068,0,0
58:21.8,-0.196,-0.025,0.264666667,-1.964598883,-0.111142033,7.024830283,215000,282666.6667,-355000,97271.05916,38.47,-1.169999957,-747.4456787,-519.0927734,72,-11.14045048,-35.05586624,3.307002068,0,0
58:21.8,-0.24,-0.031,0.284,-1.96133,-0.08825985,6.5704555,217000,278000,-353000,97272.5708,38.47,-1.169999957,-747.4456787,-519.0927734,72,-11.14045048,-35.05586624,3.307002068,0,0
58:21.8,-0.195,-0.055,0.2925,-1.927006725,-0.196133,6.742071875,220500,275500,-350000,97272.61658,38.47,-1.169999957,-747.4456787,-519.0927734,72,-11.14045048,-35.05586624,3.307002068,0,0
58:21.9,-0.15,-0.079,0.301,-1.89268345,-0.30400615,6.91368825,224000,273000,-347000,97272.66235,38.47,-0.719999969,-737.9581299,-518.9824829,74,-11.14045048,-35.05586624,3.307002068,0,0
58:21.9,-0.079666667,-0.093,0.308333333,-1.89268345,-0.2353596,7.809362283,234000,269666.6667,-344666.6667,97275.95622,38.46666667,-0.719999969,-737.9581299,-518.9824829,74,-11.14045048,-35.05586624,3.307002068,0,0
58:22.0,-0.009333333,-0.107,0.315666667,-1.89268345,-0.16671305,8.705036317,244000,266333.3333,-342333.3333,97279.25008,38.46333333,-0.474999979,-733.7636719,-518.9021607,75,-12.6548276,-36.02114296,0.639414906,0,0
58:22.0,0.061,-0.121,0.323,-1.89268345,-0.0980665,9.60071035,254000,263000,-340000,97282.54395,38.46,-0.229999989,-729.5692139,-518.8218384,76,-14.16920471,-36.98641968,-2.028172255,0,0
58:22.0,0.065666667,-0.122333333,0.319666667,-1.8632635,-0.101335383,9.731465683,260333.3333,258000,-339666.6667,97284.9406,38.45666667,-0.229999989,-729.5692139,-518.8218384,76,-14.16920471,-36.98641968,-2.028172255,0,0
58:22.1,0.070333333,-0.123666667,0.316333333,-1.83384355,-0.104604267,9.862221017,266666.6667,253000,-339333.3333,97287.33724,38.45333333,0.025000006,-729.5692139,-518.720398,77.5,-14.16920471,-36.98641968,-2.028172255,0,0
58:22.1,0.075,-0.125,0.313,-1.8044236,-0.10787315,9.99297635,273000,248000,-339000,97289.73389,38.45,0.280000001,-729.5692139,-518.6189575,79,-14.16920471,-36.98641968,-2.028172255,0,0
58:22.2,0.073,-0.14,0.3075,-1.809326925,0.014709975,10.395049,287500,237500,-338500,97293.34717,38.45,0.280000001,-729.5692139,-518.6189575,79,-14.16920471,-36.98641968,-2.028172255,0,0
58:22.2,0.071,-0.155,0.302,-1.81423025,0.1372931,10.79712165,302000,227000,-338000,97296.96045,38.45,0.810000002,-728.2886353,-518.3565674,81,-14.16920471,-36.98641968,-2.028172255,0,0
58:22.2,0.0505,-0.159,0.3035,-1.819133575,0.0980665,10.44408225,312000,217500,-338500,97299.48426,38.445,0.810000002,-728.2886353,-518.3565674,81,-14.16920471,-36.98641968,-2.028172255,0,0
58:22.3,0.03,-0.163,0.305,-1.8240369,0.0588399,10.09104285,322000,208000,-339000,97302.00806,38.44,1.080000013,-728.2886353,-518.1875306,82,-14.96781635,-35.36161995,-5.40860498,0,0
58:22.3,-0.0295,-0.1705,0.2925,-1.779906975,0.112776475,9.9243298,328000,199000,-339500,97308.47474,38.44,1.350000024,-728.2886353,-518.0184937,83,-15.76642799,-33.73682022,-8.789037704,0,0
58:22.4,-0.089,-0.178,0.28,-1.73577705,0.16671305,9.75761675,334000,190000,-340000,97314.94141,38.44,1.350000024,-728.2886353,-518.0184937,83,-15.76642799,-33.73682022,-8.789037704,0,0
58:22.4,-0.059,-0.199666667,0.269333333,-1.703088217,0.228821833,11.11093445,341333.3333,185333.3333,-339666.6667,97317.92399,38.43666667,1.620000005,-734.8586121,-517.8280945,84,-15.76642799,-33.73682022,-8.789037704,0,0
58:22.4,-0.029,-0.221333333,0.258666667,-1.670399383,0.290930617,12.46425215,348666.6667,180666.6667,-339333.3333,97320.90658,38.43333333,1.889999986,-741.4285889,-517.6376953,85,-15.76642799,-33.73682022,-8.789037704,0,0
58:22.5,0.001,-0.243,0.248,-1.63771055,0.3530394,13.81756985,356000,176000,-339000,97323.88916,38.43,2.175000012,-741.4285889,-517.4094849,86.5,-15.76642799,-33.73682022,-8.789037704,0,0
58:22.5,-0.02125,-0.2485,0.2335,-1.573967325,0.247617913,14.15835094,360000,171000,-338250,97325.78583,38.43,2.460000038,-741.4285889,-517.1812744,88,-15.76642799,-33.73682022,-8.789037704,0,0
58:22.6,-0.0435,-0.254,0.219,-1.5102241,0.142196425,14.49913203,364000,166000,-337500,97327.6825,38.43,2.460000038,-741.4285889,-517.1812744,88,-15.76642799,-33.73682022,-8.789037704,0,0
58:22.6,-0.06575,-0.2595,0.2045,-1.446480875,0.036774938,14.83991311,368000,161000,-336750,97329.57916,38.43,2.735000014,-741.4285889,-516.9147339,89,-15.76642799,-33.73682022,-8.789037704,0,0
58:22.6,-0.088,-0.265,0.19,-1.38273765,-0.06864655,15.1806942,372000,156000,-336000,97331.47583,38.43,3.00999999,-741.4285889,-516.6481934,90,-15.76642799,-33.73682022,-8.789037704,0,0
58:22.7,-0.1645,-0.2605,0.2045,-1.348414375,0.034323275,15.1806942,375000,151000,-336500,97337.25891,38.425,3.00999999,-741.4285889,-516.6481934,90,-15.13513947,-32.63394547,-15.81705189,0,0
58:22.7,-0.241,-0.256,0.219,-1.3140911,0.1372931,15.1806942,378000,146000,-337000,97343.04199,38.42,3.539999962,-743.5960693,-516.0395508,92,-15.13513947,-32.63394547,-15.81705189,0,0
58:22.8,-0.2295,-0.273,0.222,-1.36312435,0.2745862,15.07282105,392500,138000,-331500,97344.86694,38.42,3.539999962,-743.5960693,-516.0395508,92,-15.13513947,-32.63394547,-15.81705189,0,0
58:22.8,-0.218,-0.29,0.225,-1.4121576,0.4118793,14.9649479,407000,130000,-326000,97346.69189,38.42,4.059999943,-743.5960693,-515.3379517,94,-15.13513947,-32.63394547,-15.81705189,0,0
58:22.8,-0.1575,-0.2935,0.204,-1.407254275,0.2353596,14.55797193,409000,125500,-327500,97352.45667,38.415,4.059999943,-743.5960693,-515.3379517,94,-15.13513947,-32.63394547,-15.81705189,0,0
58:22.9,-0.097,-0.297,0.183,-1.40235095,0.0588399,14.15099595,411000,121000,-329000,97358.22144,38.41,4.059999943,-743.5960693,-515.3379517,94,-15.13513947,-32.63394547,-15.81705189,0,0
58:22.9,-0.1,-0.3,0.182333333,-1.3533177,0.016344417,13.9842829,416666.6667,117666.6667,-327666.6667,97359.04745,38.41,4.539999962,-784.0332031,-514.5513306,97,-15.13513947,-32.63394547,-15.81705189,0,0
58:23.0,-0.103,-0.303,0.181666667,-1.30428445,-0.026151067,13.81756985,422333.3333,114333.3333,-326333.3333,97359.87345,38.41,4.539999962,-784.0332031,-514.5513306,97,-15.13513947,-32.63394547,-15.81705189,0,0
58:23.0,-0.106,-0.306,0.181,-1.2552512,-0.06864655,13.6508568,428000,111000,-325000,97360.69946,38.41,4.779999972,-784.0332031,-514.1117554,98,-15.13513947,-32.63394547,-15.81705189,0,0
58:23.0,-0.147,-0.314,0.1965,-1.22583125,-0.04903325,13.87150643,435000,104000,-324000,97365.68604,38.405,5.019999981,-784.0332031,-513.6721802,99,-15.13513947,-32.63394547,-15.81705189,0,0
58:23.1,-0.188,-0.322,0.212,-1.1964113,-0.02941995,14.09215605,442000,97000,-323000,97370.67261,38.4,5.25,-796.6418152,-513.1987,100,-15.13513947,-32.63394547,-15.81705189,0,0
58:23.1,-0.165,-0.3355,0.2225,-1.152281375,-0.044129925,14.19022255,446500,89000,-322000,97375.47608,38.4,5.480000019,-809.2504272,-512.7252197,101,-15.13513947,-32.63394547,-15.81705189,0,0
58:23.2,-0.142,-0.349,0.233,-1.10815145,-0.0588399,14.28828905,451000,81000,-321000,97380.27954,38.4,5.480000019,-809.2504272,-512.7252197,101,-11.9159708,-34.54034042,-25.14848328,0,0
58:23.2,-0.131333333,-0.354,0.242333333,-1.062387083,-0.04903325,14.68709282,454333.3333,81000,-321666.6667,97382.98543,38.4,5.704999924,-809.2504272,-512.2137909,102,-11.9159708,-34.54034042,-25.14848328,0,0
58:23.2,-0.120666667,-0.359,0.251666667,-1.016622717,-0.0392266,15.08589658,457666.6667,81000,-322333.3333,97385.69133,38.4,5.929999828,-809.2504272,-511.7023621,103,-11.9159708,-34.54034042,-25.14848328,0,0
58:23.3,-0.11,-0.364,0.261,-0.97085835,-0.02941995,15.48470035,461000,81000,-323000,97388.39722,38.4,5.929999828,-809.2504272,-511.7023621,103,-11.9159708,-34.54034042,-25.14848328,0,0
58:23.3,-0.0715,-0.37,0.252,-0.926728425,0,15.36211723,464000,70500,-322000,97390.46021,38.395,6.359999657,-794.8270874,-510.6034546,106,-11.9159708,-34.54034042,-25.14848328,0,0
58:23.4,-0.033,-0.376,0.243,-0.8825985,0.02941995,15.2395341,467000,60000,-321000,97392.52319,38.39,6.359999657,-794.8270874,-510.6034546,106,-11.9159708,-34.54034042,-25.14848328,0,0
58:23.4,-0.038333333,-0.378333333,0.244,-0.83356525,0.081722083,15.28856735,473666.6667,58666.66667,-320000,97396.15275,38.39,6.496666432,-800.0839844,-510.206014,106.6666667,-11.9159708,-34.54034042,-25.14848328,0,0
58:23.4,-0.043666667,-0.380666667,0.245,-0.784532,0.134024217,15.3376006,480333.3333,57333.33333,-319000,97399.78231,38.39,6.633333206,-805.3408813,-509.8085734,107.3333333,-11.9159708,-34.54034042,-25.14848328,0,0
58:23.5,-0.049,-0.383,0.246,-0.73549875,0.18632635,15.38663385,487000,56000,-318000,97403.41187,38.39,6.769999981,-810.5977783,-509.4111328,108,-11.9159708,-34.54034042,-25.14848328,0,0
58:23.5,-0.056666667,-0.392,0.243,-0.683196617,0.16671305,15.96849508,490333.3333,48666.66667,-320000,97404.28874,38.38666667,7.159999847,-810.5977783,-508.1347046,110,-11.9159708,-34.54034042,-25.14848328,0,0
58:23.6,-0.064333333,-0.401,0.24,-0.630894483,0.14709975,16.55035632,493666.6667,41333.33333,-322000,97405.16561,38.38333333,7.159999847,-810.5977783,-508.1347046,110,-8.609779358,-34.55365753,-34.71723175,0,0
58:23.6,-0.072,-0.41,0.237,-0.57859235,0.12748645,17.13221755,497000,34000,-324000,97406.04248,38.38,7.349999905,-810.5977783,-507.4820862,111,-8.609779358,-34.55365753,-34.71723175,0,0
58:23.6,-0.008,-0.3885,0.2375,-0.59820565,-0.014709975,16.7105316,493000,33000,-326000,97407.33643,38.38,7.539999962,-810.5977783,-506.8294678,112,-8.609779358,-34.55365753,-34.71723175,0,0
58:23.7,0.056,-0.367,0.238,-0.61781895,-0.1569064,16.28884565,489000,32000,-328000,97408.63037,38.38,7.879999638,-843.2537231,-505.4501343,114,-8.609779358,-34.55365753,-34.71723175,0,0
58:23.7,0.143,-0.365,0.237333333,-0.624356717,-0.0588399,16.11886372,494666.6667,25000,-329000,97412.05851,38.37666667,7.879999638,-843.2537231,-505.4501343,114,-8.609779358,-34.55365753,-34.71723175,0,0
58:23.8,0.23,-0.363,0.236666667,-0.630894483,0.0392266,15.94888178,500333.3333,18000,-330000,97415.48665,38.37333333,7.879999638,-843.2537231,-505.4501343,114,-8.609779358,-34.55365753,-34.71723175,0,0
58:23.8,0.317,-0.361,0.236,-0.63743225,0.1372931,15.77889985,506000,11000,-331000,97418.91479,38.37,8.034999609,-843.7537842,-504.6981964,115,-8.609779358,-34.55365753,-34.71723175,0,0
58:23.8,0.202,-0.3785,0.2345,-0.5099458,0.0588399,16.19077915,502500,500,-334500,97419.9646,38.37,8.18999958,-844.2538452,-503.9462585,116,-8.609779358,-34.55365753,-34.71723175,0,0
58:23.9,0.087,-0.396,0.233,-0.38245935,-0.0196133,16.60265845,499000,-10000,-338000,97421.0144,38.37,8.470000267,-830.4036255,-502.4451294,118,-8.609779358,-34.55365753,-34.71723175,0,0
58:23.9,0.119666667,-0.393,0.236666667,-0.405341533,0.045764367,16.9851178,494333.3333,-17000,-339000,97422.73559,38.36666667,8.470000267,-830.4036255,-502.4451294,118,-8.609779358,-34.55365753,-34.71723175,0,0
58:24.0,0.152333333,-0.39,0.240333333,-0.428223717,0.111142033,17.36757715,489666.6667,-24000,-340000,97424.45679,38.36333333,8.470000267,-830.4036255,-502.4451294,118,-8.609779358,-34.55365753,-34.71723175,0,0
58:24.0,0.185,-0.387,0.244,-0.4511059,0.1765197,17.7500365,485000,-31000,-341000,97426.17798,38.36,8.550000191,-830.4036255,-501.8939006,118.6666667,-8.609779358,-34.55365753,-34.71723175,0,0
58:24.0,0.2795,-0.366,0.235,-0.44129925,0.299102825,17.27441398,493000,-29500,-347500,97426.66931,38.36,8.630000114,-830.4036255,-501.3426717,119.3333333,-8.609779358,-34.55365753,-34.71723175,0,0
58:24.1,0.374,-0.345,0.226,-0.4314926,0.42168595,16.79879145,501000,-28000,-354000,97427.16064,38.36,8.710000038,-830.4036255,-500.7914429,120,-8.609779358,-34.55365753,-34.71723175,0,0
58:24.1,0.425,-0.337,0.209,-0.38245935,0.348136075,16.68601498,492000,-54000,-354000,97427.70691,38.355,8.799999714,-827.5735779,-500.18042,121,-5.727750898,-31.36190987,-41.23321343,0,0
58:24.2,0.476,-0.329,0.192,-0.3334261,0.2745862,16.5732385,483000,-80000,-354000,97428.25317,38.35,8.88999939,-824.7435303,-499.569397,122,-2.845722437,-28.1701622,-47.7491951,0,0
58:24.2,0.508,-0.327,0.183333333,-0.30400615,0.24516625,16.75956485,474000,-89000,-357000,97428.81469,38.35,8.964999676,-824.2434693,-498.6637726,123,-2.845722437,-28.1701622,-47.7491951,0,0
58:24.2,0.54,-0.325,0.174666667,-0.2745862,0.2157463,16.9458912,465000,-98000,-360000,97429.37622,38.35,9.039999962,-823.7434082,-497.7581482,124,-2.845722437,-28.1701622,-47.7491951,0,0
58:24.3,0.572,-0.323,0.166,-0.24516625,0.18632635,17.13221755,456000,-107000,-363000,97429.93774,38.35,9.079999924,-827.0988159,-496.8537293,125,-2.845722437,-28.1701622,-47.7491951,0,0
