time,field.airspeed,field.angular_velocity.x,field.angular_velocity.y,field.angular_velocity.z,field.linear_acceleration.x,field.linear_acceleration.y,field.linear_acceleration.z,field.magnetic_field.x,field.magnetic_field.y,field.magnetic_field.z,field.fluid_pressure,field.temperature,field.alt_error,field.aspd_error,field.xtrack_error,field.wp_dist,field.commanded.pitch,field.measured.pitch,field.commanded.roll,field.measured.roll,field.commanded.yaw,field.measured.yaw,fault_state
2018-07-18 19:56:52.280,16.95271492006667,0.528,-0.095,-0.085,-0.18632635,0.34323275,10.38524235,-39000.0,-260000.0,-410000.0,97013.37891,50.47,0.0699999985,-130.772686005,-181.3829269,12.0,-1.2400000095,-1.691939235,-30.55999947,6.437785149,-120.0,-95.81396484,0.0
2018-07-18 19:56:52.320,16.846632003811113,0.528,-0.095,-0.085,-0.18632635,0.34323275,10.38524235,-39000.0,-260000.0,-410000.0,97013.37891,50.47,0.0699999985,-130.772686005,-181.3829269,12.0,-1.2400000095,-1.691939235,-30.55999947,6.437785149,-120.0,-95.81396484,0.0
2018-07-18 19:56:52.360,16.740549087555557,0.528,-0.095,-0.085,-0.18632635,0.34323275,10.38524235,-39000.0,-260000.0,-410000.0,97013.37891,50.47,0.0699999985,-130.772686005,-181.3829269,12.0,-1.2400000095,-1.691939235,-30.55999947,6.437785149,-120.0,-95.81396484,0.0
2018-07-18 19:56:52.400,16.6344661713,0.528,-0.095,-0.085,-0.18632635,0.34323275,10.38524235,-39000.0,-260000.0,-410000.0,97013.37891,50.47,0.0699999985,-130.772686005,-181.3829269,12.0,-1.2400000095,-1.691939235,-30.55999947,6.437785149,-120.0,-95.81396484,0.0
2018-07-18 19:56:52.440,16.590750885040002,0.528,-0.095,-0.085,-0.18632635,0.34323275,10.38524235,-39000.0,-260000.0,-410000.0,97013.37891,50.47,0.0699999985,-130.772686005,-181.3829269,12.0,-1.2400000095,-1.691939235,-30.55999947,6.437785149,-120.0,-95.81396484,0.0
2018-07-18 19:56:52.480,16.547035598780003,0.528,-0.095,-0.085,-0.18632635,0.34323275,10.38524235,-39000.0,-260000.0,-410000.0,97013.37891,50.47,0.0699999985,-130.772686005,-181.3829269,12.0,-1.2400000095,-1.691939235,-30.55999947,6.437785149,-120.0,-95.81396484,0.0
2018-07-18 19:56:52.520,16.50332031252,0.528,-0.095,-0.085,-0.18632635,0.34323275,10.38524235,-39000.0,-260000.0,-410000.0,97013.37891,50.47,0.0699999985,-130.772686005,-181.3829269,12.0,-1.2400000095,-1.691939235,-30.55999947,6.437785149,-120.0,-95.81396484,0.0
2018-07-18 19:56:52.560,16.45960502626,0.528,-0.095,-0.085,-0.18632635,0.34323275,10.38524235,-39000.0,-260000.0,-410000.0,97013.37891,50.47,0.0699999985,-130.772686005,-181.3829269,12.0,-1.2400000095,-1.691939235,-30.55999947,6.437785149,-120.0,-95.81396484,0.0
2018-07-18 19:56:52.600,16.41588974,0.528,-0.095,-0.085,-0.18632635,0.34323275,10.38524235,-39000.0,-260000.0,-410000.0,97013.37891,50.47,0.0699999985,-130.772686005,-181.3829269,12.0,-1.2400000095,-1.691939235,-30.55999947,6.437785149,-120.0,-95.81396484,0.0
2018-07-18 19:56:52.640,16.37217445374,0.528,-0.095,-0.085,-0.18632635,0.34323275,10.38524235,-39000.0,-260000.0,-410000.0,97013.37891,50.47,0.0699999985,-130.772686005,-181.3829269,12.0,-1.2400000095,-1.691939235,-30.55999947,6.437785149,-120.0,-95.81396484,0.0
2018-07-18 19:56:52.680,16.328459167480002,0.528,-0.095,-0.085,-0.18632635,0.34323275,10.38524235,-39000.0,-260000.0,-410000.0,97013.37891,50.47,0.0699999985,-130.772686005,-181.3829269,12.0,-1.2400000095,-1.691939235,-30.55999947,6.437785149,-120.0,-95.81396484,0.0
2018-07-18 19:56:52.720,16.28474388122,0.528,-0.095,-0.085,-0.18632635,0.34323275,10.38524235,-39000.0,-260000.0,-410000.0,97013.37891,50.47,0.0699999985,-130.772686005,-181.3829269,12.0,-1.2400000095,-1.691939235,-30.55999947,6.437785149,-120.0,-95.81396484,0.0
2018-07-18 19:56:52.760,16.24102859496,0.528,-0.095,-0.085,-0.18632635,0.34323275,10.38524235,-39000.0,-260000.0,-410000.0,97013.37891,50.47,0.0699999985,-130.772686005,-181.3829269,12.0,-1.2400000095,-1.691939235,-30.55999947,6.437785149,-120.0,-95.81396484,0.0
2018-07-18 19:56:52.800,16.1973133087,0.528,-0.095,-0.085,-0.18632635,0.34323275,10.38524235,-39000.0,-260000.0,-410000.0,97013.37891,50.47,0.0699999985,-130.772686005,-181.3829269,12.0,-1.2400000095,-1.691939235,-30.55999947,6.437785149,-120.0,-95.81396484,0.0
2018-07-18 19:56:52.840,16.29947544976923,0.528,-0.095,-0.085,-0.18632635,0.34323275,10.38524235,-39000.0,-260000.0,-410000.0,97013.37891,50.47,0.0699999985,-130.772686005,-181.3829269,12.0,-1.2400000095,-1.691939235,-30.55999947,6.437785149,-120.0,-95.81396484,0.0
2018-07-18 19:56:52.880,16.40163759083846,0.528,-0.095,-0.085,-0.18632635,0.34323275,10.38524235,-39000.0,-260000.0,-410000.0,97013.37891,50.47,0.0699999985,-130.772686005,-181.3829269,12.0,-1.2400000095,-1.691939235,-30.55999947,6.437785149,-120.0,-95.81396484,0.0
2018-07-18 19:56:52.920,16.50379973190769,0.528,-0.095,-0.085,-0.18632635,0.34323275,10.38524235,-39000.0,-260000.0,-410000.0,97013.37891,50.47,0.0699999985,-130.772686005,-181.3829269,12.0,-1.2400000095,-1.691939235,-30.55999947,6.437785149,-120.0,-95.81396484,0.0
2018-07-18 19:56:52.960,16.605961872976923,0.528,-0.095,-0.085,-0.18632635,0.34323275,10.38524235,-39000.0,-260000.0,-410000.0,97013.37891,50.47,0.0699999985,-130.772686005,-181.3829269,12.0,-1.2400000095,-1.691939235,-30.55999947,6.437785149,-120.0,-95.81396484,0.0
2018-07-18 19:56:53.000,16.708124014046152,0.528,-0.095,-0.085,-0.18632635,0.34323275,10.38524235,-39000.0,-260000.0,-410000.0,97013.37891,50.47,0.0699999985,-130.772686005,-181.3829269,12.0,-1.2400000095,-1.691939235,-30.55999947,6.437785149,-120.0,-95.81396484,0.0
2018-07-18 19:56:53.040,16.810286155115385,0.528,-0.095,-0.085,-0.18632635,0.34323275,10.38524235,-39000.0,-260000.0,-410000.0,97013.37891,50.47,0.0699999985,-130.772686005,-181.3829269,12.0,-1.2400000095,-1.691939235,-30.55999947,6.437785149,-120.0,-95.81396484,0.0
2018-07-18 19:56:53.080,16.912448296184614,0.528,-0.095,-0.085,-0.18632635,0.34323275,10.38524235,-39000.0,-260000.0,-410000.0,97013.37891,50.47,0.0699999985,-130.772686005,-181.3829269,12.0,-1.2400000095,-1.691939235,-30.55999947,6.437785149,-120.0,-95.81396484,0.0
2018-07-18 19:56:53.120,17.014610437253847,0.528,-0.095,-0.085,-0.18632635,0.34323275,10.38524235,-39000.0,-260000.0,-410000.0,97013.37891,50.47,0.0699999985,-130.772686005,-181.3829269,12.0,-1.2400000095,-1.691939235,-30.55999947,6.437785149,-120.0,-95.81396484,0.0
2018-07-18 19:56:53.160,17.116772578323076,0.528,-0.095,-0.085,-0.18632635,0.34323275,10.38524235,-39000.0,-260000.0,-410000.0,97013.37891,50.47,0.0699999985,-130.772686005,-181.3829269,12.0,-1.2400000095,-1.691939235,-30.55999947,6.437785149,-120.0,-95.81396484,0.0
2018-07-18 19:56:53.200,17.21893471939231,0.528,-0.095,-0.085,-0.18632635,0.34323275,10.38524235,-39000.0,-260000.0,-410000.0,97013.37891,50.47,0.0699999985,-130.772686005,-181.3829269,12.0,-1.2400000095,-1.691939235,-30.55999947,6.437785149,-120.0,-95.81396484,0.0
2018-07-18 19:56:53.240,17.321096860461537,0.528,-0.095,-0.085,-0.18632635,0.34323275,10.38524235,-39000.0,-260000.0,-410000.0,97013.37891,50.47,0.0699999985,-130.772686005,-181.3829269,12.0,-1.2400000095,-1.691939235,-30.55999947,6.437785149,-120.0,-95.81396484,0.0
2018-07-18 19:56:53.280,17.423259001530766,0.528,-0.095,-0.085,-0.18632635,0.34323275,10.38524235,-39000.0,-260000.0,-410000.0,97013.37891,50.47,0.0699999985,-130.772686005,-181.3829269,12.0,-1.2400000095,-1.691939235,-30.55999947,6.437785149,-120.0,-95.81396484,0.0
2018-07-18 19:56:53.320,17.5254211426,0.528,-0.095,-0.085,-0.18632635,0.34323275,10.38524235,-39000.0,-260000.0,-410000.0,97013.37891,50.47,0.0699999985,-130.772686005,-181.3829269,12.0,-1.2400000095,-1.691939235,-30.55999947,6.437785149,-120.0,-95.81396484,0.0
2018-07-18 19:56:53.360,17.5994102955,0.528,-0.095,-0.085,-0.18632635,0.34323275,10.38524235,-39000.0,-260000.0,-410000.0,97013.37891,50.47,0.0699999985,-130.772686005,-181.3829269,12.0,-1.2400000095,-1.691939235,-30.55999947,6.437785149,-120.0,-95.81396484,0.0
2018-07-18 19:56:53.400,17.673399448399998,0.528,-0.095,-0.085,-0.18632635,0.34323275,10.38524235,-39000.0,-260000.0,-410000.0,97013.37891,50.47,0.0699999985,-130.772686005,-181.3829269,12.0,-1.2400000095,-1.691939235,-30.55999947,6.437785149,-120.0,-95.81396484,0.0
2018-07-18 19:56:53.440,17.7473886013,0.528,-0.095,-0.085,-0.18632635,0.34323275,10.38524235,-39000.0,-260000.0,-410000.0,97013.37891,50.47,0.0699999985,-130.772686005,-181.3829269,12.0,-1.2400000095,-1.691939235,-30.55999947,6.437785149,-120.0,-95.81396484,0.0
2018-07-18 19:56:53.480,17.8213777542,0.528,-0.095,-0.085,-0.18632635,0.34323275,10.38524235,-39000.0,-260000.0,-410000.0,97013.37891,50.47,0.0699999985,-130.772686005,-181.3829269,12.0,-1.2400000095,-1.691939235,-30.55999947,6.437785149,-120.0,-95.81396484,0.0
2018-07-18 19:56:53.520,17.8953669071,0.528,-0.095,-0.085,-0.18632635,0.34323275,10.38524235,-39000.0,-260000.0,-410000.0,97013.37891,50.47,0.0699999985,-130.772686005,-181.3829269,12.0,-1.2400000095,-1.691939235,-30.55999947,6.437785149,-120.0,-95.81396484,0.0
2018-07-18 19:56:53.560,17.969356060000003,0.528,-0.095,-0.085,-0.18632635,0.34323275,10.38524235,-39000.0,-260000.0,-410000.0,97013.37891,50.47,0.0699999985,-130.772686005,-181.3829269,12.0,-1.2400000095,-1.691939235,-30.55999947,6.437785149,-120.0,-95.81396484,0.0
2018-07-18 19:56:53.600,18.0433452129,0.528,-0.095,-0.085,-0.18632635,0.34323275,10.38524235,-39000.0,-260000.0,-410000.0,97013.37891,50.47,0.0699999985,-130.772686005,-181.3829269,12.0,-1.2400000095,-1.691939235,-30.55999947,6.437785149,-120.0,-95.81396484,0.0
2018-07-18 19:56:53.640,18.1173343658,0.528,-0.095,-0.085,-0.18632635,0.34323275,10.38524235,-39000.0,-260000.0,-410000.0,97013.37891,50.47,0.0699999985,-130.772686005,-181.3829269,12.0,-1.2400000095,-1.691939235,-30.55999947,6.437785149,-120.0,-95.81396484,0.0
2018-07-18 19:56:53.680,18.1116138034,0.528,-0.095,-0.085,-0.18632635,0.34323275,10.38524235,-39000.0,-260000.0,-410000.0,97013.37891,50.47,0.0699999985,-130.772686005,-181.3829269,12.0,-1.2400000095,-1.691939235,-30.55999947,6.437785149,-120.0,-95.81396484,0.0
2018-07-18 19:56:53.720,18.105893241,0.528,-0.095,-0.085,-0.18632635,0.34323275,10.38524235,-39000.0,-260000.0,-410000.0,97013.37891,50.47,0.0699999985,-130.772686005,-181.3829269,12.0,-1.2400000095,-1.691939235,-30.55999947,6.437785149,-120.0,-95.81396484,0.0
2018-07-18 19:56:53.760,18.1001726786,0.528,-0.095,-0.085,-0.18632635,0.34323275,10.38524235,-39000.0,-260000.0,-410000.0,97013.37891,50.47,0.0699999985,-130.772686005,-181.3829269,12.0,-1.2400000095,-1.691939235,-30.55999947,6.437785149,-120.0,-95.81396484,0.0
2018-07-18 19:56:53.800,18.0944521162,0.528,-0.095,-0.085,-0.18632635,0.34323275,10.38524235,-39000.0,-260000.0,-410000.0,97013.37891,50.47,0.0699999985,-130.772686005,-181.3829269,12.0,-1.2400000095,-1.691939235,-30.55999947,6.437785149,-120.0,-95.81396484,0.0
2018-07-18 19:56:53.840,18.0887315538,0.528,-0.095,-0.085,-0.18632635,0.34323275,10.38524235,-39000.0,-260000.0,-410000.0,97013.37891,50.47,0.0699999985,-130.772686005,-181.3829269,12.0,-1.2400000095,-1.691939235,-30.55999947,6.437785149,-120.0,-95.81396484,0.0
2018-07-18 19:56:53.880,18.0830109914,0.528,-0.095,-0.085,-0.18632635,0.34323275,10.38524235,-39000.0,-260000.0,-410000.0,97013.37891,50.47,0.0699999985,-130.772686005,-181.3829269,12.0,-1.2400000095,-1.691939235,-30.55999947,6.437785149,-120.0,-95.81396484,0.0
2018-07-18 19:56:53.920,18.077290429,0.528,-0.095,-0.085,-0.18632635,0.34323275,10.38524235,-39000.0,-260000.0,-410000.0,97013.37891,50.47,0.0699999985,-130.772686005,-181.3829269,12.0,-1.2400000095,-1.691939235,-30.55999947,6.437785149,-120.0,-95.81396484,0.0
2018-07-18 19:56:53.960,18.0715698666,0.528,-0.095,-0.085,-0.18632635,0.34323275,10.38524235,-39000.0,-260000.0,-410000.0,97013.37891,50.47,0.0699999985,-130.772686005,-181.3829269,12.0,-1.2400000095,-1.691939235,-30.55999947,6.437785149,-120.0,-95.81396484,0.0
2018-07-18 19:56:54.000,18.0658493042,0.528,-0.095,-0.085,-0.18632635,0.34323275,10.38524235,-39000.0,-260000.0,-410000.0,97013.37891,50.47,0.0699999985,-130.772686005,-181.3829269,12.0,-1.2400000095,-1.691939235,-30.55999947,6.437785149,-120.0,-95.81396484,0.0
2018-07-18 19:56:54.040,18.119520187375,0.528,-0.095,-0.085,-0.18632635,0.34323275,10.38524235,-39000.0,-260000.0,-410000.0,97013.37891,50.47,0.0699999985,-130.772686005,-181.3829269,12.0,-1.2400000095,-1.691939235,-30.55999947,6.437785149,-120.0,-95.81396484,0.0
2018-07-18 19:56:54.080,18.17319107055,0.528,-0.095,-0.085,-0.18632635,0.34323275,10.38524235,-39000.0,-260000.0,-410000.0,97013.37891,50.47,0.0699999985,-130.772686005,-181.3829269,12.0,-1.2400000095,-1.691939235,-30.55999947,6.437785149,-120.0,-95.81396484,0.0
2018-07-18 19:56:54.120,18.226861953725,0.528,-0.095,-0.085,-0.18632635,0.34323275,10.38524235,-39000.0,-260000.0,-410000.0,97013.37891,50.47,0.0699999985,-130.772686005,-181.3829269,12.0,-1.2400000095,-1.691939235,-30.55999947,6.437785149,-120.0,-95.81396484,0.0
2018-07-18 19:56:54.160,18.2805328369,0.528,-0.095,-0.085,-0.18632635,0.34323275,10.38524235,-39000.0,-260000.0,-410000.0,97013.37891,50.47,0.0699999985,-130.772686005,-181.3829269,12.0,-1.2400000095,-1.691939235,-30.55999947,6.437785149,-120.0,-95.81396484,0.0
2018-07-18 19:56:54.200,18.334203720075003,0.528,-0.095,-0.085,-0.18632635,0.34323275,10.38524235,-39000.0,-260000.0,-410000.0,97013.37891,50.47,0.0699999985,-130.772686005,-181.3829269,12.0,-1.2400000095,-1.691939235,-30.55999947,6.437785149,-120.0,-95.81396484,0.0
2018-07-18 19:56:54.240,18.38787460325,0.528,-0.095,-0.085,-0.18632635,0.34323275,10.38524235,-39000.0,-260000.0,-410000.0,97013.37891,50.47,0.0699999985,-130.772686005,-181.3829269,12.0,-1.2400000095,-1.691939235,-30.55999947,6.437785149,-120.0,-95.81396484,0.0
2018-07-18 19:56:54.280,18.441545486425,0.528,-0.095,-0.085,-0.18632635,0.34323275,10.38524235,-39000.0,-260000.0,-410000.0,97013.37891,50.47,0.0699999985,-130.772686005,-181.3829269,12.0,-1.2400000095,-1.691939235,-30.55999947,6.437785149,-120.0,-95.81396484,0.0
2018-07-18 19:56:54.320,18.4952163696,0.528,-0.095,-0.085,-0.18632635,0.34323275,10.38524235,-39000.0,-260000.0,-410000.0,97013.37891,50.47,0.0699999985,-130.772686005,-181.3829269,12.0,-1.2400000095,-1.691939235,-30.55999947,6.437785149,-120.0,-95.81396484,0.0
2018-07-18 19:56:54.360,18.59929466245,0.528,-0.095,-0.085,-0.18632635,0.34323275,10.38524235,-39000.0,-260000.0,-410000.0,97013.37891,50.47,0.0699999985,-130.772686005,-181.3829269,12.0,-1.2400000095,-1.691939235,-30.55999947,6.437785149,-120.0,-95.81396484,0.0
