time,field.airspeed,field.angular_velocity.x,field.angular_velocity.y,field.angular_velocity.z,field.linear_acceleration.x,field.linear_acceleration.y,field.linear_acceleration.z,field.magnetic_field.x,field.magnetic_field.y,field.magnetic_field.z,field.fluid_pressure,field.temperature,field.measured.pitch,field.measured.roll,field.measured.yaw,field.alt_error,field.aspd_error,field.xtrack_error,field.wp_dist,fault_state
2018-07-18 19:56:51.280,17.58425521846,1.0903333333333332,-0.2093333333333333,0.1403333333333333,0.2386284833333333,0.3988037666666666,12.07198615,-145666.66666666666,239000.0,-440666.6666666667,97323.81591666666,60.00333333333333,2.718510151,-22.4634304,82.60158539,-0.629999995,-256.9957886,-117.3384094,14.0,0.0
2018-07-18 19:56:51.320,17.61648654933,0.8956666666666666,-0.2116666666666666,0.1176666666666666,0.1536375166666666,0.3759215833333333,11.95430635,-142333.33333333334,218000.0,-450333.3333333333,97318.40820333334,59.99666666666667,2.718510151,-22.4634304,82.60158539,-0.629999995,-256.9957886,-117.3384094,14.0,0.0
2018-07-18 19:56:51.360,17.6487178802,0.701,-0.214,0.095,0.06864655,0.3530394,11.83662655,-139000.0,197000.0,-460000.0,97313.00049,59.99,4.7017555235,-4.926473139999999,80.36889267000001,-0.75,-210.93379215,-118.2598076,15.0,0.0
2018-07-18 19:56:51.400,17.709297603988887,0.1033333333333332,-0.215,0.123,-0.0261510666666666,0.4641814333333333,12.222354783333332,-140333.33333333334,172666.66666666666,-464333.3333333333,97312.00968666669,59.986666666666665,6.685000896,12.61048412,78.13619995,-0.870000005,-164.8717957,-119.1812058,16.0,0.0
2018-07-18 19:56:51.440,17.769877327777778,-0.4943333333333334,-0.216,0.151,-0.1209486833333333,0.5753234666666667,12.608083016666669,-141666.66666666666,148333.33333333334,-468666.6666666667,97311.01888333334,59.98333333333333,6.685000896,12.61048412,78.13619995,-0.9599999986666666,-170.25859073333334,-119.78419496666666,16.666666666666668,0.0
2018-07-18 19:56:51.480,17.830457051566665,-1.092,-0.217,0.179,-0.2157463,0.6864655,12.99381125,-143000.0,124000.0,-473000.0,97310.02808,59.98,6.685000896,12.61048412,78.13619995,-1.0499999923333334,-175.64538576666666,-120.38718413333334,17.333333333333332,0.0
2018-07-18 19:56:51.520,17.891036775355555,-1.316,-0.147,0.1425,-0.2598762249999999,0.6472389,12.77806495,-143500.0,142500.0,-469000.0,97308.50525,59.975,6.685000896,12.61048412,78.13619995,-1.139999986,-181.0321808,-120.9901733,18.0,0.0
2018-07-18 19:56:51.560,17.951616499144443,-1.54,-0.077,0.106,-0.30400615,0.6080123,12.56231865,-144000.0,161000.0,-465000.0,97306.98242,59.97,6.685000896,12.61048412,78.13619995,-1.294999957,-191.0460434,-121.8862152,19.0,0.0
2018-07-18 19:56:51.600,18.012196222933333,-1.486,-0.024,0.0635,-0.2255529499999999,0.505042475,12.223989225,-144000.0,161000.0,-465000.0,97303.12805,59.965,6.685000896,12.61048412,78.13619995,-1.449999928,-201.059906,-122.7822571,20.0,0.0
2018-07-18 19:56:51.640,18.07277594672222,-1.432,0.029,0.021,-0.14709975,0.40207265,11.8856598,-144000.0,161000.0,-465000.0,97299.27368,59.96,6.685000896,12.61048412,78.13619995,-1.449999928,-201.059906,-122.7822571,20.0,0.0
2018-07-18 19:56:51.680,18.13335567051111,-1.326,0.0403333333333333,0.0073333333333333,-0.1372931,0.46091255,11.8660465,-145333.33333333334,201333.3333333333,-447000.0,97298.19132333332,59.95666666666667,6.685000896,12.61048412,78.13619995,-1.6149999495,-210.2267227,-123.66560745,21.0,0.0
2018-07-18 19:56:51.720,18.1939353943,-1.22,0.0516666666666666,-0.0063333333333333,-0.12748645,0.5197524499999999,11.8464332,-146666.66666666666,241666.6666666667,-429000.0,97297.10896666668,59.95333333333333,6.685000896,12.61048412,78.13619995,-1.779999971,-219.3935394,-124.5489578,22.0,0.0
2018-07-18 19:56:51.760,18.118345022212495,-1.114,0.063,-0.02,-0.1176798,0.57859235,11.8268199,-148000.0,282000.0,-411000.0,97296.02661,59.95,7.6163060665,0.6133637400000005,77.243980405,-1.9599999185,-220.2457428,-125.4069595,22.5,0.0
2018-07-18 19:56:51.800,18.042754650125,-1.0686666666666669,0.0606666666666666,-0.0303333333333333,-0.0098066499999999,0.4380303666666666,11.2580342,-151666.66666666666,296000.0,-401000.0,97295.54239666669,59.946666666666665,8.547611237,-11.38375664,76.35176086,-2.139999866,-221.0979462,-126.2649612,23.0,0.0
2018-07-18 19:56:51.840,17.967164278037497,-1.0233333333333334,0.0583333333333333,-0.0406666666666666,0.0980665,0.2974683833333333,10.6892485,-155333.33333333334,310000.0,-391000.0,97295.05818333333,59.943333333333335,8.547611237,-11.38375664,76.35176086,-2.519999981,-200.628479,-127.9894028,25.0,0.0
2018-07-18 19:56:51.880,17.891573905949997,-0.978,0.056,-0.051,0.20593965,0.1569064,10.1204628,-159000.0,324000.0,-381000.0,97294.57397,59.94,8.547611237,-11.38375664,76.35176086,-2.519999981,-200.628479,-127.9894028,25.0,0.0
2018-07-18 19:56:51.920,17.8159835338625,-0.851,0.051,-0.0745,0.250069575,-0.0147099749999999,10.007686325,-171000.0,340000.0,-367000.0,97294.84558,59.935,8.547611237,-11.38375664,76.35176086,-2.519999981,-200.628479,-127.9894028,25.0,0.0
2018-07-18 19:56:51.960,17.740393161775,-0.724,0.046,-0.098,0.2941995,-0.18632635,9.89490985,-183000.0,356000.0,-353000.0,97295.11719,59.93,8.547611237,-11.38375664,76.35176086,-2.519999981,-200.628479,-127.9894028,25.0,0.0
2018-07-18 19:56:52.000,17.6648027896875,-0.738,0.0095,-0.021,0.5638823749999999,-0.161809725,10.38524235,-183000.0,356000.0,-353000.0,97295.11719,59.93,8.547611237,-11.38375664,76.35176086,-2.889999866,-158.9212341,-129.6715851,27.0,0.0
2018-07-18 19:56:52.040,17.5892124176,-0.752,-0.027,0.056,0.83356525,-0.1372931,10.87557485,-183000.0,356000.0,-353000.0,97295.11719,59.93,7.995443344,-26.83698463,77.38871765,-2.889999866,-158.9212341,-129.6715851,27.0,0.0
2018-07-18 19:56:52.080,17.483129501344443,-0.6880000000000001,-0.0213333333333333,0.0763333333333333,1.0002783,-0.2909306166666666,10.457157783333331,-190000.0,364000.0,-345333.3333333333,97293.89038333332,59.92666666666667,7.995443344,-26.83698463,77.38871765,-3.25,-145.7475586,-131.3706665,28.0,0.0
2018-07-18 19:56:52.120,17.377046585088888,-0.624,-0.0156666666666666,0.0966666666666666,1.16699135,-0.4445681333333333,10.038740716666666,-197000.0,372000.0,-337666.6666666667,97292.66357666667,59.92333333333333,7.995443344,-26.83698463,77.38871765,-3.3349999785,-142.918296825,-131.789096825,28.5,0.0
2018-07-18 19:56:52.160,17.270963668833332,-0.56,-0.01,0.117,1.3337044,-0.59820565,9.62032365,-204000.0,380000.0,-330000.0,97291.43677,59.92,7.995443344,-26.83698463,77.38871765,-3.419999957,-140.08903505,-132.20752715,29.0,0.0
2018-07-18 19:56:52.200,17.164880752577776,-0.471,-0.0273333333333333,0.1443333333333333,1.4775352666666666,-0.5295591000000001,8.950202566666666,-203666.66666666663,391666.6666666667,-318666.6666666667,97295.94319666666,59.91333333333333,7.995443344,-26.83698463,77.38871765,-3.659999907,-123.389244075,-133.462825775,30.5,0.0
2018-07-18 19:56:52.240,17.058797836322224,-0.382,-0.0446666666666666,0.1716666666666667,1.6213661333333331,-0.46091255,8.280081483333333,-203333.3333333333,403333.3333333333,-307333.3333333333,97300.44962333332,59.906666666666666,7.995443344,-26.83698463,77.38871765,-3.899999857,-106.6894531,-134.7181244,32.0,0.0
2018-07-18 19:56:52.280,16.95271492006667,-0.293,-0.062,0.199,1.765197,-0.392266,7.6099604,-203000.0,415000.0,-296000.0,97304.95605,59.9,7.995443344,-26.83698463,77.38871765,-3.899999857,-106.6894531,-134.7181244,32.0,0.0
2018-07-18 19:56:52.320,16.846632003811113,-0.246,-0.0945,0.229,1.569064,-0.397169325,7.869836625,-178500.0,419500.0,-283500.0,97295.950315,59.895,7.995443344,-26.83698463,77.38871765,-3.899999857,-106.6894531,-134.7181244,32.0,0.0
2018-07-18 19:56:52.360,16.740549087555557,-0.199,-0.127,0.259,1.372931,-0.40207265,8.12971285,-154000.0,424000.0,-271000.0,97286.94458,59.89,7.995443344,-26.83698463,77.38871765,-3.899999857,-106.6894531,-134.7181244,32.0,0.0
2018-07-18 19:56:52.400,16.6344661713,-0.2095,-0.162,0.2815,1.103248125,-0.2745862,7.933579850000001,-143000.0,427500.0,-263000.0,97283.462525,59.885000000000005,7.020170689,-35.97161865,74.41744232,-4.170000076,-63.44661713,-136.3749542,33.0,0.0
2018-07-18 19:56:52.440,16.590750885040002,-0.22,-0.197,0.304,0.83356525,-0.14709975,7.73744685,-132000.0,431000.0,-255000.0,97279.98047,59.88,7.020170689,-35.97161865,74.41744232,-4.170000076,-63.44661713,-136.3749542,33.0,0.0
2018-07-18 19:56:52.480,16.547035598780003,-0.2293333333333333,-0.2206666666666666,0.3016666666666666,0.8597163166666667,-0.2255529499999999,8.7279185,-128000.0,432333.3333333333,-252333.3333333333,97280.60506333334,59.876666666666665,7.020170689,-35.97161865,74.41744232,-4.389999866,-27.61611938,-138.0486603,35.0,0.0
2018-07-18 19:56:52.520,16.50332031252,-0.2386666666666666,-0.2443333333333333,0.2993333333333333,0.8858673833333334,-0.30400615,9.71839015,-124000.0,433666.6666666667,-249666.66666666663,97281.22965666666,59.873333333333335,7.020170689,-35.97161865,74.41744232,-4.389999866,-27.61611938,-138.0486603,35.0,0.0
2018-07-18 19:56:52.560,16.45960502626,-0.248,-0.268,0.297,0.91201845,-0.38245935,10.7088618,-120000.0,435000.0,-247000.0,97281.85425,59.87,7.020170689,-35.97161865,74.41744232,-4.389999866,-27.61611938,-138.0486603,35.0,0.0
2018-07-18 19:56:52.600,16.41588974,-0.297,-0.2965,0.3005,1.0002783,-0.2598762249999999,10.978544674999998,-120000.0,435000.0,-247000.0,97281.85425,59.87,7.020170689,-35.97161865,74.41744232,-4.559999943,-11.45191193,-139.6632233,37.0,0.0
2018-07-18 19:56:52.640,16.37217445374,-0.346,-0.325,0.304,1.08853815,-0.1372931,11.24822755,-120000.0,435000.0,-247000.0,97281.85425,59.87,7.020170689,-35.97161865,74.41744232,-4.559999943,-11.45191193,-139.6632233,37.0,0.0
2018-07-18 19:56:52.680,16.328459167480002,-0.3249999999999999,-0.3146666666666666,0.3063333333333333,1.3304355166666666,-0.1830574666666666,11.182849883333333,-136000.0,439333.3333333333,-243000.0,97285.71981,59.86333333333333,7.020170689,-35.97161865,74.41744232,-4.71999979,-14.50061798,-141.3200531,38.0,0.0
2018-07-18 19:56:52.720,16.28474388122,-0.304,-0.3043333333333333,0.3086666666666666,1.5723328833333334,-0.2288218333333333,11.117472216666666,-152000.0,443666.6666666667,-239000.0,97289.58537,59.85666666666667,7.020170689,-35.97161865,74.41744232,-4.7899997235,-17.115974425,-142.1231003,39.0,0.0
2018-07-18 19:56:52.760,16.24102859496,-0.283,-0.294,0.311,1.81423025,-0.2745862,11.05209455,-168000.0,448000.0,-235000.0,97293.45093,59.85,7.020170689,-35.97161865,74.41744232,-4.859999657,-19.73133087,-142.9261475,40.0,0.0
2018-07-18 19:56:52.800,16.1973133087,-0.258,-0.3185,0.317,2.2751428,-0.4511059,11.831723225,-168000.0,448000.0,-235000.0,97293.45093,59.85,7.090034008,-44.03111649,64.99840546,-4.859999657,-19.73133087,-142.9261475,40.0,0.0
2018-07-18 19:56:52.840,16.29947544976923,-0.233,-0.343,0.323,2.73605535,-0.6276256,12.6113519,-168000.0,448000.0,-235000.0,97293.45093,59.85,7.090034008,-44.03111649,64.99840546,-4.859999657,-19.73133087,-142.9261475,40.0,0.0
2018-07-18 19:56:52.880,16.40163759083846,-0.1443333333333333,-0.3876666666666666,0.3353333333333333,2.9223817,-0.6112811833333334,13.036306733333332,-171333.33333333334,450666.6666666667,-233000.0,97292.48250333332,59.84333333333333,7.090034008,-44.03111649,64.99840546,-4.989999771,-33.81690979,-144.5407104,42.0,0.0
2018-07-18 19:56:52.920,16.50379973190769,-0.0556666666666666,-0.4323333333333333,0.3476666666666667,3.10870805,-0.5949367666666666,13.461261566666668,-174666.66666666666,453333.3333333333,-231000.0,97291.51407666667,59.836666666666666,7.090034008,-44.03111649,64.99840546,-4.989999771,-33.81690979,-144.5407104,42.0,0.0
2018-07-18 19:56:52.960,16.605961872976923,0.033,-0.477,0.36,3.2950344,-0.57859235,13.8862164,-178000.0,456000.0,-229000.0,97290.54565,59.83,7.090034008,-44.03111649,64.99840546,-5.049999714,-42.35801697,-145.32260889999998,42.5,0.0
2018-07-18 19:56:53.000,16.708124014046152,0.0103333333333333,-0.4773333333333333,0.377,3.3277232333333333,-0.4151481833333333,14.2196425,-172000.0,456333.3333333333,-227666.66666666663,97293.08675,59.82666666666667,7.090034008,-44.03111649,64.99840546,-5.109999657,-50.89912415,-146.1045074,43.0,0.0
2018-07-18 19:56:53.040,16.810286155115385,-0.0123333333333333,-0.4776666666666666,0.3939999999999999,3.3604120666666666,-0.2517040166666667,14.5530686,-166000.0,456666.6666666667,-226333.3333333333,97295.62785,59.82333333333333,7.090034008,-44.03111649,64.99840546,-5.21999979,-82.26852417,-147.6345367,45.0,0.0
2018-07-18 19:56:53.080,16.912448296184614,-0.035,-0.478,0.411,3.3931009,-0.08825985,14.8864947,-160000.0,457000.0,-225000.0,97298.16895,59.82,7.090034008,-44.03111649,64.99840546,-5.21999979,-82.26852417,-147.6345367,45.0,0.0
2018-07-18 19:56:53.120,17.014610437253847,-0.139,-0.516,0.409,3.12832135,0.4314926,15.52392695,-160000.0,457000.0,-225000.0,97298.16895,59.82,7.090034008,-44.03111649,64.99840546,-5.21999979,-82.26852417,-147.6345367,45.0,0.0
2018-07-18 19:56:53.160,17.116772578323076,-0.1398,-0.5248,0.3886,3.21854253,0.33931009,16.11428728,-155400.0,457400.0,-223600.0,97297.341312,59.816,7.090034008,-44.03111649,64.99840546,-5.279999733,-100.859642035,-148.37419125000002,45.5,0.0
2018-07-18 19:56:53.200,17.21893471939231,-0.1406,-0.5336000000000001,0.3681999999999999,3.30876371,0.24712758,16.70464761,-150800.0,457800.0,-222200.0,97296.513674,59.812,7.090034008,-44.03111649,64.99840546,-5.339999676,-119.4507599,-149.1138458,46.0,0.0
2018-07-18 19:56:53.240,17.321096860461537,-0.1414,-0.5424,0.3478,3.39898489,0.15494507,17.29500794,-146200.0,458200.0,-220800.0,97295.686036,59.808,7.090034008,-44.03111649,64.99840546,-5.399999857,-135.9964371,-149.819664,47.0,0.0
2018-07-18 19:56:53.280,17.423259001530766,-0.1422,-0.5512,0.3274,3.4892060700000003,0.06276256,17.88536827,-141600.0,458600.0,-219400.0,97294.858398,59.804,7.090034008,-44.03111649,64.99840546,-5.460000038,-152.5421143,-150.5254822,48.0,0.0
2018-07-18 19:56:53.320,17.5254211426,-0.143,-0.56,0.307,3.57942725,-0.02941995,18.4757286,-137000.0,459000.0,-218000.0,97294.03076,59.8,7.7067940235,-47.4385891,56.08355713,-5.524999857,-171.3628769,-151.2144165,48.5,0.0
2018-07-18 19:56:53.360,17.5994102955,-0.087,-0.53,0.29,3.4323275,-0.196133,17.52448355,-139000.0,461000.0,-212000.0,97292.3645,59.79,8.323554039,-50.84606171,47.1687088,-5.589999676,-190.1836395,-151.9033508,49.0,0.0
2018-07-18 19:56:53.400,17.673399448399998,0.0205,-0.544,0.2955,3.309744375,-0.201036325,16.5340119,-139000.0,461000.0,-212000.0,97292.3645,59.79,8.323554039,-50.84606171,47.1687088,-5.589999676,-190.1836395,-151.9033508,49.0,0.0
2018-07-18 19:56:53.440,17.7473886013,0.128,-0.558,0.301,3.18716125,-0.20593965,15.54354025,-139000.0,461000.0,-212000.0,97292.3645,59.79,8.323554039,-50.84606171,47.1687088,-5.589999676,-190.1836395,-151.9033508,49.0,0.0
2018-07-18 19:56:53.480,17.8213777542,0.0996666666666666,-0.5900000000000001,0.3093333333333333,3.281958866666667,-0.3465016333333333,16.540549666666667,-135000.0,461000.0,-211333.3333333333,97290.78369,59.78666666666667,8.323554039,-50.84606171,47.1687088,-5.71999979,-196.8439026,-153.1966858,51.0,0.0
2018-07-18 19:56:53.520,17.8953669071,0.0713333333333333,-0.622,0.3176666666666666,3.376756483333333,-0.4870636166666666,17.53755908333333,-131000.0,461000.0,-210666.66666666663,97289.20288,59.78333333333333,8.323554039,-50.84606171,47.1687088,-5.71999979,-196.8439026,-153.1966858,51.0,0.0
2018-07-18 19:56:53.560,17.969356060000003,0.043,-0.654,0.326,3.4715541,-0.6276256,18.5345685,-127000.0,461000.0,-210000.0,97287.62207,59.78,8.323554039,-50.84606171,47.1687088,-5.859999657,-202.4875641,-154.4308014,52.0,0.0
2018-07-18 19:56:53.600,18.0433452129,0.0814999999999999,-0.6425000000000001,0.3665,3.4372308250000003,-0.5491724,18.4168887,-129500.0,461000.0,-212500.0,97288.168335,59.77,8.323554039,-50.84606171,47.1687088,-5.859999657,-202.4875641,-154.4308014,52.0,0.0
2018-07-18 19:56:53.640,18.1173343658,0.12,-0.631,0.407,3.40290755,-0.4707192,18.2992089,-132000.0,461000.0,-215000.0,97288.7146,59.76,8.323554039,-50.84606171,47.1687088,-5.859999657,-202.4875641,-154.4308014,52.0,0.0
2018-07-18 19:56:53.680,18.1116138034,0.12,-0.6286,0.413,3.334261,-0.40991797,17.84614167,-126000.0,459600.0,-218400.0,97287.74414,59.758,10.20196533,-52.24345398,34.24899292,-6.009999752,-211.733429,-155.5635376,53.0,0.0
2018-07-18 19:56:53.720,18.105893241,0.12,-0.6262,0.419,3.26561445,-0.34911674,17.39307444,-120000.0,458200.0,-221800.0,97286.77368,59.756,10.20196533,-52.24345398,34.24899292,-6.069999853666666,-210.607015,-155.89880879999998,53.66666666666666,0.0
2018-07-18 19:56:53.760,18.1001726786,0.12,-0.6238,0.425,3.1969679,-0.28831551,16.94000721,-114000.0,456800.0,-225200.0,97285.80322,59.754,10.20196533,-52.24345398,34.24899292,-6.129999955333333,-209.480601,-156.23408,54.333333333333336,0.0
2018-07-18 19:56:53.800,18.0944521162,0.12,-0.6214,0.431,3.12832135,-0.22751428,16.48693998,-108000.0,455400.0,-228600.0,97284.83276,59.752,10.20196533,-52.24345398,34.24899292,-6.190000057,-208.354187,-156.5693512,55.0,0.0
2018-07-18 19:56:53.840,18.0887315538,0.12,-0.619,0.437,3.0596748,-0.16671305,16.03387275,-102000.0,454000.0,-232000.0,97283.8623,59.75,10.20196533,-52.24345398,34.24899292,-6.190000057,-208.354187,-156.5693512,55.0,0.0
2018-07-18 19:56:53.880,18.0830109914,0.039,-0.614,0.452,3.06948145,-0.196133,16.58304515,-102000.0,454000.0,-232000.0,97279.90112,59.74,10.20196533,-52.24345398,34.24899292,-6.2799999715,-204.46624755,-157.0300522,55.5,0.0
2018-07-18 19:56:53.920,18.077290429,0.027,-0.621,0.458,3.084191425,-0.122583125,16.891954625,-93500.0,450000.0,-237000.0,97281.48193,59.735,10.20196533,-52.24345398,34.24899292,-6.369999886,-200.5783081,-157.4907532,56.0,0.0
2018-07-18 19:56:53.960,18.0715698666,0.015,-0.628,0.464,3.0989014,-0.04903325,17.2008641,-85000.0,446000.0,-242000.0,97283.06274,59.73,10.20196533,-52.24345398,34.24899292,-6.549999714,-206.5849304,-158.2853394,57.0,0.0
2018-07-18 19:56:54.000,18.0658493042,0.009,-0.629,0.4515,3.152837975,-0.0245166249999989,17.156734175,-85000.0,446000.0,-242000.0,97283.06274,59.73,10.05063057,-54.17011642,20.51773643,-6.549999714,-206.5849304,-158.2853394,57.0,0.0
2018-07-18 19:56:54.040,18.119520187375,0.003,-0.63,0.439,3.20677455,2.1e-15,17.11260425,-85000.0,446000.0,-242000.0,97283.06274,59.73,10.05063057,-54.17011642,20.51773643,-6.649999857,-213.27075955,-158.63611605,57.5,0.0
2018-07-18 19:56:54.080,18.17319107055,0.062,-0.6263333333333333,0.4176666666666667,3.193699016666667,-0.0196132999999986,16.560162966666667,-87000.0,444333.3333333333,-243666.66666666663,97279.42708,59.72666666666667,10.05063057,-54.17011642,20.51773643,-6.75,-219.9565887,-158.9868927,58.0,0.0
2018-07-18 19:56:54.120,18.226861953725,0.121,-0.6226666666666667,0.3963333333333333,3.180623483333333,-0.0392265999999993,16.007721683333333,-89000.0,442666.6666666667,-245333.3333333333,97275.79142,59.72333333333333,10.05063057,-54.17011642,20.51773643,-6.75,-219.9565887,-158.9868927,58.0,0.0
2018-07-18 19:56:54.160,18.2805328369,0.18,-0.619,0.375,3.16754795,-0.0588399,15.4552804,-91000.0,441000.0,-247000.0,97272.15576,59.72,10.05063057,-54.17011642,20.51773643,-6.849999904500001,-226.0280609,-159.27007295,58.5,0.0
2018-07-18 19:56:54.200,18.334203720075003,0.147,-0.615,0.3375,2.986124925,-0.4903325,15.8475464,-81500.0,440000.0,-250500.0,97272.924805,59.71,10.05063057,-54.17011642,20.51773643,-6.949999809,-232.0995331,-159.5532532,59.0,0.0
2018-07-18 19:56:54.240,18.38787460325,0.114,-0.611,0.3,2.8047019,-0.9218251,16.2398124,-72000.0,439000.0,-254000.0,97273.69385,59.7,10.05063057,-54.17011642,20.51773643,-7.049999714,-240.81058505,-159.77721405,59.5,0.0
2018-07-18 19:56:54.280,18.441545486425,0.199,-0.6315,0.3365,2.878251775,-0.6276256,17.0831843,-70500.0,436500.0,-258500.0,97273.69385,59.7,10.05063057,-54.17011642,20.51773643,-7.149999619,-249.521637,-160.0011749,60.0,0.0
2018-07-18 19:56:54.320,18.4952163696,0.284,-0.652,0.373,2.95180165,-0.3334261,17.9265562,-69000.0,434000.0,-263000.0,97273.69385,59.7,10.93986702,-54.94436264,7.119991302,-7.149999619,-249.521637,-160.0011749,60.0,0.0
2018-07-18 19:56:54.360,18.59929466245,0.2564999999999999,-0.64625,0.38575,2.9395433375,-0.2500695749999994,18.044236,-68750.0,432000.0,-266500.0,97271.2326075,59.695,10.93986702,-54.94436264,7.119991302,-7.369999886,-280.8015747,-160.3139343,61.0,0.0
2018-07-18 19:56:54.400,18.7033729553,0.2289999999999999,-0.6405000000000001,0.3984999999999999,2.927285025,-0.1667130499999988,18.161915800000003,-68500.0,430000.0,-270000.0,97268.771365,59.69,10.93986702,-54.94436264,7.119991302,-7.369999886,-280.8015747,-160.3139343,61.0,0.0
2018-07-18 19:56:54.440,18.80745124815,0.2014999999999999,-0.63475,0.41125,2.9150267125,-0.0833565249999983,18.2795956,-68250.0,428000.0,-273500.0,97266.3101225,59.685,10.93986702,-54.94436264,7.119991302,-7.369999886,-280.8015747,-160.3139343,61.0,0.0
2018-07-18 19:56:54.480,18.911529541,0.174,-0.629,0.424,2.9027684,2.25e-15,18.3972754,-68000.0,426000.0,-277000.0,97263.84888,59.68,10.93986702,-54.94436264,7.119991302,-7.599999905,-301.5726013,-160.4913788,62.0,0.0
2018-07-18 19:56:54.520,19.01560783385,0.0915,-0.6475,0.4185,3.04986815,-0.0686465499999988,19.157290775,-74500.0,422000.0,-283000.0,97263.84888,59.68,10.93986702,-54.94436264,7.119991302,-7.599999905,-301.5726013,-160.4913788,62.0,0.0
2018-07-18 19:56:54.560,19.1196861267,0.009,-0.666,0.413,3.1969679,-0.1372931,19.91730615,-81000.0,418000.0,-289000.0,97263.84888,59.68,10.93986702,-54.94436264,7.119991302,-7.859999657,-326.6964111,-160.5082855,63.0,0.0
2018-07-18 19:56:54.600,19.22376441955,0.0904999999999999,-0.6415,0.399,2.9616083,-0.220649625,19.927112800000003,-76000.0,415500.0,-294000.0,97261.239625,59.675,10.93986702,-54.94436264,7.119991302,-7.859999657,-326.6964111,-160.5082855,63.0,0.0
2018-07-18 19:56:54.640,19.3278427124,0.172,-0.617,0.385,2.7262487,-0.30400615,19.93691945,-71000.0,413000.0,-299000.0,97258.63037,59.67,10.93986702,-54.94436264,7.119991302,-7.859999657,-326.6964111,-160.5082855,63.0,0.0
2018-07-18 19:56:54.680,19.43192100525,0.1946666666666666,-0.6116666666666667,0.3963333333333333,2.670677683333333,-0.3007372666666666,19.32563826666667,-74000.0,409333.3333333333,-304666.6666666667,97256.80542,59.66333333333333,10.93986702,-54.94436264,7.119991302,-8.130000114,-353.5999146,-160.3645782,63.0,0.0
2018-07-18 19:56:54.720,19.5359992981,0.2173333333333333,-0.6063333333333333,0.4076666666666667,2.6151066666666667,-0.2974683833333333,18.714357083333333,-77000.0,405666.6666666667,-310333.3333333333,97254.98047,59.656666666666666,11.33211517,-55.05168915,-10.68118858,-8.130000114,-353.5999146,-160.3645782,63.0,0.0
