time,field.angular_velocity.x,field.angular_velocity.y,field.angular_velocity.z,field.linear_acceleration.x,field.linear_acceleration.y,field.linear_acceleration.z,field.fluid_pressure,field.magnetic_field.x,field.magnetic_field.y,field.magnetic_field.z,field.temperature,field.alt_error,field.aspd_error,field.xtrack_error,field.wp_dist,field.measured,field.measured.1,field.measured.2,fault_state,field.airspeed
2018-09-11 19:19:06.960,0.2603999999999999,-0.1036,-0.2276,-1.19248864,0.73353742,11.40513395,97425.638428,-512400.0,-122400.0,-881600.0,40.544,-0.5633333026666667,-555.6304932,56.99650955333333,11.333333333333334,-1.013796687,29.54969978,-23.88194847,0.0,0.0
2018-09-11 19:19:07.000,0.2512,-0.0928,-0.2358,-1.29251647,0.6903881599999999,11.48358715,97425.334474,-458200.0,-135200.0,-843800.0,40.542,-0.599999964,-555.6304932,57.23601532,12.0,-1.013796687,29.54969978,-23.88194847,0.0,0.0
2018-09-11 19:19:07.040,0.242,-0.082,-0.244,-1.3925443,0.6472389,11.56204035,97425.03052,-404000.0,-148000.0,-806000.0,40.54,-0.599999964,-555.6304932,57.23601532,12.0,-1.013796687,29.54969978,-23.88194847,0.0,0.0
2018-09-11 19:19:07.080,0.231,-0.06,-0.241,-1.28467115,0.5491724,11.01286795,97425.03052,-404000.0,-148000.0,-806000.0,40.54,-0.709999979,-525.65802,57.90380859,14.0,-1.508789539,36.8799057,-18.44193077,0.0,0.0
2018-09-11 19:19:07.120,0.2145,-0.0419999999999999,-0.246,-1.42196425,0.4952358249999999,10.282272525,97423.14453,-368000.0,-155000.0,-780500.0,40.54,-0.709999979,-525.65802,57.90380859,14.0,-1.508789539,36.8799057,-18.44193077,0.0,0.0
2018-09-11 19:19:07.160,0.198,-0.024,-0.251,-1.55925735,0.44129925,9.5516771,97421.25854,-332000.0,-162000.0,-755000.0,40.54,-0.709999979,-525.65802,57.90380859,14.0,-1.508789539,36.8799057,-18.44193077,0.0,0.0
2018-09-11 19:19:07.200,0.1996666666666667,-0.016,-0.2426666666666666,-1.5527195833333334,0.4380303666666666,9.3359308,97417.91992,-289333.3333333333,-171000.0,-718000.0,40.53666666666667,-0.819999993,-525.65802,58.5039444,16.0,-1.508789539,36.8799057,-18.44193077,0.0,0.0
2018-09-11 19:19:07.240,0.2013333333333333,-0.008,-0.2343333333333333,-1.5461818166666663,0.4347614833333333,9.1201845,97414.5813,-246666.6666666667,-180000.0,-681000.0,40.53333333333333,-0.819999993,-525.65802,58.5039444,16.0,-1.508789539,36.8799057,-18.44193077,0.0,0.0
2018-09-11 19:19:07.280,0.203,-2.77e-17,-0.226,-1.53964405,0.4314926,8.9044382,97411.24268,-204000.0,-189000.0,-644000.0,40.53,-0.819999993,-525.65802,58.5039444,16.0,-1.508789539,36.8799057,-18.44193077,0.0,0.0
2018-09-11 19:19:07.320,0.2045,0.0064999999999999,-0.22,-1.573967325,0.514849125,8.389589075,97411.24268,-204000.0,-189000.0,-644000.0,40.53,-0.909999967,-508.8384705,59.04494476,19.0,-1.508789539,36.8799057,-18.44193077,0.0,0.0
2018-09-11 19:19:07.360,0.206,0.013,-0.214,-1.6082906,0.59820565,7.87473995,97411.24268,-204000.0,-189000.0,-644000.0,40.53,-0.909999967,-508.8384705,59.04494476,19.0,-1.508789539,36.8799057,-18.44193077,0.0,0.0
2018-09-11 19:19:07.400,0.182,0.008,-0.2254999999999999,-1.7259704,0.6423355749999999,7.938483175,97411.218265,-182000.0,-195000.0,-628500.0,40.53,-0.979999959,-508.8384705,59.52674484,21.0,-1.508789539,36.8799057,-18.44193077,0.0,0.0
2018-09-11 19:19:07.440,0.158,0.003,-0.237,-1.8436502,0.6864655,8.0022264,97411.19385,-160000.0,-201000.0,-613000.0,40.53,-0.979999959,-508.8384705,59.52674484,21.0,-1.508789539,36.8799057,-18.44193077,0.0,0.0
2018-09-11 19:19:07.480,0.1363333333333333,0.007,-0.2423333333333333,-1.846919083333333,0.6374322499999999,8.0022264,97409.96094,-141000.0,-204333.3333333333,-601333.3333333334,40.53,-0.99999997,-494.30303955,59.74652481,22.0,-1.508789539,36.8799057,-18.44193077,0.0,0.0
2018-09-11 19:19:07.520,0.1146666666666666,0.011,-0.2476666666666666,-1.8501879666666663,0.588399,8.0022264,97408.72803,-122000.0,-207666.66666666663,-589666.6666666666,40.53,-1.019999981,-479.7676086,59.96630478,23.0,-1.508789539,36.8799057,-18.44193077,0.0,0.0
2018-09-11 19:19:07.560,0.093,0.015,-0.253,-1.85345685,0.53936575,8.0022264,97407.49512,-103000.0,-211000.0,-578000.0,40.53,-1.019999981,-479.7676086,59.96630478,23.0,-1.508789539,36.8799057,-18.44193077,0.0,0.0
2018-09-11 19:19:07.600,0.0925,0.0204999999999999,-0.259,-1.9024901,0.53936575,7.703123574999999,97407.49512,-79000.0,-215000.0,-558000.0,40.53,-1.019999981,-479.7676086,60.34669113,25.0,-5.622407436,42.75153351,-12.9230051,0.0,0.0
2018-09-11 19:19:07.640,0.092,0.026,-0.265,-1.95152335,0.53936575,7.40402075,97407.49512,-55000.0,-219000.0,-538000.0,40.53,-1.019999981,-479.7676086,60.34669113,25.0,-5.622407436,42.75153351,-12.9230051,0.0,0.0
2018-09-11 19:19:07.680,0.08075,0.01725,-0.25925,-1.985846625,0.57859235,7.3574391625,97407.0404075,-35000.0,-220750.0,-526000.0,40.5275,-1.0,-443.1491699,60.68478394,27.0,-5.622407436,42.75153351,-12.9230051,0.0,0.0
2018-09-11 19:19:07.720,0.0695,0.0085,-0.2535,-2.0201699,0.61781895,7.310857575,97406.585695,-15000.0,-222500.0,-514000.0,40.525000000000006,-1.0,-443.1491699,60.68478394,27.0,-5.622407436,42.75153351,-12.9230051,0.0,0.0
2018-09-11 19:19:07.760,0.0582499999999999,-0.0002499999999999,-0.24775,-2.054493175,0.65704555,7.2642759875,97406.1309825,5000.0,-224250.0,-502000.0,40.5225,-0.9650000035,-443.1491699,60.828483585,28.0,-5.622407436,42.75153351,-12.9230051,0.0,0.0
2018-09-11 19:19:07.800,0.047,-0.009,-0.242,-2.08881645,0.69627215,7.2176944,97405.67627,25000.0,-226000.0,-490000.0,40.52,-0.930000007,-443.1491699,60.97218323,29.0,-5.622407436,42.75153351,-12.9230051,0.0,0.0
2018-09-11 19:19:07.840,0.0485,-0.0099999999999999,-0.244,-2.044686525,0.7207887749999999,7.144144525,97405.67627,25000.0,-226000.0,-490000.0,40.52,-0.930000007,-443.1491699,60.97218323,29.0,-5.622407436,42.75153351,-12.9230051,0.0,0.0
2018-09-11 19:19:07.880,0.05,-0.011,-0.246,-2.0005566,0.7453054,7.07059465,97405.67627,25000.0,-226000.0,-490000.0,40.52,-0.875,-437.65496825,61.0947361,30.0,-5.622407436,42.75153351,-12.9230051,0.0,0.0
2018-09-11 19:19:07.920,0.023,-0.0104999999999999,-0.2585,-2.02997655,0.7207887749999999,7.0166580750000005,97404.2511,42500.0,-226000.0,-479000.0,40.52,-0.819999993,-432.1607666,61.21728897,31.0,-5.622407436,42.75153351,-12.9230051,0.0,0.0
2018-09-11 19:19:07.960,-0.004,-0.01,-0.271,-2.0593965,0.69627215,6.9627215,97402.82593,60000.0,-226000.0,-468000.0,40.52,-0.819999993,-432.1607666,61.21728897,31.0,-8.876423836,44.05764008,-9.40550518,0.0,0.0
2018-09-11 19:19:08.000,-0.0125,-0.003,-0.2905,-2.034879875,0.6423355749999999,6.781298475,97405.755615,76000.0,-227500.0,-457500.0,40.52,-0.669999957,-432.1607666,61.42015839,33.0,-8.876423836,44.05764008,-9.40550518,0.0,0.0
2018-09-11 19:19:08.040,-0.021,0.004,-0.31,-2.01036325,0.588399,6.59987545,97408.6853,92000.0,-229000.0,-447000.0,40.52,-0.6066666343333333,-424.2510579333333,61.47367732,33.666666666666664,-8.876423836,44.05764008,-9.40550518,0.0,0.0
2018-09-11 19:19:08.080,-0.0316666666666666,-0.0076666666666666,-0.3153333333333333,-2.0365143166666666,0.5557101666666666,6.7044797166666665,97409.63134666666,101000.0,-227666.66666666663,-443000.0,40.516666666666666,-0.5433333116666667,-416.3413492666666,61.52719625,34.333333333333336,-8.876423836,44.05764008,-9.40550518,0.0,0.0
2018-09-11 19:19:08.120,-0.0423333333333333,-0.0193333333333333,-0.3206666666666666,-2.062665383333333,0.5230213333333333,6.809083983333333,97410.57739333334,110000.0,-226333.3333333333,-439000.0,40.513333333333335,-0.479999989,-408.4316406,61.58071518,35.0,-8.876423836,44.05764008,-9.40550518,0.0,0.0
2018-09-11 19:19:08.160,-0.053,-0.031,-0.326,-2.08881645,0.4903325,6.91368825,97411.52344,119000.0,-225000.0,-435000.0,40.51,-0.479999989,-408.4316406,61.58071518,35.0,-8.876423836,44.05764008,-9.40550518,0.0,0.0
2018-09-11 19:19:08.200,-0.059,-0.0353333333333333,-0.3293333333333333,-2.14765635,0.6472389,7.01175475,97412.93131666668,134333.33333333334,-221000.0,-428333.3333333333,40.51,-0.3649999945,-408.4316406,61.644111635,36.0,-8.876423836,44.05764008,-9.40550518,0.0,0.0
2018-09-11 19:19:08.240,-0.065,-0.0396666666666666,-0.3326666666666666,-2.20649625,0.8041453,7.10982125,97414.33919333332,149666.66666666666,-217000.0,-421666.6666666667,40.51,-0.25,-408.4316406,61.70750809,37.0,-8.876423836,44.05764008,-9.40550518,0.0,0.0
2018-09-11 19:19:08.280,-0.071,-0.044,-0.336,-2.26533615,0.9610517,7.20788775,97415.74707,165000.0,-213000.0,-415000.0,40.51,0.02,-384.8859863,61.80049515,39.0,-8.876423836,44.05764008,-9.40550518,0.0,0.0
2018-09-11 19:19:08.320,-0.073,-0.05,-0.329,-2.270239475,0.6472389,7.502087250000001,97415.74707,165000.0,-213000.0,-415000.0,40.51,0.02,-384.8859863,61.80049515,39.0,-8.876423836,44.05764008,-9.40550518,0.0,0.0
2018-09-11 19:19:08.360,-0.075,-0.056,-0.322,-2.2751428,0.3334261,7.79628675,97415.74707,165000.0,-213000.0,-415000.0,40.51,0.1749999914999999,-384.8859863,61.821605685,40.0,-8.876423836,44.05764008,-9.40550518,0.0,0.0
2018-09-11 19:19:08.400,-0.0536666666666666,-0.0616666666666666,-0.3246666666666666,-2.281680566666666,0.5949367666666667,7.868202183333333,97416.41642333331,171333.33333333334,-210666.66666666663,-412666.6666666667,40.50666666666667,0.329999983,-384.8859863,61.84271622,41.0,-8.876423836,44.05764008,-9.40550518,0.0,0.0
2018-09-11 19:19:08.440,-0.0323333333333333,-0.0673333333333333,-0.3273333333333333,-2.288218333333333,0.8564474333333334,7.940117616666666,97417.08577666667,177666.66666666666,-208333.3333333333,-410333.3333333333,40.50333333333333,0.329999983,-384.8859863,61.84271622,41.0,-14.50360298,42.01809311,-1.925250173,0.0,0.0
2018-09-11 19:19:08.480,-0.011,-0.073,-0.33,-2.2947561,1.1179581,8.01203305,97417.75513,184000.0,-206000.0,-408000.0,40.5,0.680000007,-364.6835327,61.85116959,43.0,-14.50360298,42.01809311,-1.925250173,0.0,0.0
2018-09-11 19:19:08.520,0.0169999999999999,-0.072,-0.3325,-2.221206225,0.5736890250000001,8.409202375,97421.50574,187000.0,-201500.0,-409000.0,40.5,0.680000007,-364.6835327,61.85116959,43.0,-14.50360298,42.01809311,-1.925250173,0.0,0.0
2018-09-11 19:19:08.560,0.045,-0.071,-0.335,-2.14765635,0.02941995,8.8063717,97425.25635,190000.0,-197000.0,-410000.0,40.5,0.680000007,-364.6835327,61.85116959,43.0,-14.50360298,42.01809311,-1.925250173,0.0,0.0
2018-09-11 19:19:08.600,0.051,-0.075,-0.3115,-2.231012875,-0.14709975,8.860308275,97425.25635,194000.0,-192500.0,-409500.0,40.5,1.049999952,-364.6835327,61.80890656,45.0,-14.50360298,42.01809311,-1.925250173,0.0,0.0
2018-09-11 19:19:08.640,0.057,-0.079,-0.288,-2.3143694,-0.32361945,8.91424485,97425.25635,198000.0,-188000.0,-409000.0,40.5,1.049999952,-364.6835327,61.80890656,45.0,-14.50360298,42.01809311,-1.925250173,0.0,0.0
2018-09-11 19:19:08.680,0.0293333333333333,-0.0856666666666666,-0.2626666666666666,-2.3372515833333334,-0.18632635,8.979622516666666,97427.30916333332,203000.0,-184666.66666666663,-407333.3333333333,40.49666666666667,1.2549999355,-361.8309021,61.76239586,46.0,-14.50360298,42.01809311,-1.925250173,0.0,0.0
2018-09-11 19:19:08.720,0.0016666666666666,-0.0923333333333333,-0.2373333333333333,-2.3601337666666664,-0.04903325,9.045000183333334,97429.36197666668,208000.0,-181333.3333333333,-405666.6666666667,40.49333333333333,1.459999919,-358.9782715,61.71588516,47.0,-14.50360298,42.01809311,-1.925250173,0.0,0.0
2018-09-11 19:19:08.760,-0.026,-0.099,-0.212,-2.38301595,0.08825985,9.11037785,97431.41479,213000.0,-178000.0,-404000.0,40.49,1.6033332746666666,-358.9782715,61.66516749,47.333333333333336,-14.982587495,41.944563548333335,-0.8726758363333333,0.0,0.0
2018-09-11 19:19:08.800,0.0005,-0.097,-0.2075,-2.358499325,0.210842975,9.26728425,97431.41479,213000.0,-178000.0,-404000.0,40.49,1.7466666303333334,-358.9782715,61.61444982,47.66666666666666,-15.46157201,41.87103398666667,0.1798985003333333,0.0,0.0
2018-09-11 19:19:08.840,0.027,-0.095,-0.203,-2.3339827,0.3334261,9.42419065,97431.41479,213000.0,-178000.0,-404000.0,40.49,1.889999986,-358.9782715,61.56373215,48.0,-15.940556525,41.797504425,1.232472837,0.0,0.0
2018-09-11 19:19:08.880,0.0203333333333333,-0.0993333333333333,-0.2056666666666666,-2.34378935,0.4086104166666667,9.414384,97432.93456666666,211333.3333333333,-176000.0,-405666.6666666667,40.49,2.339999914,-345.3340454,61.28825378,50.0,-17.37751007,41.57691574,4.390195847,0.0,0.0
2018-09-11 19:19:08.920,0.0136666666666666,-0.1036666666666666,-0.2083333333333333,-2.353596,0.4837947333333333,9.40457735,97434.45434333332,209666.66666666663,-174000.0,-407333.3333333333,40.49,2.339999914,-345.3340454,61.28825378,50.0,-17.37751007,41.57691574,4.390195847,0.0,0.0
2018-09-11 19:19:08.960,0.007,-0.108,-0.211,-2.36340265,0.55897905,9.3947707,97435.97412,208000.0,-172000.0,-409000.0,40.49,2.339999914,-345.3340454,61.28825378,50.0,-17.37751007,41.57691574,4.390195847,0.0,0.0
2018-09-11 19:19:09.000,-0.0004999999999999,-0.11,-0.2284999999999999,-2.378112625,0.5295591,9.83606995,97444.052125,209000.0,-170000.0,-410500.0,40.49,2.809999943,-345.3340454,61.03143311,52.0,-17.37751007,41.57691574,4.390195847,0.0,0.0
2018-09-11 19:19:09.040,-0.008,-0.112,-0.246,-2.3928226,0.50013915,10.2773692,97452.13013,210000.0,-168000.0,-412000.0,40.49,2.809999943,-345.3340454,61.03143311,52.0,-17.37751007,41.57691574,4.390195847,0.0,0.0
2018-09-11 19:19:09.080,-0.0286666666666666,-0.113,-0.2466666666666666,-2.428780316666667,0.44129925,10.486577733333334,97452.13013,210333.3333333333,-166000.0,-413000.0,40.49,3.0499999525,-347.88378905,60.791570665,53.0,-17.37751007,41.57691574,4.390195847,0.0,0.0
2018-09-11 19:19:09.120,-0.0493333333333333,-0.114,-0.2473333333333333,-2.464738033333333,0.38245935,10.695786266666667,97452.13013,210666.66666666663,-164000.0,-414000.0,40.49,3.289999962,-350.4335327,60.55170822,54.0,-17.37751007,41.57691574,4.390195847,0.0,0.0
2018-09-11 19:19:09.160,-0.07,-0.115,-0.248,-2.50069575,0.32361945,10.9049948,97452.13013,211000.0,-162000.0,-415000.0,40.49,3.289999962,-350.4335327,60.55170822,54.0,-17.37751007,41.57691574,4.390195847,0.0,0.0
2018-09-11 19:19:09.200,-0.0766666666666666,-0.115,-0.259,-2.50069575,0.2517040166666666,10.480039966666666,97455.2653,211333.3333333333,-159000.0,-415666.6666666667,40.486666666666665,3.539999962,-350.4335327,60.36685562,55.0,-17.37751007,41.57691574,4.390195847,0.0,0.0
2018-09-11 19:19:09.240,-0.0833333333333333,-0.115,-0.27,-2.50069575,0.1797885833333333,10.055085133333334,97458.40047,211666.66666666663,-156000.0,-416333.3333333333,40.48333333333333,3.789999962,-350.4335327,60.18200302,56.0,-17.37751007,41.57691574,4.390195847,0.0,0.0
2018-09-11 19:19:09.280,-0.09,-0.115,-0.281,-2.50069575,0.10787315,9.6301303,97461.53564,212000.0,-153000.0,-417000.0,40.48,4.044999838,-352.0778656,59.647138595,57.0,-18.199572565,40.54735756,7.571480753499999,0.0,0.0
2018-09-11 19:19:09.320,-0.0564999999999999,-0.1035,-0.295,-2.55953565,-0.02941995,9.007408025,97461.853025,212500.0,-148500.0,-419500.0,40.48,4.299999714,-353.7221985,59.11227417,58.0,-19.02163506,39.51779938,10.75276566,0.0,0.0
2018-09-11 19:19:09.360,-0.023,-0.092,-0.309,-2.61837555,-0.16671305,8.38468575,97462.17041,213000.0,-144000.0,-422000.0,40.48,4.5599997045,-353.7221985,58.895994185,59.0,-19.02163506,39.51779938,10.75276566,0.0,0.0
2018-09-11 19:19:09.400,-0.017,-0.1006666666666666,-0.3036666666666666,-2.6085689,-0.2909306166666666,8.901169316666666,97467.73478333332,214000.0,-138000.0,-423666.6666666667,40.48,4.819999695,-353.7221985,58.6797142,60.0,-19.02163506,39.51779938,10.75276566,0.0,0.0
2018-09-11 19:19:09.440,-0.011,-0.1093333333333333,-0.2983333333333333,-2.59876225,-0.4151481833333333,9.417652883333334,97473.29915666668,215000.0,-132000.0,-425333.3333333333,40.48,4.819999695,-353.7221985,58.6797142,60.0,-19.02163506,39.51779938,10.75276566,0.0,0.0
2018-09-11 19:19:09.480,-0.005,-0.118,-0.293,-2.5889556,-0.53936575,9.93413645,97478.86353,216000.0,-126000.0,-427000.0,40.48,4.819999695,-353.7221985,58.6797142,60.0,-19.02163506,39.51779938,10.75276566,0.0,0.0
2018-09-11 19:19:09.520,-0.0015,-0.1195,-0.266,-2.603665575,-0.4952358249999999,10.115559475,97483.4198,216000.0,-126000.0,-427000.0,40.48,5.369999886,-367.2220154,58.20452881,61.0,-20.27852249,38.21990967,14.73285103,0.0,0.0
2018-09-11 19:19:09.560,0.002,-0.121,-0.239,-2.61837555,-0.4511059,10.2969825,97487.97607,216000.0,-126000.0,-427000.0,40.48,5.369999886,-367.2220154,58.20452881,61.0,-20.27852249,38.21990967,14.73285103,0.0,0.0
2018-09-11 19:19:09.600,0.0296666666666666,-0.123,-0.2293333333333333,-2.5889556,-0.46091255,10.480039966666666,97490.41137333334,216666.66666666663,-124000.0,-427333.3333333333,40.47666666666667,5.940000057,-367.2220154,56.94770813,63.0,-20.27852249,38.21990967,14.73285103,0.0,0.0
2018-09-11 19:19:09.640,0.0573333333333333,-0.125,-0.2196666666666666,-2.55953565,-0.4707192,10.663097433333334,97492.84667666668,217333.3333333333,-122000.0,-427666.6666666667,40.47333333333333,5.940000057,-367.2220154,56.94770813,63.0,-20.27852249,38.21990967,14.73285103,0.0,0.0
2018-09-11 19:19:09.680,0.085,-0.127,-0.21,-2.5301157,-0.48052585,10.8461549,97495.28198,218000.0,-120000.0,-428000.0,40.47,6.509999752,-366.8655396,56.41453934,65.0,-20.27852249,38.21990967,14.73285103,0.0,0.0
2018-09-11 19:19:09.720,0.065,-0.126,-0.2005,-2.525212375,-0.426589275,10.556858725,97495.28198,217500.0,-116500.0,-428500.0,40.47,6.509999752,-366.8655396,56.41453934,65.0,-20.27852249,38.21990967,14.73285103,0.0,0.0
2018-09-11 19:19:09.760,0.045,-0.125,-0.191,-2.52030905,-0.3726527,10.26756255,97495.28198,217000.0,-113000.0,-429000.0,40.47,6.509999752,-366.8655396,56.41453934,65.0,-20.27852249,38.21990967,14.73285103,0.0,0.0
2018-09-11 19:19:09.800,0.038,-0.132,-0.185,-2.52030905,-0.20593965,10.5127288,97497.31445,217000.0,-112333.33333333331,-430000.0,40.47,7.089999676,-366.8655396,54.01411057,67.0,-20.27852249,38.21990967,14.73285103,0.0,0.0
2018-09-11 19:19:09.840,0.031,-0.1389999999999999,-0.179,-2.52030905,-0.0392266,10.75789505,97499.34692,217000.0,-111666.66666666669,-431000.0,40.47,7.089999676,-366.8655396,54.01411057,67.0,-20.68575478,37.8753891,19.8628006,0.0,0.0
2018-09-11 19:19:09.880,0.024,-0.146,-0.173,-2.52030905,0.12748645,11.0030613,97501.37939,217000.0,-111000.0,-432000.0,40.47,7.3899998665,-375.14105225,53.751457215,68.0,-20.68575478,37.8753891,19.8628006,0.0,0.0
2018-09-11 19:19:09.920,0.082,-0.1475,-0.1674999999999999,-2.515405725,0.3677493749999999,11.164871025,97505.673215,214500.0,-109500.0,-434000.0,40.47,7.690000057,-383.4165649,53.48880386,69.0,-20.68575478,37.8753891,19.8628006,0.0,0.0
2018-09-11 19:19:09.960,0.14,-0.149,-0.162,-2.5105024,0.6080123,11.32668075,97509.96704,212000.0,-108000.0,-436000.0,40.47,7.995000124000001,-383.4165649,53.18352127,69.5,-20.68575478,37.8753891,19.8628006,0.0,0.0
2018-09-11 19:19:10.000,0.1005,-0.152,-0.1689999999999999,-2.549729,0.828661925,11.64049355,97517.807005,211000.0,-107500.0,-437000.0,40.47,8.147500157500001,-383.4165649,53.030879975000005,69.75,-20.68575478,37.8753891,19.8628006,0.0,0.0
2018-09-11 19:19:10.040,0.061,-0.155,-0.176,-2.5889556,1.04931155,11.95430635,97525.64697,210000.0,-107000.0,-438000.0,40.47,8.300000191,-383.4165649,52.87823868,70.0,-20.68575478,37.8753891,19.8628006,0.0,0.0
2018-09-11 19:19:10.080,0.0296666666666666,-0.155,-0.1753333333333333,-2.59876225,1.06892485,11.696064566666667,97525.64697,207333.3333333333,-107333.33333333331,-438333.3333333333,40.47,8.899999619,-390.1096191,49.51899719,72.0,-20.68575478,37.8753891,19.8628006,0.0,0.0
2018-09-11 19:19:10.120,-0.0016666666666666,-0.155,-0.1746666666666666,-2.6085689,1.08853815,11.437822783333331,97525.64697,204666.66666666663,-107666.66666666669,-438666.6666666667,40.47,8.899999619,-390.1096191,49.51899719,72.0,-20.28325844,38.26406097,24.05154419,0.0,0.0
2018-09-11 19:19:10.160,-0.033,-0.155,-0.174,-2.61837555,1.10815145,11.179581,97525.64697,202000.0,-108000.0,-439000.0,40.47,9.2099995615,-390.1096191,49.23625946,73.0,-20.28325844,38.26406097,24.05154419,0.0,0.0
2018-09-11 19:19:10.200,0.0165,-0.143,-0.1704999999999999,-2.6723121250000004,1.299381125,9.73800345,97528.155515,201000.0,-106500.0,-441000.0,40.465,9.519999504,-390.1096191,48.95352173,74.0,-20.28325844,38.26406097,24.05154419,0.0,0.0
2018-09-11 19:19:10.240,0.066,-0.131,-0.167,-2.7262487,1.4906108,8.2964259,97530.66406,200000.0,-105000.0,-443000.0,40.46,9.519999504,-390.1096191,48.95352173,74.0,-20.28325844,38.26406097,24.05154419,0.0,0.0
2018-09-11 19:19:10.280,0.043,-0.137,-0.1733333333333333,-2.71644205,1.5069552166666669,8.401030166666667,97533.17057,198333.3333333333,-103000.0,-443666.6666666667,40.46,9.834999562,-402.21871945,46.74766922,75.0,-20.28325844,38.26406097,24.05154419,0.0,0.0
2018-09-11 19:19:10.320,0.0199999999999999,-0.143,-0.1796666666666666,-2.7066354,1.5232996333333333,8.505634433333332,97535.67708,196666.66666666663,-101000.0,-444333.3333333333,40.46,10.14999962,-414.3278198,44.54181671,76.0,-20.28325844,38.26406097,24.05154419,0.0,0.0
2018-09-11 19:19:10.360,-0.003,-0.149,-0.186,-2.69682875,1.53964405,8.6102387,97538.18359,195000.0,-99000.0,-445000.0,40.46,10.14999962,-414.3278198,44.54181671,76.0,-20.28325844,38.26406097,24.05154419,0.0,0.0
2018-09-11 19:19:10.400,-0.007,-0.1473333333333333,-0.1956666666666666,-2.709904283333333,1.46119085,8.825985,97544.66756,192000.0,-96333.33333333331,-448333.3333333333,40.46,10.46999979,-413.82780455,44.311655045,76.5,-20.28325844,38.26406097,24.05154419,0.0,0.0
2018-09-11 19:19:10.440,-0.011,-0.1456666666666666,-0.2053333333333333,-2.7229798166666668,1.38273765,9.0417313,97551.15153,189000.0,-93666.66666666669,-451666.6666666667,40.46,10.78999996,-413.3277893,44.08149338,77.0,-20.28325844,38.26406097,24.05154419,0.0,0.0
2018-09-11 19:19:10.480,-0.015,-0.144,-0.215,-2.73605535,1.30428445,9.2574776,97557.6355,186000.0,-91000.0,-455000.0,40.46,10.78999996,-413.3277893,44.08149338,77.0,-20.28325844,38.26406097,24.05154419,0.0,0.0
2018-09-11 19:19:10.520,-0.0425,-0.156,-0.2175,-2.760571975,1.372931,9.87529655,97557.6355,186000.0,-91000.0,-455000.0,40.46,11.44999981,-416.9004517,43.58097076,79.0,-20.28325844,38.26406097,24.05154419,0.0,0.0
