time,field.angular_velocity.x,field.angular_velocity.y,field.angular_velocity.z,field.linear_acceleration.x,field.linear_acceleration.y,field.linear_acceleration.z,field.fluid_pressure,field.magnetic_field.x,field.magnetic_field.y,field.magnetic_field.z,field.temperature,field.alt_error,field.aspd_error,field.xtrack_error,field.wp_dist,field.measured.pitch,field.measured.roll,field.measured.yaw,fault_state,field.airspeed
2018-09-11 19:21:32.240,0.37,-0.11,-0.2,0.2745862,0.95124505,10.5127288,97743.07861,-743000.0,-151000.0,-1000000.0,38.45,0.839999974,-170.7838135,-22.83736992,21.0,-2.084355116,29.62609863,-67.19834137,0.0,0.0
2018-09-11 19:21:32.280,0.35125,-0.1205,-0.21225,0.34323275,0.9438900625,10.5642137125,97745.0881925,-672000.0,-155250.0,-1003750.0,38.45,0.8899999860000001,-167.0702057,-21.983029365,21.5,-2.084355116,29.62609863,-67.19834137,0.0,0.0
2018-09-11 19:21:32.320,0.3325,-0.131,-0.2245,0.4118793,0.936535075,10.615698625,97747.097775,-601000.0,-159500.0,-1007500.0,38.45,0.939999998,-163.3565979,-21.12868881,22.0,-2.084355116,29.62609863,-67.19834137,0.0,0.0
2018-09-11 19:21:32.360,0.31375,-0.1415,-0.23675,0.48052585,0.9291800875,10.6671835375,97749.1073575,-530000.0,-163750.0,-1011250.0,38.45,0.994999975,-163.3565979,-20.25711155,23.0,-2.084355116,29.62609863,-67.19834137,0.0,0.0
2018-09-11 19:21:32.400,0.295,-0.152,-0.249,0.5491724,0.9218251,10.71866845,97751.11694,-459000.0,-168000.0,-1015000.0,38.45,1.049999952,-163.3565979,-19.38553429,24.0,-2.084355116,29.62609863,-67.19834137,0.0,0.0
2018-09-11 19:21:32.440,0.291,-0.153,-0.266,0.42168595,1.14737805,10.5519554,97745.06836,-701000.0,-162000.0,-1043000.0,38.45,1.1099999545,-163.3565979,-18.512319565,25.0,-2.084355116,29.62609863,-67.19834137,0.0,0.0
2018-09-11 19:21:32.480,0.287,-0.1704999999999999,-0.276,0.4756225249999999,0.985568325,10.75789505,97745.06836,-701000.0,-162000.0,-1043000.0,38.45,1.169999957,-163.3565979,-17.63910484,26.0,-2.084355116,29.62609863,-67.19834137,0.0,0.0
2018-09-11 19:21:32.520,0.283,-0.188,-0.286,0.5295591,0.8237586,10.9638347,97745.06836,-701000.0,-162000.0,-1043000.0,38.45,1.169999957,-163.3565979,-17.63910484,26.0,-2.084355116,29.62609863,-67.19834137,0.0,0.0
2018-09-11 19:21:32.560,0.2693333333333333,-0.2013333333333333,-0.2853333333333333,0.5589790499999999,0.8825985,11.251496433333331,97746.20158,-792000.0,-165000.0,-1031666.6666666666,38.45,1.169999957,-163.3565979,-17.63910484,26.0,-2.084355116,29.62609863,-67.19834137,0.0,0.0
2018-09-11 19:21:32.600,0.2556666666666666,-0.2146666666666666,-0.2846666666666666,0.588399,0.9414384,11.539158166666668,97747.3348,-883000.0,-168000.0,-1020333.3333333334,38.45,1.289999962,-172.5143433,-15.90359306,28.0,-2.084355116,29.62609863,-67.19834137,0.0,0.0
2018-09-11 19:21:32.640,0.242,-0.228,-0.284,0.61781895,1.0002783,11.8268199,97748.46802,-974000.0,-171000.0,-1009000.0,38.45,1.289999962,-172.5143433,-15.90359306,28.0,-2.38279891,37.74303818,-60.07498169,0.0,0.0
2018-09-11 19:21:32.680,0.2303333333333333,-0.236,-0.2833333333333333,0.61781895,1.0395049,11.8268199,97748.80778,-941333.3333333334,-172000.0,-1021333.3333333334,38.45,1.419999957,-181.9221497,-14.16695023,29.0,-2.38279891,37.74303818,-60.07498169,0.0,0.0
2018-09-11 19:21:32.720,0.2186666666666666,-0.244,-0.2826666666666666,0.61781895,1.0787315,11.8268199,97749.14754,-908666.6666666666,-173000.0,-1033666.6666666666,38.45,1.419999957,-181.9221497,-14.16695023,29.0,-2.38279891,37.74303818,-60.07498169,0.0,0.0
2018-09-11 19:21:32.760,0.207,-0.252,-0.282,0.61781895,1.1179581,11.8268199,97749.4873,-876000.0,-174000.0,-1046000.0,38.45,1.419999957,-181.9221497,-14.16695023,29.0,-2.38279891,37.74303818,-60.07498169,0.0,0.0
2018-09-11 19:21:32.800,0.2284999999999999,-0.2714999999999999,-0.2835,0.7551120499999999,0.980665,12.2779258,97753.741455,-632500.0,-173500.0,-1064000.0,38.45,1.4799999595,-181.9221497,-13.309042935,30.0,-2.38279891,37.74303818,-60.07498169,0.0,0.0
2018-09-11 19:21:32.840,0.25,-0.291,-0.285,0.89240515,0.8433719,12.7290317,97757.99561,-389000.0,-173000.0,-1082000.0,38.45,1.539999962,-181.9221497,-12.45113564,31.0,-2.38279891,37.74303818,-60.07498169,0.0,0.0
2018-09-11 19:21:32.880,0.218,-0.2966666666666666,-0.2803333333333333,0.9250939833333334,0.8172208333333333,12.882669216666669,97756.88680333331,-458666.6666666667,-171000.0,-1080000.0,38.45,1.669999957,-192.7377625,-10.69933319,33.0,-2.38279891,37.74303818,-60.07498169,0.0,0.0
2018-09-11 19:21:32.920,0.186,-0.3023333333333333,-0.2756666666666666,0.9577828166666666,0.7910697666666666,13.036306733333332,97755.77799666669,-528333.3333333334,-169000.0,-1078000.0,38.45,1.669999957,-192.7377625,-10.69933319,33.0,-2.38279891,37.74303818,-60.07498169,0.0,0.0
2018-09-11 19:21:32.960,0.154,-0.308,-0.271,0.99047165,0.7649187,13.18994425,97754.66919,-598000.0,-167000.0,-1076000.0,38.45,1.669999957,-192.7377625,-10.69933319,33.0,-2.38279891,37.74303818,-60.07498169,0.0,0.0
2018-09-11 19:21:33.000,0.1164999999999999,-0.319,-0.2585,1.0983448,0.7992419749999999,13.3566573,97756.02417,-541000.0,-161500.0,-1122000.0,38.45,1.7299999595,-192.7377625,-9.834056854,34.0,-1.96024847,40.237449645,-55.594631195000005,0.0,0.0
2018-09-11 19:21:33.040,0.079,-0.33,-0.246,1.20621795,0.83356525,13.52337035,97757.37915,-484000.0,-156000.0,-1168000.0,38.45,1.789999962,-192.7377625,-8.968780518,35.0,-1.53769803,42.73186111,-51.1142807,0.0,0.0
2018-09-11 19:21:33.080,0.0733333333333333,-0.3326666666666666,-0.2403333333333333,1.2323690166666668,0.8564474333333334,13.516832583333334,97758.01595,-472333.3333333333,-153333.33333333334,-1182333.3333333333,38.45,1.8499999645,-197.4941254,-8.104948044,35.5,-1.53769803,42.73186111,-51.1142807,0.0,0.0
2018-09-11 19:21:33.120,0.0676666666666666,-0.3353333333333333,-0.2346666666666666,1.2585200833333334,0.8793296166666666,13.510294816666669,97758.65275,-460666.6666666667,-150666.66666666666,-1196666.6666666667,38.45,1.909999967,-202.2504883,-7.24111557,36.0,-1.53769803,42.73186111,-51.1142807,0.0,0.0
2018-09-11 19:21:33.160,0.062,-0.338,-0.229,1.28467115,0.9022118,13.50375705,97759.28955,-449000.0,-148000.0,-1211000.0,38.45,1.964999974,-202.2504883,-6.3911972045,37.0,-1.53769803,42.73186111,-51.1142807,0.0,0.0
2018-09-11 19:21:33.200,0.0336666666666666,-0.338,-0.2273333333333333,1.2912089166666667,1.0787315,13.840452033333332,97760.07283333334,-1053666.6666666665,-132333.33333333334,-1253666.6666666667,38.446666666666665,1.9924999775,-202.2504883,-5.96623802175,37.5,-1.53769803,42.73186111,-51.1142807,0.0,0.0
2018-09-11 19:21:33.240,0.0053333333333333,-0.338,-0.2256666666666666,1.297746683333333,1.2552512,14.177147016666668,97760.85611666666,-1658333.3333333333,-116666.66666666669,-1296333.3333333333,38.443333333333335,2.019999981,-202.2504883,-5.541278839,38.0,-1.53769803,42.73186111,-51.1142807,0.0,0.0
2018-09-11 19:21:33.280,-0.023,-0.338,-0.224,1.30428445,1.4317709,14.513842,97761.6394,-2263000.0,-101000.0,-1339000.0,38.44,2.119999886,-230.6358337,-3.835693359,40.0,-1.53769803,42.73186111,-51.1142807,0.0,0.0
2018-09-11 19:21:33.320,-0.017,-0.3315,-0.236,1.3778343249999998,1.318994425,14.087252725,97765.866085,-1885000.0,-104000.0,-1349500.0,38.445,2.119999886,-230.6358337,-3.835693359,40.0,0.002705182,43.6358757,-44.74115753,0.0,0.0
2018-09-11 19:21:33.360,-0.011,-0.325,-0.248,1.4513842,1.20621795,13.66066345,97770.09277,-1507000.0,-107000.0,-1360000.0,38.45,2.200000048,-230.6358337,-2.13041687,41.0,0.002705182,43.6358757,-44.74115753,0.0,0.0
2018-09-11 19:21:33.400,0.009,-0.3175,-0.2565,1.36312435,1.407254275,13.587113575,97770.09277,-1507000.0,-107000.0,-1360000.0,38.45,2.200000048,-230.6358337,-2.13041687,41.0,0.002705182,43.6358757,-44.74115753,0.0,0.0
2018-09-11 19:21:33.440,0.029,-0.31,-0.265,1.2748645,1.6082906,13.5135637,97770.09277,-1507000.0,-107000.0,-1360000.0,38.45,2.2200000286666666,-236.68098446666667,-1.5689544676666665,41.66666666666666,0.002705182,43.6358757,-44.74115753,0.0,0.0
2018-09-11 19:21:33.480,0.02,-0.3133333333333333,-0.2776666666666667,1.3173599833333334,1.4775352666666666,13.461261566666668,97768.73372333334,-1511666.6666666667,-104666.66666666669,-1356666.6666666667,38.45,2.240000009333333,-242.7261352333333,-1.0074920653333332,42.333333333333336,0.002705182,43.6358757,-44.74115753,0.0,0.0
2018-09-11 19:21:33.520,0.011,-0.3166666666666666,-0.2903333333333333,1.359855466666667,1.3467799333333332,13.408959433333331,97767.37467666666,-1516333.3333333333,-102333.33333333331,-1353333.3333333333,38.45,2.25999999,-248.771286,-0.446029663,43.0,0.002705182,43.6358757,-44.74115753,0.0,0.0
2018-09-11 19:21:33.560,0.002,-0.32,-0.303,1.40235095,1.2160246,13.3566573,97766.01563,-1521000.0,-100000.0,-1350000.0,38.45,2.25999999,-248.771286,-0.446029663,43.0,0.002705182,43.6358757,-44.74115753,0.0,0.0
2018-09-11 19:21:33.600,-0.001,-0.3206666666666666,-0.3093333333333333,1.4317709,1.20621795,13.569134716666667,97767.00439666666,-1474666.6666666667,-94666.66666666669,-1364666.6666666667,38.45,2.309999943,-248.771286,1.196968079,45.0,0.002705182,43.6358757,-44.74115753,0.0,0.0
2018-09-11 19:21:33.640,-0.004,-0.3213333333333333,-0.3156666666666666,1.46119085,1.1964113,13.781612133333333,97767.99316333332,-1428333.3333333333,-89333.33333333333,-1379333.3333333333,38.45,2.334999919,-252.02236175,2.022972107,45.5,0.002705182,43.6358757,-44.74115753,0.0,0.0
2018-09-11 19:21:33.680,-0.007,-0.322,-0.322,1.4906108,1.18660465,13.99408955,97768.98193,-1382000.0,-84000.0,-1394000.0,38.45,2.359999895,-255.2734375,2.848976135,46.0,0.002705182,43.6358757,-44.74115753,0.0,0.0
2018-09-11 19:21:33.720,-0.009,-0.3205,-0.321,1.3827376500000002,1.230734575,13.802859875,97768.98193,-1382000.0,-84000.0,-1394000.0,38.45,2.359999895,-255.2734375,2.848976135,46.0,0.002705182,43.6358757,-44.74115753,0.0,0.0
2018-09-11 19:21:33.760,-0.011,-0.319,-0.32,1.2748645,1.2748645,13.6116302,97768.98193,-1382000.0,-84000.0,-1394000.0,38.45,2.3749998805,-255.2734375,3.6614990235,47.0,0.4899939725,43.996418,-38.75588226,0.0,0.0
2018-09-11 19:21:33.800,-0.0204999999999999,-0.329,-0.3165,1.299381125,1.28467115,13.753826625,97767.456055,-737000.0,-93500.0,-1377500.0,38.45,2.389999866,-255.2734375,4.474021912,48.0,0.977282763,44.3569603,-32.77060699,0.0,0.0
2018-09-11 19:21:33.840,-0.03,-0.339,-0.313,1.32389775,1.2944778,13.89602305,97765.93018,-92000.0,-103000.0,-1361000.0,38.45,2.389999866,-255.2734375,4.474021912,48.0,0.977282763,44.3569603,-32.77060699,0.0,0.0
2018-09-11 19:21:33.880,-0.022,-0.3366666666666666,-0.309,1.3663932333333333,1.2912089166666667,13.830645383333334,97768.24748,-602666.6666666667,-94000.0,-1417333.3333333333,38.446666666666665,2.404999852,-258.16278075,5.2789497375,49.0,0.977282763,44.3569603,-32.77060699,0.0,0.0
2018-09-11 19:21:33.920,-0.0139999999999999,-0.3343333333333333,-0.305,1.4088887166666666,1.2879400333333333,13.765267716666669,97770.56478,-1113333.3333333335,-85000.0,-1473666.6666666667,38.443333333333335,2.419999838,-261.052124,6.083877563,50.0,0.977282763,44.3569603,-32.77060699,0.0,0.0
2018-09-11 19:21:33.960,-0.006,-0.332,-0.301,1.4513842,1.28467115,13.69989005,97772.88208,-1624000.0,-76000.0,-1530000.0,38.44,2.419999838,-261.052124,6.8712348935000005,50.5,0.977282763,44.3569603,-32.77060699,0.0,0.0
2018-09-11 19:21:34.000,-0.0076666666666666,-0.3313333333333333,-0.3026666666666666,1.44157755,1.2879400333333333,13.686814516666669,97771.63493,-1638666.6666666667,-69000.0,-1505333.3333333333,38.44,2.419999838,-261.052124,7.264913558750001,50.75,0.977282763,44.3569603,-32.77060699,0.0,0.0
2018-09-11 19:21:34.040,-0.0093333333333333,-0.3306666666666666,-0.3043333333333333,1.4317709,1.2912089166666667,13.673738983333331,97770.38778,-1653333.3333333333,-62000.0,-1480666.6666666667,38.44,2.419999838,-261.052124,7.658592224,51.0,0.977282763,44.3569603,-32.77060699,0.0,0.0
2018-09-11 19:21:34.080,-0.011,-0.33,-0.306,1.42196425,1.2944778,13.66066345,97769.14063,-1668000.0,-55000.0,-1456000.0,38.44,2.419999838,-268.9774475,8.4418964385,52.0,1.2520769835,44.48129845,-28.82161617,0.0,0.0
2018-09-11 19:21:34.120,-0.017,-0.3315,-0.3095,1.40235095,1.211121275,13.704793375,97769.14063,-1668000.0,-55000.0,-1456000.0,38.44,2.419999838,-276.902771,9.225200653,53.0,1.526871204,44.6056366,-24.87262535,0.0,0.0
2018-09-11 19:21:34.160,-0.023,-0.333,-0.313,1.38273765,1.12776475,13.7489233,97769.14063,-1668000.0,-55000.0,-1456000.0,38.44,2.4099998475,-276.902771,9.9895877815,53.5,1.526871204,44.6056366,-24.87262535,0.0,0.0
2018-09-11 19:21:34.200,-0.0153333333333333,-0.3356666666666666,-0.314,1.4056198333333332,1.0852692666666668,13.765267716666669,97768.53638,-1619666.6666666667,-55333.333333333336,-1454000.0,38.44,2.40499985225,-276.902771,10.37178134575,53.75,1.526871204,44.6056366,-24.87262535,0.0,0.0
2018-09-11 19:21:34.240,-0.0076666666666666,-0.3383333333333334,-0.315,1.4285020166666669,1.0427737833333333,13.781612133333333,97767.93213,-1571333.3333333333,-55666.66666666666,-1452000.0,38.44,2.399999857,-276.902771,10.75397491,54.0,1.526871204,44.6056366,-24.87262535,0.0,0.0
2018-09-11 19:21:34.280,0.0,-0.341,-0.316,1.4513842,1.0002783,13.79795655,97767.32788,-1523000.0,-56000.0,-1450000.0,38.44,2.379999876,-289.1199036,12.26036453,56.0,1.526871204,44.6056366,-24.87262535,0.0,0.0
2018-09-11 19:21:34.320,0.009,-0.344,-0.31,1.3778343249999998,1.113054775,13.85679645,97767.32788,-1523000.0,-56000.0,-1450000.0,38.44,2.379999876,-289.1199036,12.26036453,56.0,1.526871204,44.6056366,-24.87262535,0.0,0.0
2018-09-11 19:21:34.360,0.018,-0.347,-0.304,1.30428445,1.22583125,13.91563635,97767.32788,-1523000.0,-56000.0,-1450000.0,38.44,2.339999914,-289.1199036,13.73339081,57.0,1.526871204,44.6056366,-24.87262535,0.0,0.0
2018-09-11 19:21:34.400,0.0013333333333333,-0.3513333333333333,-0.3016666666666666,1.3467799333333332,1.1343025166666667,13.889485283333332,97767.00439333334,-1221333.3333333333,-58000.0,-1446000.0,38.44,2.339999914,-289.1199036,13.73339081,57.0,1.526871204,44.6056366,-24.87262535,0.0,0.0
2018-09-11 19:21:34.440,-0.0153333333333333,-0.3556666666666666,-0.2993333333333333,1.3892754166666668,1.0427737833333333,13.863334216666669,97766.68090666666,-919666.6666666666,-60000.0,-1442000.0,38.44,2.319999933,-291.40586855,14.461120605,58.0,1.526871204,44.6056366,-24.87262535,0.0,0.0
2018-09-11 19:21:34.480,-0.032,-0.36,-0.297,1.4317709,0.95124505,13.83718315,97766.35742,-618000.0,-62000.0,-1438000.0,38.44,2.299999952,-293.6918335,15.1888504,59.0,1.526871204,44.6056366,-24.87262535,0.0,0.0
2018-09-11 19:21:34.520,-0.0295,-0.3605,-0.29,1.3533177,1.0198916,13.9058297,97764.242555,-880500.0,-55000.0,-1443500.0,38.44,2.299999952,-293.6918335,15.1888504,59.0,1.526871204,44.6056366,-24.87262535,0.0,0.0
2018-09-11 19:21:34.560,-0.027,-0.361,-0.283,1.2748645,1.08853815,13.97447625,97762.12769,-1143000.0,-48000.0,-1449000.0,38.44,2.299999952,-293.6918335,15.1888504,59.0,2.610205889,45.46534729,-13.03621387,0.0,0.0
2018-09-11 19:21:34.600,-0.0213333333333333,-0.367,-0.282,1.2617889666666666,1.1343025166666667,14.17060925,97762.12769,-1143000.0,-48000.0,-1449000.0,38.44,2.24000001,-293.6918335,16.59521484,60.0,2.610205889,45.46534729,-13.03621387,0.0,0.0
2018-09-11 19:21:34.640,-0.0156666666666666,-0.373,-0.281,1.2487134333333334,1.1800668833333332,14.36674225,97762.12769,-1143000.0,-48000.0,-1449000.0,38.44,2.24000001,-293.6918335,16.59521484,60.0,2.610205889,45.46534729,-13.03621387,0.0,0.0
2018-09-11 19:21:34.680,-0.01,-0.379,-0.28,1.2356379,1.22583125,14.56287525,97762.12769,-1143000.0,-48000.0,-1449000.0,38.44,2.180000067,-293.3582153,17.98226547,62.0,2.610205889,45.46534729,-13.03621387,0.0,0.0
2018-09-11 19:21:34.720,-0.013,-0.373,-0.275,1.372931,1.30428445,14.5726819,97762.94556,-997000.0,-46000.0,-1462000.0,38.44,2.180000067,-293.3582153,17.98226547,62.0,2.610205889,45.46534729,-13.03621387,0.0,0.0
2018-09-11 19:21:34.760,-0.014,-0.3706666666666666,-0.2756666666666666,1.3467799333333332,1.3271666333333332,14.752470483333331,97763.46842666666,-1046000.0,-43333.333333333336,-1462666.6666666667,38.44,2.139999986,-293.3582153,18.650331495000003,62.5,2.610205889,45.46534729,-13.03621387,0.0,0.0
2018-09-11 19:21:34.800,-0.015,-0.3683333333333333,-0.2763333333333334,1.3206288666666666,1.3500488166666669,14.932259066666663,97763.99129333334,-1095000.0,-40666.66666666666,-1463333.3333333333,38.44,2.099999905,-293.3582153,19.31839752,63.0,2.610205889,45.46534729,-13.03621387,0.0,0.0
2018-09-11 19:21:34.840,-0.016,-0.366,-0.277,1.2944778,1.372931,15.11204765,97764.51416,-1144000.0,-38000.0,-1464000.0,38.44,2.099999905,-293.3582153,19.31839752,63.0,2.610205889,45.46534729,-13.03621387,0.0,0.0
2018-09-11 19:21:34.880,-0.0166666666666666,-0.357,-0.2793333333333333,1.3337044,1.3402421666666666,14.8472681,97764.51416,-1669000.0,-30000.0,-1475000.0,38.44,2.0499999525,-292.54045105,19.972852705,63.5,2.610205889,45.46534729,-13.03621387,0.0,0.0
2018-09-11 19:21:34.920,-0.0173333333333333,-0.348,-0.2816666666666667,1.372931,1.3075533333333331,14.58248855,97764.51416,-2194000.0,-22000.0,-1486000.0,38.44,2.0,-291.7226868,20.62730789,64.0,2.610205889,45.46534729,-13.03621387,0.0,0.0
2018-09-11 19:21:34.960,-0.018,-0.339,-0.284,1.4121576,1.2748645,14.317709,97764.51416,-2719000.0,-14000.0,-1497000.0,38.44,2.0,-291.7226868,20.62730789,64.0,4.249564171,46.27762222,-2.226481915,0.0,0.0
2018-09-11 19:21:35.000,-0.0396666666666666,-0.3346666666666666,-0.289,1.4121576,1.2552512,14.177147016666668,97761.50105666668,-2625333.333333333,-12000.0,-1494333.3333333333,38.44,1.870000005,-291.7226868,21.85987473,65.0,4.249564171,46.27762222,-2.226481915,0.0,0.0
2018-09-11 19:21:35.040,-0.0613333333333333,-0.3303333333333333,-0.294,1.4121576,1.2356379,14.036585033333331,97758.48795333332,-2531666.6666666665,-10000.0,-1491666.6666666667,38.44,1.83750000625,-291.079475425,22.162414555,65.5,4.249564171,46.27762222,-2.226481915,0.0,0.0
2018-09-11 19:21:35.080,-0.083,-0.326,-0.299,1.4121576,1.2160246,13.89602305,97755.47485,-2438000.0,-8000.0,-1489000.0,38.44,1.8050000075,-290.43626405,22.46495438,66.0,4.249564171,46.27762222,-2.226481915,0.0,0.0
2018-09-11 19:21:35.120,-0.0854999999999999,-0.329,-0.307,1.397447625,1.132668075,14.057832775,97757.08313,-2007500.0,-18500.0,-1462000.0,38.435,1.7725000087499998,-289.793052675,22.767494205,66.5,4.249564171,46.27762222,-2.226481915,0.0,0.0
2018-09-11 19:21:35.160,-0.088,-0.332,-0.315,1.38273765,1.04931155,14.2196425,97758.69141,-1577000.0,-29000.0,-1435000.0,38.43,1.74000001,-289.1498413,23.07003403,67.0,4.249564171,46.27762222,-2.226481915,0.0,0.0
2018-09-11 19:21:35.200,-0.065,-0.324,-0.3166666666666666,1.3173599833333334,1.1179581,14.039853916666669,97756.57959333331,-1386333.3333333333,-30000.0,-1431666.6666666667,38.43333333333333,1.599999905,-289.1498413,24.22912979,68.0,4.249564171,46.27762222,-2.226481915,0.0,0.0
2018-09-11 19:21:35.240,-0.042,-0.316,-0.3183333333333333,1.2519823166666666,1.18660465,13.860065333333337,97754.46777666669,-1195666.6666666667,-31000.0,-1428333.3333333333,38.43666666666667,1.5249999165,-289.69544985,24.786842345,68.5,4.349235415500001,46.2733039825,0.154268622,0.0,0.0
2018-09-11 19:21:35.280,-0.019,-0.308,-0.32,1.18660465,1.2552512,13.68027675,97752.35596,-1005000.0,-32000.0,-1425000.0,38.44,1.449999928,-290.2410584,25.3445549,69.0,4.4489066600000005,46.268985745,2.535019159,0.0,0.0
